0.00,31.82,8.83,30.54,90.09,24.64,66.01,48.91,35.91,46.52
31.82,0.00,23.89,46.94,117.95,30.47,80.78,77.17,45.80,60.38
8.83,23.89,0.00,35.79,98.78,25.62,71.82,57.56,39.44,51.69
30.54,46.94,35.79,0.00,73.70,17.00,36.06,36.07,9.11,16.01
90.09,117.95,98.78,73.70,0.00,90.32,58.64,41.22,79.59,67.89
24.64,30.47,25.62,17.00,90.32,0.00,50.51,51.26,15.64,29.99
66.01,80.78,71.82,36.06,58.64,50.51,0.00,41.62,34.98,20.58
48.91,77.17,57.56,36.07,41.22,51.26,41.62,0.00,43.95,37.25
35.91,45.80,39.44,9.11,79.59,15.64,34.98,43.95,0.00,14.68
46.52,60.38,51.69,16.01,67.89,29.99,20.58,37.25,14.68,0.00
