0.00,78.03,93.22,95.45,75.67,48.19,92.67,75.38,37.15,92.27
78.03,0.00,22.90,18.74,66.68,90.42,47.95,81.15,47.66,16.88
93.22,22.90,0.00,26.58,59.89,94.56,31.67,76.03,58.07,28.51
95.45,18.74,26.58,0.00,82.21,109.01,57.81,97.51,66.37,4.05
75.67,66.68,59.89,82.21,0.00,47.01,33.99,16.38,44.89,82.12
48.19,90.42,94.56,109.01,47.01,0.00,77.80,37.24,44.91,107.28
92.67,47.95,31.67,57.81,33.99,77.80,0.00,50.13,55.74,59.12
75.38,81.15,76.03,97.51,16.38,37.24,50.13,0.00,51.21,97.13
37.15,47.66,58.07,66.37,44.89,44.91,55.74,51.21,0.00,64.09
92.27,16.88,28.51,4.05,82.12,107.28,59.12,97.13,64.09,0.00
