0.00,73.59,22.53,33.51,98.02,60.55,38.15,17.95,22.08,86.80,46.92,82.22,76.35,83.06,97.63,41.13,14.35,32.42,47.04,62.39
73.59,0.00,55.55,59.96,30.05,55.74,51.99,75.91,71.72,18.15,70.19,56.79,10.47,44.82,29.57,34.81,66.51,93.11,72.34,54.35
22.53,55.55,0.00,15.24,82.96,60.46,38.30,35.42,36.01,71.06,31.58,60.27,56.39,60.53,82.53,29.54,11.14,38.28,55.87,41.05
33.51,59.96,15.24,0.00,89.29,74.70,53.10,49.16,50.58,77.15,16.42,49.75,58.08,53.09,88.83,41.41,19.17,35.01,71.11,29.44
98.02,30.05,82.96,89.29,0.00,60.65,67.83,96.12,90.79,12.15,100.19,83.21,36.51,69.76,0.48,56.90,93.41,121.18,83.21,83.82
60.55,55.74,60.46,74.70,60.65,0.00,22.92,48.87,42.49,55.03,90.92,102.28,65.38,94.30,60.51,35.59,65.36,92.28,24.33,90.00
38.15,51.99,38.30,53.10,67.83,22.92,0.00,29.49,23.52,58.68,69.50,87.18,59.36,81.68,67.54,20.02,42.47,69.46,22.14,72.14
17.95,75.91,35.42,49.16,96.12,48.87,29.49,0.00,6.38,86.03,63.89,95.34,80.90,94.06,95.80,41.14,30.90,49.00,30.92,76.46
22.08,71.72,36.01,50.58,90.79,42.49,23.52,6.38,0.00,80.99,66.00,94.85,77.31,92.64,90.47,36.95,33.42,54.11,25.24,76.61
86.80,18.15,71.06,77.15,12.15,55.03,58.68,86.03,80.99,0.00,88.12,73.19,25.80,60.24,11.68,45.88,81.62,109.21,75.94,72.36
46.92,70.19,31.58,16.42,100.19,90.92,69.50,63.89,66.00,88.12,0.00,44.23,66.16,51.76,99.72,56.89,33.00,36.25,87.37,24.96
82.22,56.79,60.27,49.75,83.21,102.28,87.18,95.34,94.85,73.19,44.23,0.00,47.45,14.08,82.74,67.92,68.33,80.30,108.98,20.43
76.35,10.47,56.39,58.08,36.51,65.38,59.36,80.90,77.31,25.80,66.16,47.45,0.00,34.86,36.04,40.64,67.53,92.48,80.53,47.58
83.06,44.82,60.53,53.09,69.76,94.30,81.68,94.06,92.64,60.24,51.76,14.08,34.86,0.00,69.31,61.77,70.06,86.46,103.80,26.85
97.63,29.57,82.53,88.83,0.48,60.51,67.54,95.80,90.47,11.68,99.72,82.74,36.04,69.31,0.00,56.52,92.99,120.74,83.01,83.34
41.13,34.81,29.54,41.41,56.90,35.59,20.02,41.14,36.95,45.88,56.89,67.92,40.64,61.77,56.52,0.00,38.29,66.92,42.15,54.47
14.35,66.51,11.14,19.17,93.41,65.36,42.47,30.90,33.42,81.62,33.00,68.33,67.53,70.06,92.99,38.29,0.00,28.65,56.54,48.28
32.42,93.11,38.28,35.01,121.18,92.28,69.46,49.00,54.11,109.21,36.25,80.30,92.48,86.46,120.74,66.92,28.65,0.00,79.30,60.37
47.04,72.34,55.87,71.11,83.21,24.33,22.14,30.92,25.24,75.94,87.37,108.98,80.53,103.80,83.01,42.15,56.54,79.30,0.00,93.14
62.39,54.35,41.05,29.44,83.82,90.00,72.14,76.46,76.61,72.36,24.96,20.43,47.58,26.85,83.34,54.47,48.28,60.37,93.14,0.00
