0.00,74.25,48.13,13.61,35.23,37.33,91.69,23.93,20.35,33.05,31.88,34.58,32.20,49.80,24.45,20.75,25.09,64.02,3.99,52.30,42.07,45.37,71.81,29.09,44.09,26.98,28.52,88.50,34.67,52.45,22.59,38.89,52.13,43.73,29.28,73.76,65.98,4.72,83.79,89.74
74.25,0.00,31.94,60.64,50.24,71.60,20.48,85.77,77.98,66.91,65.07,105.65,80.20,63.29,72.84,94.26,68.79,13.75,76.98,65.34,68.26,46.79,78.10,84.75,91.66,71.83,66.14,16.50,71.36,41.80,95.00,37.76,84.66,89.12,83.24,42.78,27.08,76.94,14.24,16.97
48.13,31.94,0.00,35.31,39.39,39.70,45.14,54.95,47.24,54.46,33.16,75.88,64.98,33.28,55.81,66.20,52.48,18.63,49.90,35.79,59.86,43.01,52.47,53.25,59.73,56.00,34.41,42.54,58.98,14.24,66.23,25.47,53.54,57.21,51.66,30.47,41.57,49.60,37.34,44.12
13.61,60.64,35.31,0.00,25.69,35.17,78.18,31.32,24.88,30.01,27.72,46.79,34.86,43.77,25.42,33.94,23.80,50.53,16.51,46.59,38.62,35.63,66.90,34.20,47.78,26.95,25.09,74.94,33.24,41.58,35.23,25.99,51.81,46.62,33.65,62.73,53.61,16.62,70.29,76.16
35.23,50.24,39.39,25.69,0.00,58.45,70.44,56.81,50.57,16.81,50.33,69.71,29.97,62.69,23.28,55.28,19.15,45.58,39.14,65.66,20.54,10.16,85.64,59.89,73.18,21.84,48.53,66.58,21.37,51.79,57.62,14.52,75.44,71.83,59.30,69.81,33.16,39.68,63.21,67.19
37.33,71.60,39.70,35.17,58.45,0.00,82.33,24.31,19.89,65.17,8.24,45.72,68.47,16.26,59.56,43.15,58.63,58.04,35.56,17.62,73.75,67.17,35.00,18.81,20.13,61.51,10.11,80.45,68.27,32.57,40.95,51.71,16.98,17.53,16.97,49.74,77.20,34.63,75.03,82.24
91.69,20.48,45.14,78.18,70.44,82.33,0.00,100.01,92.33,87.20,77.12,121.01,100.33,70.75,92.67,110.87,88.67,27.67,94.01,72.11,88.74,67.28,80.14,97.88,102.32,91.81,78.91,4.05,91.69,49.94,111.15,57.35,92.69,99.57,96.21,41.28,46.34,93.84,7.91,4.55
23.93,85.77,54.95,31.32,56.81,24.31,100.01,0.00,7.78,56.93,24.64,22.03,55.34,40.46,48.26,19.71,49.02,73.32,20.27,41.93,65.97,66.87,57.92,6.89,21.38,50.86,21.90,97.49,58.59,52.82,16.95,56.17,33.22,21.83,8.23,72.38,83.94,19.35,92.26,99.06
20.35,77.98,47.24,24.88,50.57,19.89,92.33,7.78,0.00,52.41,18.15,29.11,52.55,35.29,44.64,23.51,44.81,65.57,17.44,37.13,61.43,60.48,54.74,9.38,23.90,47.05,15.04,89.78,54.56,45.70,21.76,48.90,32.36,23.39,9.13,65.75,76.59,16.46,84.56,91.34
33.05,66.91,54.46,30.01,16.81,65.17,87.20,56.93,52.41,0.00,57.67,64.60,13.75,72.81,10.70,49.58,8.14,62.29,36.89,75.72,9.05,22.05,96.08,61.62,76.26,8.00,55.10,83.32,4.62,65.55,52.73,30.95,81.72,75.50,61.54,84.87,47.54,37.72,80.01,83.88
