0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.007,0.012,0.025,0.062,0.082,0.038,0.017,0.01,0.007,0.007,0.008,0.011,0.021,0.051,0.075,0.037,0.016,0.009,0.006,0.005,0.004,0.004,0.004,0.005,0.006,0.009,0.016,0.037,0.082,0.064,0.026,0.013,0.008,0.006,0.006,0.007,0.01,0.02,0.045,0.04,0.017,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.007,0.011,0.024,0.059,0.078,0.036,0.016,0.01,0.008,0.008,0.009,0.014,0.026,0.064,0.095,0.047,0.02,0.01,0.007,0.005,0.004,0.003,0.003,0.003,0.003,0.004,0.006,0.013,0.028,0.022,0.01,0.006,0.005,0.005,0.006,0.009,0.016,0.035,0.082,0.073,0.03,0.014,0.008,0.005,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.007,0.012,0.025,0.061,0.081,0.037,0.017,0.01,0.008,0.008,0.01,0.015,0.029,0.071,0.106,0.052,0.022,0.012,0.007,0.005,0.004,0.004,0.003,0.004,0.004,0.006,0.009,0.02,0.042,0.034,0.014,0.008,0.005,0.005,0.005,0.007,0.011,0.024,0.055,0.05,0.02,0.009,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.005,0.008,0.016,0.04,0.053,0.025,0.011,0.007,0.005,0.005,0.006,0.009,0.016,0.039,0.058,0.029,0.013,0.007,0.005,0.004,0.004,0.004,0.005,0.006,0.009,0.014,0.026,0.06,0.133,0.104,0.042,0.02,0.012,0.008,0.007,0.007,0.01,0.018,0.039,0.035,0.015,0.007,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.006,0.01,0.017,0.036,0.091,0.119,0.055,0.024,0.014,0.011,0.01,0.011,0.016,0.031,0.075,0.111,0.054,0.023,0.012,0.008,0.005,0.004,0.003,0.003,0.003,0.003,0.004,0.006,0.014,0.029,0.023,0.01,0.005,0.004,0.003,0.003,0.004,0.006,0.012,0.027,0.024,0.01,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.005,0.004,0.003,0.003,0.004,0.006,0.009,0.015,0.031,0.079,0.118,0.058,0.024,0.013,0.008,0.006,0.005,0.004,0.004,0.005,0.006,0.009,0.016,0.035,0.077,0.061,0.025,0.013,0.009,0.007,0.008,0.01,0.016,0.035,0.082,0.073,0.03,0.014,0.008,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.007,0.013,0.032,0.071,0.056,0.022,0.01,0.006,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.006,0.01,0.02,0.049,0.086,0.047,0.019,0.01,0.006,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.005,0.008,0.016,0.04,0.044,0.019,0.008,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.005,0.008,0.016,0.038,0.082
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.009,0.017,0.04,0.09,0.07,0.028,0.013,0.007,0.005,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.006,0.01,0.019,0.047,0.081,0.045,0.018,0.01,0.006,0.004,0.004,0.003,0.003,0.003,0.004,0.005,0.008,0.014,0.03,0.074,0.081,0.034,0.015,0.008,0.005,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.005,0.013,0.027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.01,0.019,0.045,0.1,0.078,0.031,0.014,0.008,0.005,0.004,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.006,0.01,0.02,0.049,0.084,0.046,0.019,0.01,0.006,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.006,0.01,0.02,0.05,0.055,0.023,0.01,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.008,0.02,0.042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.005,0.01,0.024,0.054,0.042,0.017,0.008,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.007,0.013,0.032,0.055,0.03,0.012,0.006,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.004,0.007,0.014,0.034,0.038,0.016,0.007,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.006,0.008,0.014,0.026,0.062,0.135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.006,0.01,0.02,0.047,0.105,0.082,0.033,0.015,0.009,0.006,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.006,0.008,0.014,0.029,0.072,0.125,0.068,0.028,0.014,0.008,0.006,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.005,0.01,0.025,0.027,0.012,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.006,0.013,0.028
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.007,0.011,0.021,0.05,0.113,0.088,0.035,0.016,0.009,0.006,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.005,0.007,0.013,0.029,0.073,0.081,0.034,0.015,0.008,0.005,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.008,0.015,0.036,0.078
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.01,0.022,0.054,0.073,0.034,0.015,0.009,0.007,0.007,0.008,0.011,0.021,0.05,0.086,0.047,0.019,0.01,0.006,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.012,0.03,0.05,0.027,0.012,0.007,0.006,0.005,0.007,0.01,0.018,0.043,0.085,0.055,0.022,0.011,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.005,0.007,0.013,0.027,0.068,0.093,0.043,0.019,0.011,0.008,0.007,0.008,0.011,0.02,0.048,0.082,0.045,0.018,0.009,0.006,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.006,0.011,0.022,0.055,0.091,0.048,0.02,0.01,0.007,0.005,0.004,0.005,0.007,0.015,0.029,0.019,0.008,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.005,0.008,0.014,0.03,0.076,0.103,0.048,0.021,0.012,0.009,0.008,0.008,0.012,0.021,0.05,0.085,0.046,0.019,0.01,0.006,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.005,0.008,0.015,0.037,0.062,0.033,0.014,0.008,0.005,0.004,0.005,0.006,0.01,0.022,0.044,0.029,0.012,0.006,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.005,0.008,0.016,0.041,0.056,0.026,0.012,0.007,0.005,0.005,0.005,0.007,0.014,0.033,0.056,0.03,0.013,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.011,0.027,0.044,0.024,0.011,0.007,0.007,0.007,0.01,0.015,0.029,0.069,0.139,0.09,0.036,0.017,0.01,0.006,0.005,0.003,0.003,0.002,0.002,0.001,0.001,0.001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.006,0.009,0.015,0.032,0.079,0.108,0.051,0.023,0.013,0.01,0.01,0.011,0.016,0.03,0.073,0.125,0.068,0.028,0.014,0.009,0.006,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.004,0.008,0.018,0.03,0.016,0.007,0.004,0.003,0.003,0.003,0.004,0.007,0.015,0.03,0.019,0.008,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.006,0.009,0.016,0.033,0.084,0.115,0.053,0.022,0.012,0.007,0.005,0.004,0.003,0.003,0.004,0.005,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.007,0.011,0.022,0.055,0.091,0.048,0.021,0.011,0.008,0.007,0.008,0.01,0.018,0.041,0.081,0.052,0.021,0.01,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001
