0.00,0.14,0.48,0.40,0.44,0.53,0.17,0.01,0.49,0.22,0.19,0.44,0.24,0.47,0.40,0.46,0.00,0.37,0.34,0.05,0.22,0.47,0.16,0.52,0.38,0.40,0.17,0.29,0.23,0.08,0.18,0.16,0.23,0.25,0.15,0.02,0.03,0.03,0.49,0.52
0.14,0.00,0.61,0.26,0.30,0.67,0.30,0.14,0.63,0.35,0.32,0.30,0.38,0.33,0.26,0.33,0.14,0.24,0.47,0.09,0.08,0.33,0.02,0.66,0.51,0.54,0.31,0.15,0.09,0.22,0.04,0.30,0.09,0.11,0.29,0.16,0.11,0.17,0.63,0.66
0.48,0.61,0.00,0.87,0.91,0.06,0.31,0.47,0.01,0.26,0.29,0.91,0.23,0.94,0.88,0.94,0.48,0.85,0.14,0.53,0.69,0.94,0.64,0.05,0.10,0.07,0.31,0.77,0.70,0.40,0.66,0.31,0.71,0.72,0.32,0.45,0.50,0.45,0.01,0.04
0.40,0.26,0.87,0.00,0.04,0.93,0.56,0.40,0.88,0.61,0.58,0.04,0.64,0.07,0.00,0.07,0.39,0.02,0.73,0.34,0.18,0.07,0.24,0.92,0.77,0.80,0.56,0.10,0.17,0.48,0.21,0.56,0.17,0.15,0.55,0.42,0.37,0.43,0.89,0.91
0.44,0.30,0.91,0.04,0.00,0.97,0.60,0.44,0.93,0.65,0.62,0.00,0.68,0.03,0.04,0.03,0.44,0.06,0.77,0.38,0.22,0.03,0.28,0.96,0.81,0.84,0.60,0.15,0.21,0.52,0.25,0.60,0.21,0.19,0.59,0.46,0.41,0.47,0.93,0.96
0.53,0.67,0.06,0.93,0.97,0.00,0.37,0.53,0.04,0.32,0.35,0.97,0.29,1.00,0.93,1.00,0.53,0.91,0.20,0.58,0.75,1.00,0.69,0.01,0.16,0.13,0.36,0.82,0.76,0.45,0.71,0.37,0.76,0.78,0.38,0.51,0.56,0.50,0.04,0.01
0.17,0.30,0.31,0.56,0.60,0.37,0.00,0.16,0.32,0.05,0.02,0.60,0.08,0.63,0.56,0.63,0.17,0.54,0.17,0.22,0.38,0.63,0.32,0.36,0.21,0.24,0.00,0.46,0.39,0.09,0.35,0.00,0.39,0.41,0.01,0.14,0.19,0.14,0.33,0.35
0.01,0.14,0.47,0.40,0.44,0.53,0.16,0.00,0.48,0.21,0.18,0.44,0.24,0.47,0.41,0.47,0.01,0.38,0.33,0.06,0.22,0.47,0.17,0.52,0.37,0.40,0.16,0.30,0.23,0.07,0.19,0.16,0.24,0.25,0.15,0.02,0.03,0.02,0.48,0.51
0.49,0.63,0.01,0.88,0.93,0.04,0.32,0.48,0.00,0.27,0.30,0.93,0.25,0.96,0.89,0.95,0.49,0.86,0.15,0.54,0.71,0.96,0.65,0.03,0.11,0.09,0.32,0.78,0.72,0.41,0.67,0.33,0.72,0.73,0.34,0.47,0.52,0.46,0.00,0.03
0.22,0.35,0.26,0.61,0.65,0.32,0.05,0.21,0.27,0.00,0.03,0.65,0.03,0.68,0.61,0.68,0.22,0.59,0.12,0.27,0.43,0.68,0.37,0.31,0.16,0.19,0.05,0.51,0.44,0.14,0.40,0.05,0.44,0.46,0.06,0.19,0.24,0.19,0.28,0.30
0.19,0.32,0.29,0.58,0.62,0.35,0.02,0.18,0.30,0.03,0.00,0.62,0.06,0.65,0.59,0.65,0.19,0.56,0.15,0.24,0.40,0.65,0.34,0.34,0.19,0.22,0.02,0.48,0.41,0.11,0.37,0.02,0.42,0.43,0.03,0.16,0.21,0.16,0.31,0.33
0.44,0.30,0.91,0.04,0.00,0.97,0.60,0.44,0.93,0.65,0.62,0.00,0.68,0.03,0.04,0.03,0.44,0.06,0.77,0.39,0.22,0.03,0.28,0.96,0.81,0.84,0.61,0.15,0.21,0.52,0.26,0.60,0.21,0.19,0.59,0.46,0.41,0.47,0.93,0.96
0.24,0.38,0.23,0.64,0.68,0.29,0.08,0.24,0.25,0.03,0.06,0.68,0.00,0.71,0.64,0.71,0.24,0.62,0.09,0.29,0.46,0.71,0.40,0.28,0.13,0.16,0.07,0.53,0.47,0.16,0.42,0.08,0.47,0.49,0.09,0.22,0.27,0.21,0.25,0.28
0.47,0.33,0.94,0.07,0.03,1.00,0.63,0.47,0.96,0.68,0.65,0.03,0.71,0.00,0.07,0.00,0.47,0.09,0.80,0.42,0.25,0.00,0.31,0.99,0.84,0.87,0.64,0.18,0.24,0.55,0.29,0.63,0.24,0.22,0.62,0.49,0.44,0.50,0.96,0.99
0.40,0.26,0.88,0.00,0.04,0.93,0.56,0.41,0.89,0.61,0.59,0.04,0.64,0.07,0.00,0.06,0.40,0.03,0.74,0.35,0.18,0.07,0.24,0.92,0.78,0.80,0.57,0.11,0.17,0.48,0.22,0.56,0.17,0.15,0.55,0.42,0.37,0.43,0.89,0.92
0.46,0.33,0.94,0.07,0.03,1.00,0.63,0.47,0.95,0.68,0.65,0.03,0.71,0.00,0.06,0.00,0.46,0.09,0.80,0.41,0.25,0.00,0.30,0.99,0.84,0.87,0.63,0.17,0.24,0.54,0.28,0.63,0.23,0.22,0.62,0.49,0.44,0.49,0.95,0.98
0.00,0.14,0.48,0.39,0.44,0.53,0.17,0.01,0.49,0.22,0.19,0.44,0.24,0.47,0.40,0.46,0.00,0.37,0.34,0.05,0.22,0.47,0.16,0.52,0.38,0.40,0.17,0.29,0.23,0.08,0.18,0.16,0.23,0.24,0.15,0.02,0.03,0.03,0.49,0.52
0.37,0.24,0.85,0.02,0.06,0.91,0.54,0.38,0.86,0.59,0.56,0.06,0.62,0.09,0.03,0.09,0.37,0.00,0.71,0.32,0.16,0.09,0.22,0.90,0.75,0.78,0.54,0.08,0.15,0.45,0.19,0.54,0.14,0.13,0.53,0.40,0.35,0.40,0.86,0.89
0.34,0.47,0.14,0.73,0.77,0.20,0.17,0.33,0.15,0.12,0.15,0.77,0.09,0.80,0.74,0.80,0.34,0.71,0.00,0.39,0.55,0.80,0.50,0.19,0.04,0.07,0.17,0.63,0.56,0.26,0.52,0.17,0.57,0.58,0.18,0.31,0.36,0.31,0.15,0.18
0.05,0.09,0.53,0.34,0.38,0.58,0.22,0.06,0.54,0.27,0.24,0.39,0.29,0.42,0.35,0.41,0.05,0.32,0.39,0.00,0.17,0.42,0.11,0.58,0.43,0.46,0.22,0.24,0.17,0.13,0.13,0.21,0.18,0.19,0.21,0.07,0.03,0.08,0.54,0.57
0.22,0.08,0.69,0.18,0.22,0.75,0.38,0.22,0.71,0.43,0.40,0.22,0.46,0.25,0.18,0.25,0.22,0.16,0.55,0.17,0.00,0.25,0.06,0.74,0.59,0.62,0.39,0.07,0.01,0.30,0.04,0.38,0.01,0.03,0.37,0.24,0.19,0.25,0.71,0.74
0.47,0.33,0.94,0.07,0.03,1.00,0.63,0.47,0.96,0.68,0.65,0.03,0.71,0.00,0.07,0.00,0.47,0.09,0.80,0.42,0.25,0.00,0.31,0.99,0.84,0.87,0.64,0.18,0.24,0.55,0.29,0.63,0.24,0.22,0.62,0.49,0.44,0.50,0.96,0.99
