0.00,1.00,0.58,0.57,0.75,0.75,0.83,0.41,0.01,0.06
1.00,0.00,0.42,0.43,0.25,0.25,0.17,0.59,0.99,0.94
0.58,0.42,0.00,0.01,0.17,0.17,0.25,0.17,0.57,0.52
0.57,0.43,0.01,0.00,0.18,0.18,0.26,0.16,0.57,0.51
0.75,0.25,0.17,0.18,0.00,0.00,0.08,0.34,0.74,0.69
0.75,0.25,0.17,0.18,0.00,0.00,0.08,0.34,0.74,0.69
0.83,0.17,0.25,0.26,0.08,0.08,0.00,0.42,0.82,0.77
0.41,0.59,0.17,0.16,0.34,0.34,0.42,0.00,0.40,0.35
0.01,0.99,0.57,0.57,0.74,0.74,0.82,0.40,0.00,0.05
0.06,0.94,0.52,0.51,0.69,0.69,0.77,0.35,0.05,0.00
