0.00,0.44,0.02,0.07,0.07,0.56,0.06,0.21,0.17,0.34,0.53,0.43,0.05,0.18,0.37,0.42,0.46,0.39,0.13,0.01
0.44,0.00,0.46,0.37,0.51,1.00,0.37,0.65,0.27,0.78,0.97,0.87,0.49,0.26,0.80,0.02,0.90,0.05,0.31,0.43
0.02,0.46,0.00,0.08,0.05,0.54,0.08,0.19,0.19,0.33,0.51,0.41,0.03,0.19,0.35,0.44,0.44,0.40,0.15,0.03
0.07,0.37,0.08,0.00,0.14,0.63,0.00,0.28,0.11,0.41,0.60,0.49,0.12,0.11,0.43,0.36,0.52,0.32,0.07,0.06
0.07,0.51,0.05,0.14,0.00,0.49,0.13,0.14,0.24,0.27,0.46,0.36,0.02,0.25,0.30,0.49,0.39,0.46,0.20,0.08
0.56,1.00,0.54,0.63,0.49,0.00,0.63,0.35,0.73,0.22,0.03,0.13,0.51,0.74,0.20,0.98,0.10,0.95,0.69,0.57
0.06,0.37,0.08,0.00,0.13,0.63,0.00,0.28,0.11,0.41,0.60,0.49,0.11,0.11,0.43,0.36,0.52,0.32,0.07,0.05
0.21,0.65,0.19,0.28,0.14,0.35,0.28,0.00,0.38,0.13,0.32,0.21,0.16,0.39,0.15,0.64,0.24,0.60,0.34,0.22
0.17,0.27,0.19,0.11,0.24,0.73,0.11,0.38,0.00,0.51,0.70,0.60,0.22,0.00,0.54,0.25,0.63,0.22,0.04,0.16
0.34,0.78,0.33,0.41,0.27,0.22,0.41,0.13,0.51,0.00,0.19,0.08,0.29,0.52,0.02,0.77,0.11,0.73,0.48,0.35
0.53,0.97,0.51,0.60,0.46,0.03,0.60,0.32,0.70,0.19,0.00,0.11,0.48,0.71,0.17,0.96,0.08,0.92,0.66,0.54
0.43,0.87,0.41,0.49,0.36,0.13,0.49,0.21,0.60,0.08,0.11,0.00,0.38,0.60,0.06,0.85,0.03,0.81,0.56,0.44
0.05,0.49,0.03,0.12,0.02,0.51,0.11,0.16,0.22,0.29,0.48,0.38,0.00,0.23,0.32,0.47,0.41,0.44,0.18,0.06
0.18,0.26,0.19,0.11,0.25,0.74,0.11,0.39,0.00,0.52,0.71,0.60,0.23,0.00,0.54,0.25,0.63,0.21,0.04,0.17
0.37,0.80,0.35,0.43,0.30,0.20,0.43,0.15,0.54,0.02,0.17,0.06,0.32,0.54,0.00,0.79,0.09,0.75,0.50,0.38
0.42,0.02,0.44,0.36,0.49,0.98,0.36,0.64,0.25,0.77,0.96,0.85,0.47,0.25,0.79,0.00,0.88,0.04,0.29,0.41
0.46,0.90,0.44,0.52,0.39,0.10,0.52,0.24,0.63,0.11,0.08,0.03,0.41,0.63,0.09,0.88,0.00,0.84,0.59,0.47
0.39,0.05,0.40,0.32,0.46,0.95,0.32,0.60,0.22,0.73,0.92,0.81,0.44,0.21,0.75,0.04,0.84,0.00,0.26,0.38
0.13,0.31,0.15,0.07,0.20,0.69,0.07,0.34,0.04,0.48,0.66,0.56,0.18,0.04,0.50,0.29,0.59,0.26,0.00,0.12
0.01,0.43,0.03,0.06,0.08,0.57,0.05,0.22,0.16,0.35,0.54,0.44,0.06,0.17,0.38,0.41,0.47,0.38,0.12,0.00
