0.00,0.18,0.04,0.88,1.00,0.00,0.10,0.49,0.32,0.61
0.18,0.00,0.14,0.69,0.82,0.18,0.09,0.31,0.14,0.42
0.04,0.14,0.00,0.83,0.96,0.04,0.05,0.45,0.28,0.56
0.88,0.69,0.83,0.00,0.12,0.87,0.78,0.39,0.56,0.27
1.00,0.82,0.96,0.12,0.00,1.00,0.90,0.51,0.68,0.39
0.00,0.18,0.04,0.87,1.00,0.00,0.09,0.49,0.32,0.60
0.10,0.09,0.05,0.78,0.90,0.09,0.00,0.39,0.22,0.51
0.49,0.31,0.45,0.39,0.51,0.49,0.39,0.00,0.17,0.12
0.32,0.14,0.28,0.56,0.68,0.32,0.22,0.17,0.00,0.29
0.61,0.42,0.56,0.27,0.39,0.60,0.51,0.12,0.29,0.00
