0.00,0.18,0.69,0.45,0.59,0.82,0.54,0.14,0.19,0.17,0.09,0.15,0.02,0.73,0.21,0.42,0.80,0.35,0.20,0.18,0.22,0.06,0.66,0.12,0.54,0.09,0.00,0.80,0.22,0.23
0.18,0.00,0.51,0.27,0.41,0.64,0.36,0.31,0.01,0.35,0.27,0.33,0.15,0.55,0.03,0.24,0.62,0.17,0.02,0.36,0.04,0.24,0.48,0.06,0.36,0.09,0.18,0.62,0.04,0.05
0.69,0.51,0.00,0.24,0.10,0.13,0.14,0.82,0.50,0.86,0.77,0.83,0.66,0.05,0.48,0.27,0.11,0.34,0.49,0.87,0.47,0.75,0.03,0.57,0.15,0.59,0.69,0.11,0.46,0.45
0.45,0.27,0.24,0.00,0.14,0.37,0.09,0.58,0.26,0.62,0.54,0.60,0.42,0.28,0.24,0.03,0.35,0.10,0.25,0.63,0.23,0.51,0.21,0.33,0.09,0.36,0.45,0.35,0.23,0.22
0.59,0.41,0.10,0.14,0.00,0.23,0.05,0.72,0.40,0.76,0.68,0.74,0.56,0.14,0.38,0.17,0.21,0.24,0.39,0.77,0.37,0.65,0.07,0.47,0.05,0.49,0.59,0.21,0.37,0.36
0.82,0.64,0.13,0.37,0.23,0.00,0.28,0.95,0.63,0.99,0.91,0.97,0.79,0.09,0.61,0.40,0.02,0.47,0.62,1.00,0.60,0.88,0.16,0.70,0.28,0.73,0.82,0.02,0.60,0.59
0.54,0.36,0.14,0.09,0.05,0.28,0.00,0.68,0.35,0.72,0.63,0.69,0.52,0.19,0.34,0.12,0.26,0.20,0.34,0.72,0.33,0.60,0.12,0.42,0.00,0.45,0.55,0.26,0.32,0.31
0.14,0.31,0.82,0.58,0.72,0.95,0.68,0.00,0.33,0.04,0.05,0.01,0.16,0.87,0.34,0.55,0.93,0.48,0.33,0.05,0.35,0.07,0.79,0.25,0.67,0.23,0.13,0.93,0.36,0.37
0.19,0.01,0.50,0.26,0.40,0.63,0.35,0.33,0.00,0.36,0.28,0.34,0.17,0.54,0.01,0.23,0.61,0.16,0.01,0.37,0.03,0.25,0.47,0.07,0.35,0.10,0.19,0.61,0.03,0.04
0.17,0.35,0.86,0.62,0.76,0.99,0.72,0.04,0.36,0.00,0.09,0.03,0.20,0.91,0.38,0.59,0.97,0.52,0.37,0.01,0.39,0.11,0.83,0.29,0.71,0.27,0.17,0.97,0.40,0.41
0.09,0.27,0.77,0.54,0.68,0.91,0.63,0.05,0.28,0.09,0.00,0.06,0.11,0.82,0.29,0.51,0.89,0.43,0.29,0.09,0.30,0.03,0.75,0.21,0.63,0.18,0.08,0.89,0.31,0.32
0.15,0.33,0.83,0.60,0.74,0.97,0.69,0.01,0.34,0.03,0.06,0.00,0.17,0.88,0.35,0.57,0.95,0.49,0.35,0.03,0.36,0.09,0.81,0.27,0.69,0.24,0.14,0.95,0.37,0.38
0.02,0.15,0.66,0.42,0.56,0.79,0.52,0.16,0.17,0.20,0.11,0.17,0.00,0.71,0.18,0.39,0.77,0.32,0.18,0.21,0.19,0.09,0.63,0.09,0.52,0.07,0.03,0.78,0.20,0.21
0.73,0.55,0.05,0.28,0.14,0.09,0.19,0.87,0.54,0.91,0.82,0.88,0.71,0.00,0.53,0.31,0.07,0.38,0.53,0.91,0.51,0.79,0.07,0.61,0.19,0.64,0.74,0.07,0.51,0.50
0.21,0.03,0.48,0.24,0.38,0.61,0.34,0.34,0.01,0.38,0.29,0.35,0.18,0.53,0.00,0.21,0.59,0.14,0.01,0.39,0.01,0.27,0.45,0.09,0.33,0.11,0.21,0.59,0.02,0.03
0.42,0.24,0.27,0.03,0.17,0.40,0.12,0.55,0.23,0.59,0.51,0.57,0.39,0.31,0.21,0.00,0.38,0.07,0.22,0.60,0.20,0.48,0.24,0.30,0.12,0.33,0.42,0.38,0.20,0.19
0.80,0.62,0.11,0.35,0.21,0.02,0.26,0.93,0.61,0.97,0.89,0.95,0.77,0.07,0.59,0.38,0.00,0.45,0.60,0.98,0.58,0.86,0.14,0.68,0.26,0.71,0.80,0.00,0.58,0.57
0.35,0.17,0.34,0.10,0.24,0.47,0.20,0.48,0.16,0.52,0.43,0.49,0.32,0.38,0.14,0.07,0.45,0.00,0.15,0.53,0.13,0.41,0.31,0.23,0.19,0.25,0.35,0.45,0.13,0.12
0.20,0.02,0.49,0.25,0.39,0.62,0.34,0.33,0.01,0.37,0.29,0.35,0.18,0.53,0.01,0.22,0.60,0.15,0.00,0.38,0.02,0.26,0.46,0.08,0.34,0.11,0.20,0.60,0.02,0.03
0.18,0.36,0.87,0.63,0.77,1.00,0.72,0.05,0.37,0.01,0.09,0.03,0.21,0.91,0.39,0.60,0.98,0.53,0.38,0.00,0.40,0.12,0.84,0.30,0.72,0.27,0.18,0.98,0.40,0.41
0.22,0.04,0.47,0.23,0.37,0.60,0.33,0.35,0.03,0.39,0.30,0.36,0.19,0.51,0.01,0.20,0.58,0.13,0.02,0.40,0.00,0.28,0.44,0.10,0.32,0.12,0.22,0.58,0.00,0.01
0.06,0.24,0.75,0.51,0.65,0.88,0.60,0.07,0.25,0.11,0.03,0.09,0.09,0.79,0.27,0.48,0.86,0.41,0.26,0.12,0.28,0.00,0.72,0.18,0.60,0.16,0.06,0.86,0.28,0.29
0.66,0.48,0.03,0.21,0.07,0.16,0.12,0.79,0.47,0.83,0.75,0.81,0.63,0.07,0.45,0.24,0.14,0.31,0.46,0.84,0.44,0.72,0.00,0.54,0.12,0.57,0.66,0.14,0.44,0.43
0.12,0.06,0.57,0.33,0.47,0.70,0.42,0.25,0.07,0.29,0.21,0.27,0.09,0.61,0.09,0.30,0.68,0.23,0.08,0.30,0.10,0.18,0.54,0.00,0.42,0.02,0.12,0.68,0.10,0.11
0.54,0.36,0.15,0.09,0.05,0.28,0.00,0.67,0.35,0.71,0.63,0.69,0.52,0.19,0.33,0.12,0.26,0.19,0.34,0.72,0.32,0.60,0.12,0.42,0.00,0.45,0.54,0.26,0.32,0.31
0.09,0.09,0.59,0.36,0.49,0.73,0.45,0.23,0.10,0.27,0.18,0.24,0.07,0.64,0.11,0.33,0.71,0.25,0.11,0.27,0.12,0.16,0.57,0.02,0.45,0.00,0.10,0.71,0.13,0.14
0.00,0.18,0.69,0.45,0.59,0.82,0.55,0.13,0.19,0.17,0.08,0.14,0.03,0.74,0.21,0.42,0.80,0.35,0.20,0.18,0.22,0.06,0.66,0.12,0.54,0.10,0.00,0.80,0.22,0.23
0.80,0.62,0.11,0.35,0.21,0.02,0.26,0.93,0.61,0.97,0.89,0.95,0.78,0.07,0.59,0.38,0.00,0.45,0.60,0.98,0.58,0.86,0.14,0.68,0.26,0.71,0.80,0.00,0.58,0.57
0.22,0.04,0.46,0.23,0.37,0.60,0.32,0.36,0.03,0.40,0.31,0.37,0.20,0.51,0.02,0.20,0.58,0.13,0.02,0.40,0.00,0.28,0.44,0.10,0.32,0.13,0.22,0.58,0.00,0.01
0.23,0.05,0.45,0.22,0.36,0.59,0.31,0.37,0.04,0.41,0.32,0.38,0.21,0.50,0.03,0.19,0.57,0.12,0.03,0.41,0.01,0.29,0.43,0.11,0.31,0.14,0.23,0.57,0.01,0.00
