0.00,0.28,0.68,0.32,0.58,0.04,0.63,0.13,0.07,0.18
0.28,0.00,0.40,0.60,0.30,0.32,0.36,0.41,0.21,0.09
0.68,0.40,0.00,1.00,0.10,0.72,0.05,0.81,0.61,0.50
0.32,0.60,1.00,0.00,0.90,0.28,0.95,0.19,0.39,0.50
0.58,0.30,0.10,0.90,0.00,0.62,0.05,0.71,0.51,0.39
0.04,0.32,0.72,0.28,0.62,0.00,0.67,0.09,0.11,0.22
0.63,0.36,0.05,0.95,0.05,0.67,0.00,0.76,0.57,0.45
0.13,0.41,0.81,0.19,0.71,0.09,0.76,0.00,0.20,0.31
0.07,0.21,0.61,0.39,0.51,0.11,0.57,0.20,0.00,0.12
0.18,0.09,0.50,0.50,0.39,0.22,0.45,0.31,0.12,0.00
