0.00,0.19,0.00,0.68,0.01,0.38,0.56,0.55,0.08,0.49,0.76,0.65,0.86,0.60,0.69,0.13,0.08,0.07,0.58,0.28,0.85,0.80,0.16,0.06,0.19,0.32,0.82,0.18,0.86,0.17,0.01,0.74,0.50,0.83,0.18,0.38,0.26,0.03,0.10,0.82,0.11,0.27,0.31,0.06,0.26,0.38,0.44,0.41,0.09,0.44,0.69,0.75,0.32,0.40,0.01,0.69,0.75,0.01,0.23,0.17,0.73,0.36,0.21,0.88,0.47,0.85,0.58,0.49,0.76,0.21,0.56,0.75,0.22,0.83,0.62,0.31,0.68,0.27,0.46,0.65,0.69,0.73,0.06,0.65,0.35,0.49,0.32,0.00,0.39,0.87,0.72,0.89,0.15,0.15,0.08,0.40,0.14,0.49,0.46,0.78
0.19,0.00,0.19,0.48,0.19,0.19,0.37,0.36,0.11,0.30,0.57,0.46,0.67,0.41,0.49,0.06,0.12,0.26,0.39,0.08,0.66,0.61,0.03,0.25,0.00,0.12,0.63,0.01,0.67,0.02,0.20,0.55,0.31,0.64,0.02,0.19,0.07,0.16,0.09,0.63,0.30,0.08,0.12,0.13,0.07,0.19,0.24,0.22,0.29,0.25,0.50,0.55,0.12,0.21,0.19,0.50,0.56,0.18,0.04,0.02,0.54,0.17,0.02,0.69,0.28,0.65,0.39,0.30,0.57,0.01,0.37,0.56,0.02,0.64,0.43,0.12,0.48,0.08,0.27,0.46,0.49,0.53,0.25,0.46,0.16,0.30,0.13,0.19,0.20,0.68,0.53,0.70,0.04,0.04,0.11,0.21,0.05,0.30,0.27,0.58
0.00,0.19,0.00,0.67,0.00,0.38,0.55,0.55,0.08,0.48,0.75,0.65,0.86,0.60,0.68,0.13,0.07,0.07,0.58,0.27,0.85,0.80,0.16,0.06,0.19,0.31,0.82,0.18,0.85,0.17,0.01,0.74,0.50,0.83,0.17,0.37,0.25,0.03,0.10,0.82,0.11,0.27,0.31,0.06,0.26,0.37,0.43,0.40,0.10,0.44,0.69,0.74,0.31,0.39,0.00,0.69,0.75,0.01,0.23,0.17,0.73,0.36,0.21,0.88,0.47,0.84,0.58,0.49,0.76,0.20,0.56,0.75,0.21,0.83,0.61,0.31,0.67,0.27,0.46,0.65,0.68,0.72,0.06,0.65,0.35,0.49,0.32,0.00,0.39,0.86,0.72,0.89,0.15,0.15,0.07,0.40,0.13,0.49,0.45,0.77
0.68,0.48,0.67,0.00,0.67,0.29,0.12,0.13,0.59,0.19,0.08,0.02,0.19,0.08,0.01,0.54,0.60,0.74,0.10,0.40,0.17,0.13,0.51,0.73,0.48,0.36,0.14,0.49,0.18,0.51,0.68,0.06,0.17,0.16,0.50,0.30,0.42,0.65,0.57,0.15,0.79,0.41,0.37,0.61,0.42,0.30,0.24,0.27,0.77,0.23,0.01,0.07,0.36,0.28,0.67,0.02,0.07,0.67,0.44,0.51,0.05,0.31,0.47,0.21,0.21,0.17,0.10,0.18,0.09,0.47,0.11,0.08,0.46,0.16,0.06,0.37,0.00,0.41,0.22,0.03,0.01,0.05,0.73,0.03,0.33,0.19,0.36,0.68,0.28,0.19,0.05,0.21,0.53,0.52,0.60,0.28,0.54,0.19,0.22,0.10
0.01,0.19,0.00,0.67,0.00,0.38,0.55,0.54,0.08,0.48,0.75,0.65,0.86,0.60,0.68,0.13,0.07,0.07,0.58,0.27,0.85,0.80,0.16,0.06,0.19,0.31,0.81,0.18,0.85,0.16,0.01,0.73,0.50,0.83,0.17,0.37,0.25,0.02,0.10,0.82,0.11,0.27,0.30,0.06,0.26,0.37,0.43,0.40,0.10,0.44,0.68,0.74,0.31,0.39,0.00,0.69,0.74,0.00,0.23,0.17,0.73,0.36,0.20,0.88,0.47,0.84,0.58,0.49,0.76,0.20,0.56,0.75,0.21,0.83,0.61,0.30,0.67,0.27,0.45,0.65,0.68,0.72,0.06,0.64,0.35,0.48,0.32,0.01,0.39,0.86,0.72,0.89,0.15,0.15,0.07,0.40,0.13,0.49,0.45,0.77
0.38,0.19,0.38,0.29,0.38,0.00,0.18,0.17,0.30,0.11,0.38,0.27,0.48,0.22,0.30,0.25,0.31,0.45,0.20,0.11,0.47,0.42,0.22,0.44,0.19,0.07,0.44,0.20,0.48,0.21,0.39,0.36,0.12,0.45,0.21,0.00,0.12,0.35,0.28,0.44,0.49,0.11,0.07,0.32,0.12,0.00,0.05,0.03,0.48,0.06,0.31,0.36,0.07,0.02,0.38,0.31,0.37,0.37,0.15,0.21,0.35,0.02,0.17,0.50,0.09,0.46,0.20,0.11,0.38,0.18,0.18,0.37,0.17,0.45,0.23,0.07,0.29,0.11,0.08,0.27,0.30,0.34,0.44,0.27,0.03,0.11,0.06,0.38,0.01,0.49,0.34,0.51,0.23,0.23,0.30,0.02,0.24,0.11,0.08,0.39
0.56,0.37,0.55,0.12,0.55,0.18,0.00,0.01,0.47,0.07,0.20,0.09,0.31,0.04,0.13,0.43,0.48,0.63,0.02,0.28,0.29,0.25,0.40,0.62,0.37,0.24,0.26,0.37,0.30,0.39,0.56,0.18,0.06,0.27,0.38,0.18,0.30,0.53,0.46,0.26,0.67,0.29,0.25,0.49,0.30,0.18,0.12,0.15,0.65,0.11,0.13,0.19,0.24,0.16,0.55,0.13,0.19,0.55,0.33,0.39,0.17,0.19,0.35,0.32,0.09,0.29,0.02,0.07,0.21,0.35,0.00,0.20,0.34,0.27,0.06,0.25,0.12,0.29,0.10,0.09,0.13,0.17,0.62,0.09,0.21,0.07,0.24,0.56,0.17,0.31,0.16,0.33,0.41,0.40,0.48,0.16,0.42,0.07,0.10,0.22
0.55,0.36,0.55,0.13,0.54,0.17,0.01,0.00,0.47,0.06,0.21,0.10,0.32,0.05,0.14,0.42,0.47,0.62,0.03,0.27,0.30,0.25,0.39,0.61,0.36,0.23,0.27,0.36,0.31,0.38,0.55,0.19,0.05,0.28,0.37,0.17,0.29,0.52,0.45,0.27,0.66,0.28,0.24,0.48,0.29,0.17,0.11,0.14,0.64,0.10,0.14,0.20,0.23,0.15,0.54,0.14,0.20,0.54,0.32,0.38,0.18,0.19,0.34,0.33,0.08,0.30,0.03,0.06,0.21,0.34,0.01,0.21,0.33,0.28,0.07,0.24,0.13,0.28,0.09,0.10,0.14,0.18,0.61,0.10,0.20,0.06,0.23,0.55,0.16,0.32,0.17,0.34,0.40,0.40,0.47,0.15,0.41,0.06,0.09,0.23
0.08,0.11,0.08,0.59,0.08,0.30,0.47,0.47,0.00,0.40,0.67,0.57,0.78,0.52,0.60,0.05,0.01,0.15,0.50,0.19,0.77,0.72,0.08,0.14,0.11,0.23,0.74,0.10,0.77,0.09,0.09,0.66,0.42,0.75,0.09,0.30,0.18,0.05,0.02,0.74,0.19,0.19,0.23,0.02,0.18,0.29,0.35,0.32,0.18,0.36,0.61,0.66,0.23,0.31,0.08,0.61,0.67,0.07,0.15,0.09,0.65,0.28,0.13,0.80,0.39,0.76,0.50,0.41,0.68,0.12,0.48,0.67,0.13,0.75,0.53,0.23,0.59,0.19,0.38,0.57,0.60,0.64,0.14,0.57,0.27,0.41,0.24,0.08,0.31,0.79,0.64,0.81,0.07,0.07,0.00,0.32,0.05,0.41,0.37,0.69
0.49,0.30,0.48,0.19,0.48,0.11,0.07,0.06,0.40,0.00,0.27,0.16,0.38,0.11,0.20,0.36,0.41,0.55,0.09,0.21,0.36,0.32,0.33,0.55,0.29,0.17,0.33,0.30,0.37,0.32,0.49,0.25,0.02,0.34,0.31,0.11,0.23,0.46,0.39,0.33,0.60,0.22,0.18,0.42,0.23,0.11,0.05,0.08,0.58,0.04,0.20,0.26,0.17,0.09,0.48,0.20,0.26,0.48,0.26,0.32,0.24,0.12,0.28,0.39,0.02,0.36,0.09,0.01,0.28,0.28,0.07,0.27,0.27,0.35,0.13,0.18,0.19,0.22,0.03,0.16,0.20,0.24,0.54,0.16,0.14,0.00,0.17,0.49,0.10,0.38,0.23,0.40,0.34,0.33,0.41,0.09,0.35,0.00,0.03,0.29
