0.00,0.09,0.59,0.29,0.41,0.41,0.42,0.43,0.31,0.69
0.09,0.00,0.69,0.19,0.51,0.51,0.51,0.52,0.22,0.78
0.59,0.69,0.00,0.88,0.18,0.18,0.18,0.17,0.91,0.09
0.29,0.19,0.88,0.00,0.70,0.70,0.70,0.71,0.03,0.97
0.41,0.51,0.18,0.70,0.00,0.00,0.01,0.02,0.73,0.27
0.41,0.51,0.18,0.70,0.00,0.00,0.00,0.01,0.73,0.27
0.42,0.51,0.18,0.70,0.01,0.00,0.00,0.01,0.73,0.27
0.43,0.52,0.17,0.71,0.02,0.01,0.01,0.00,0.74,0.26
0.31,0.22,0.91,0.03,0.73,0.73,0.73,0.74,0.00,1.00
0.69,0.78,0.09,0.97,0.27,0.27,0.27,0.26,1.00,0.00
