0.00,23.72,1.14,34.58,33.27,48.77,36.32,9.65,8.92,55.39,46.57,5.04,26.59,37.37,36.16,26.49,3.25,49.69,33.59,37.08,18.82,17.11,2.16,54.26,17.68,1.36,50.16,32.80,46.66,32.66,8.89,1.60,3.04,40.20,47.56,60.76,37.20,18.27,24.57,40.28
23.72,0.00,24.85,58.30,9.55,72.49,60.03,33.36,14.80,79.11,70.29,18.68,50.30,61.09,12.44,2.78,26.96,73.40,9.87,60.79,42.54,40.83,21.56,77.98,6.04,22.36,73.88,56.52,70.38,56.38,14.82,22.12,20.67,63.92,71.28,84.47,60.91,41.99,48.29,64.00
1.14,24.85,0.00,33.45,34.40,47.64,35.18,8.51,10.06,54.26,45.44,6.17,25.45,36.24,37.29,27.63,2.11,48.55,34.72,35.94,17.69,15.98,3.30,53.13,18.81,2.49,49.03,31.67,45.52,31.52,10.03,2.74,4.18,39.07,46.43,59.62,36.06,17.14,23.43,39.14
34.58,58.30,33.45,0.00,67.85,14.19,1.73,24.94,43.50,20.81,11.99,39.62,8.00,2.79,70.74,61.08,31.34,15.10,68.17,2.49,15.76,17.47,36.74,19.68,52.26,35.94,15.58,1.78,12.08,1.92,43.48,36.18,37.63,5.62,12.98,26.17,2.61,16.31,10.02,5.70
33.27,9.55,34.40,67.85,0.00,82.04,69.58,42.91,24.35,88.66,79.84,28.23,59.85,70.64,2.89,6.77,36.51,82.95,0.32,70.34,52.09,50.38,31.11,87.53,15.59,31.91,83.43,66.07,79.93,65.93,24.37,31.67,30.22,73.47,80.83,94.02,70.46,51.54,57.84,73.55
48.77,72.49,47.64,14.19,82.04,0.00,12.46,39.13,57.69,6.62,2.20,53.81,22.19,11.40,84.93,75.27,45.52,0.91,82.36,11.70,29.95,31.66,50.93,5.49,66.45,50.13,1.39,15.97,2.11,16.11,57.67,50.37,51.82,8.57,1.21,11.99,11.58,30.50,24.20,8.49
36.32,60.03,35.18,1.73,69.58,12.46,0.00,26.67,45.24,19.08,10.25,41.35,9.73,1.06,72.48,62.81,33.07,13.37,69.91,0.76,17.49,19.20,38.48,17.94,53.99,37.68,13.85,3.52,10.34,3.66,45.21,37.92,39.36,3.89,11.24,24.44,0.88,18.04,11.75,3.96
9.65,33.36,8.51,24.94,42.91,39.13,26.67,0.00,18.57,45.75,36.92,14.68,16.94,27.73,45.81,36.14,6.40,40.04,43.24,27.43,9.18,7.47,11.81,44.61,27.32,11.01,40.52,23.15,37.01,23.01,18.54,11.25,12.69,30.56,37.91,51.11,27.55,8.63,14.92,30.63
8.92,14.80,10.06,43.50,24.35,57.69,45.24,18.57,0.00,64.31,55.49,3.88,35.51,46.29,27.24,17.57,12.17,58.61,24.67,46.00,27.74,26.04,6.76,63.18,8.76,7.56,59.08,41.72,55.58,41.58,0.03,7.32,5.88,49.12,56.48,69.68,46.12,27.19,33.49,49.20
55.39,79.11,54.26,20.81,88.66,6.62,19.08,45.75,64.31,0.00,8.82,60.43,28.81,18.02,91.55,81.89,52.14,5.71,88.98,18.31,36.57,38.28,57.55,1.13,73.07,56.75,5.23,22.59,8.73,22.73,64.29,56.99,58.44,15.19,7.83,5.37,18.20,37.12,30.82,15.11
