0.00,34.67,61.69,2.10,76.71,63.10,10.35,27.07,20.66,28.30,5.91,46.65,52.12,41.25,20.05,25.57,51.62,80.33,9.94,83.11
34.67,0.00,27.01,32.57,42.03,28.43,24.33,7.60,14.02,6.37,40.59,11.98,17.44,6.58,14.62,9.11,16.95,45.65,44.62,48.44
61.69,27.01,0.00,59.58,15.02,1.41,51.34,34.62,41.03,33.39,67.60,15.03,9.57,20.44,41.64,36.12,10.07,18.64,71.63,21.42
2.10,32.57,59.58,0.00,74.60,61.00,8.24,24.97,18.55,26.20,8.02,44.55,50.02,39.15,17.95,23.46,49.52,78.23,12.05,81.01
76.71,42.03,15.02,74.60,0.00,13.60,66.36,49.63,56.05,48.40,82.62,30.05,24.59,35.46,56.65,51.14,25.09,3.62,86.65,6.40
63.10,28.43,1.41,61.00,13.60,0.00,52.75,36.03,42.45,34.80,69.01,16.45,10.98,21.85,43.05,37.54,11.48,17.23,73.05,20.01
10.35,24.33,51.34,8.24,66.36,52.75,0.00,16.72,10.31,17.95,16.26,36.31,41.77,30.90,9.70,15.22,41.27,69.98,20.29,72.76
27.07,7.60,34.62,24.97,49.63,36.03,16.72,0.00,6.42,1.23,32.98,19.58,25.05,14.18,7.02,1.50,24.55,53.26,37.02,56.04
20.66,14.02,41.03,18.55,56.05,42.45,10.31,6.42,0.00,7.65,26.57,26.00,31.46,20.59,0.60,4.91,30.96,59.67,30.60,62.45
28.30,6.37,33.39,26.20,48.40,34.80,17.95,1.23,7.65,0.00,34.21,18.35,23.82,12.95,8.25,2.74,23.32,52.03,38.25,54.81
5.91,40.59,67.60,8.02,82.62,69.01,16.26,32.98,26.57,34.21,0.00,52.57,58.03,47.16,25.96,31.48,57.53,86.24,4.03,89.02
46.65,11.98,15.03,44.55,30.05,16.45,36.31,19.58,26.00,18.35,52.57,0.00,5.46,5.41,26.60,21.09,4.96,33.67,56.60,36.46
52.12,17.44,9.57,50.02,24.59,10.98,41.77,25.05,31.46,23.82,58.03,5.46,0.00,10.87,32.07,26.55,0.50,28.21,62.06,30.99
41.25,6.58,20.44,39.15,35.46,21.85,30.90,14.18,20.59,12.95,47.16,5.41,10.87,0.00,21.20,15.68,10.37,39.08,51.19,41.86
20.05,14.62,41.64,17.95,56.65,43.05,9.70,7.02,0.60,8.25,25.96,26.60,32.07,21.20,0.00,5.51,31.57,60.28,30.00,63.06
25.57,9.11,36.12,23.46,51.14,37.54,15.22,1.50,4.91,2.74,31.48,21.09,26.55,15.68,5.51,0.00,26.05,54.76,35.51,57.54
51.62,16.95,10.07,49.52,25.09,11.48,41.27,24.55,30.96,23.32,57.53,4.96,0.50,10.37,31.57,26.05,0.00,28.71,61.56,31.49
80.33,45.65,18.64,78.23,3.62,17.23,69.98,53.26,59.67,52.03,86.24,33.67,28.21,39.08,60.28,54.76,28.71,0.00,90.27,2.78
9.94,44.62,71.63,12.05,86.65,73.05,20.29,37.02,30.60,38.25,4.03,56.60,62.06,51.19,30.00,35.51,61.56,90.27,0.00,93.06
83.11,48.44,21.42,81.01,6.40,20.01,72.76,56.04,62.45,54.81,89.02,36.46,30.99,41.86,63.06,57.54,31.49,2.78,93.06,0.00
