0.00,49.03,51.76,38.82,8.63,35.85,10.31,33.38,1.69,1.40,50.35,31.82,38.55,45.34,3.60,8.17,26.35,37.65,33.23,8.34,3.18,26.08,6.38,42.90,1.26,32.60,2.44,43.93,23.46,31.14
49.03,0.00,2.74,10.21,40.40,84.88,38.71,82.40,50.72,50.43,1.32,80.84,87.58,94.36,52.63,57.20,75.38,86.68,82.26,57.37,52.21,75.10,42.65,6.12,50.29,16.43,51.47,5.10,72.48,17.89
51.76,2.74,0.00,12.95,43.13,87.62,41.45,85.14,53.46,53.16,1.41,83.58,90.32,97.10,55.37,59.94,78.12,89.42,85.00,60.11,54.94,77.84,45.39,8.86,53.02,19.16,54.20,7.84,75.22,20.63
38.82,10.21,12.95,0.00,30.18,74.67,28.50,72.19,40.51,40.22,11.54,70.63,77.37,84.15,42.42,46.99,65.17,76.47,72.05,47.16,42.00,64.89,32.44,4.09,40.08,6.22,41.26,5.11,62.27,7.68
8.63,40.40,43.13,30.18,0.00,44.48,1.68,42.01,10.32,10.03,41.72,40.45,47.19,53.97,12.23,16.81,34.98,46.28,41.86,16.98,11.81,34.71,2.25,34.27,9.89,23.97,11.07,35.29,32.09,22.51
35.85,84.88,87.62,74.67,44.48,0.00,46.16,2.47,34.16,34.45,86.20,4.03,2.70,9.49,32.25,27.68,9.50,1.80,2.62,27.51,32.67,9.77,42.23,78.76,34.59,68.45,33.41,79.78,12.40,66.99
10.31,38.71,41.45,28.50,1.68,46.16,0.00,43.69,12.00,11.71,40.04,42.13,48.87,55.65,13.91,18.49,36.66,47.96,43.54,18.66,13.49,36.39,3.93,32.59,11.57,22.29,12.75,33.61,33.77,20.83
33.38,82.40,85.14,72.19,42.01,2.47,43.69,0.00,31.69,31.98,83.73,1.56,5.18,11.96,29.78,25.20,7.03,4.27,0.15,25.03,30.20,7.30,39.76,76.28,32.12,65.98,30.94,77.30,9.92,64.52
1.69,50.72,53.46,40.51,10.32,34.16,12.00,31.69,0.00,0.29,52.04,30.13,36.86,43.65,1.91,6.48,24.66,35.96,31.54,6.65,1.49,24.39,8.07,44.59,0.43,34.29,0.75,45.62,21.76,32.83
1.40,50.43,53.16,40.22,10.03,34.45,11.71,31.98,0.29,0.00,51.75,30.42,37.16,43.94,2.20,6.78,24.95,36.25,31.83,6.94,1.78,24.68,7.78,44.30,0.14,34.00,1.04,45.32,22.06,32.54
50.35,1.32,1.41,11.54,41.72,86.20,40.04,83.73,52.04,51.75,0.00,82.17,88.91,95.69,53.95,58.53,76.70,88.00,83.58,58.70,53.53,76.43,43.97,7.45,51.61,17.75,52.79,6.43,73.81,19.21
31.82,80.84,83.58,70.63,40.45,4.03,42.13,1.56,30.13,30.42,82.17,0.00,6.74,13.52,28.21,23.64,5.47,5.84,1.42,23.47,28.64,5.74,38.19,74.72,30.56,64.42,29.38,75.74,8.36,62.95
38.55,87.58,90.32,77.37,47.19,2.70,48.87,5.18,36.86,37.16,88.91,6.74,0.00,6.78,34.95,30.38,12.20,0.90,5.32,30.21,35.38,12.48,44.93,81.46,37.29,71.16,36.12,82.48,15.10,69.69
45.34,94.36,97.10,84.15,53.97,9.49,55.65,11.96,43.65,43.94,95.69,13.52,6.78,0.00,41.74,37.16,18.99,7.69,12.10,36.99,42.16,19.26,51.72,88.24,44.08,77.94,42.90,89.26,21.88,76.48
3.60,52.63,55.37,42.42,12.23,32.25,13.91,29.78,1.91,2.20,53.95,28.21,34.95,41.74,0.00,4.57,22.75,34.05,29.63,4.74,0.42,22.47,9.98,46.51,2.34,36.20,1.16,47.53,19.85,34.74
8.17,57.20,59.94,46.99,16.81,27.68,18.49,25.20,6.48,6.78,58.53,23.64,30.38,37.16,4.57,0.00,18.18,29.48,25.06,0.17,5.00,17.90,14.55,51.08,6.91,40.78,5.74,52.10,15.28,39.31
26.35,75.38,78.12,65.17,34.98,9.50,36.66,7.03,24.66,24.95,76.70,5.47,12.20,18.99,22.75,18.18,0.00,11.30,6.88,18.01,23.17,0.27,32.73,69.25,25.09,58.95,23.91,70.28,2.90,57.49
37.65,86.68,89.42,76.47,46.28,1.80,47.96,4.27,35.96,36.25,88.00,5.84,0.90,7.69,34.05,29.48,11.30,0.00,4.42,29.31,34.47,11.58,44.03,80.56,36.39,70.25,35.21,81.58,14.20,68.79
33.23,82.26,85.00,72.05,41.86,2.62,43.54,0.15,31.54,31.83,83.58,1.42,5.32,12.10,29.63,25.06,6.88,4.42,0.00,24.89,30.05,7.16,39.61,76.14,31.97,65.83,30.79,77.16,9.78,64.37
8.34,57.37,60.11,47.16,16.98,27.51,18.66,25.03,6.65,6.94,58.70,23.47,30.21,36.99,4.74,0.17,18.01,29.31,24.89,0.00,5.17,17.73,14.72,51.25,7.08,40.95,5.91,52.27,15.11,39.48
3.18,52.21,54.94,42.00,11.81,32.67,13.49,30.20,1.49,1.78,53.53,28.64,35.38,42.16,0.42,5.00,23.17,34.47,30.05,5.17,0.00,22.90,9.56,46.08,1.92,35.78,0.74,47.10,20.28,34.32
26.08,75.10,77.84,64.89,34.71,9.77,36.39,7.30,24.39,24.68,76.43,5.74,12.48,19.26,22.47,17.90,0.27,11.58,7.16,17.73,22.90,0.00,32.45,68.98,24.82,58.68,23.64,70.00,2.62,57.21
6.38,42.65,45.39,32.44,2.25,42.23,3.93,39.76,8.07,7.78,43.97,38.19,44.93,51.72,9.98,14.55,32.73,44.03,39.61,14.72,9.56,32.45,0.00,36.53,7.64,26.22,8.82,37.55,29.83,24.76
42.90,6.12,8.86,4.09,34.27,78.76,32.59,76.28,44.59,44.30,7.45,74.72,81.46,88.24,46.51,51.08,69.25,80.56,76.14,51.25,46.08,68.98,36.53,0.00,44.16,10.30,45.34,1.02,66.36,11.77
1.26,50.29,53.02,40.08,9.89,34.59,11.57,32.12,0.43,0.14,51.61,30.56,37.29,44.08,2.34,6.91,25.09,36.39,31.97,7.08,1.92,24.82,7.64,44.16,0.00,33.86,1.18,45.18,22.20,32.40
32.60,16.43,19.16,6.22,23.97,68.45,22.29,65.98,34.29,34.00,17.75,64.42,71.16,77.94,36.20,40.78,58.95,70.25,65.83,40.95,35.78,58.68,26.22,10.30,33.86,0.00,35.04,11.32,56.06,1.46
2.44,51.47,54.20,41.26,11.07,33.41,12.75,30.94,0.75,1.04,52.79,29.38,36.12,42.90,1.16,5.74,23.91,35.21,30.79,5.91,0.74,23.64,8.82,45.34,1.18,35.04,0.00,46.36,21.02,33.58
43.93,5.10,7.84,5.11,35.29,79.78,33.61,77.30,45.62,45.32,6.43,75.74,82.48,89.26,47.53,52.10,70.28,81.58,77.16,52.27,47.10,70.00,37.55,1.02,45.18,11.32,46.36,0.00,67.38,12.79
23.46,72.48,75.22,62.27,32.09,12.40,33.77,9.92,21.76,22.06,73.81,8.36,15.10,21.88,19.85,15.28,2.90,14.20,9.78,15.11,20.28,2.62,29.83,66.36,22.20,56.06,21.02,67.38,0.00,54.59
31.14,17.89,20.63,7.68,22.51,66.99,20.83,64.52,32.83,32.54,19.21,62.95,69.69,76.48,34.74,39.31,57.49,68.79,64.37,39.48,34.32,57.21,24.76,11.77,32.40,1.46,33.58,12.79,54.59,0.00
