0.00,38.89,8.62,50.34,14.17,23.23,78.56,22.11,85.73,80.29
38.89,0.00,30.27,11.45,24.72,15.66,39.67,16.77,46.84,41.41
8.62,30.27,0.00,41.72,5.55,14.61,69.94,13.50,77.11,71.68
50.34,11.45,41.72,0.00,36.17,27.11,28.22,28.23,35.39,29.95
14.17,24.72,5.55,36.17,0.00,9.06,64.39,7.94,71.56,66.12
23.23,15.66,14.61,27.11,9.06,0.00,55.33,1.12,62.50,57.06
78.56,39.67,69.94,28.22,64.39,55.33,0.00,56.45,7.17,1.73
22.11,16.77,13.50,28.23,7.94,1.12,56.45,0.00,63.62,58.18
85.73,46.84,77.11,35.39,71.56,62.50,7.17,63.62,0.00,5.44
80.29,41.41,71.68,29.95,66.12,57.06,1.73,58.18,5.44,0.00
