91.136143.2f,83.271197.2f,30.077980.2f,44.932593.2f,69.264318.2f,84.365473.2f,82.367470.2f,79.590703.2f,63.680451.2f,37.982789.2f,93.408151.2f,87.275680.2f,86.966066.2f,102.752663.2f,117.340668.2f,106.949255.2f,69.643265.2f,57.386006.2f,75.558238.2f,44.853734.2f
48.485170.2f,46.302810.2f,28.265635.2f,22.946646.2f,45.688180.2f,41.174518.2f,53.544656.2f,39.167795.2f,32.368809.2f,35.547747.2f,65.443883.2f,44.092043.2f,44.065516.2f,61.724481.2f,76.549480.2f,63.721051.2f,54.458659.2f,27.890958.2f,45.057265.2f,40.274561.2f
49.594242.2f,49.269783.2f,31.321530.2f,27.082243.2f,41.593690.2f,41.652584.2f,57.340969.2f,37.240982.2f,36.245647.2f,32.123506.2f,69.210475.2f,44.573034.2f,43.530559.2f,60.143439.2f,74.928141.2f,63.946185.2f,50.258610.2f,31.957023.2f,48.815176.2f,36.516506.2f
15.271223.2f,11.038948.2f,56.051432.2f,40.039595.2f,70.373997.2f,18.959276.2f,29.743004.2f,40.440231.2f,24.135319.2f,74.793015.2f,37.960480.2f,19.656134.2f,29.488247.2f,50.300563.2f,62.327795.2f,34.141549.2f,83.184822.2f,28.821989.2f,24.122782.2f,77.846064.2f
3.216819.2f,27.213497.2f,68.107745.2f,53.139652.2f,64.066539.2f,7.542062.2f,46.410976.2f,30.153522.2f,40.013121.2f,76.045050.2f,53.340439.2f,5.419044.2f,15.710909.2f,34.143478.2f,45.382165.2f,18.183969.2f,77.623342.2f,43.636342.2f,41.225868.2f,77.575488.2f
66.708648.2f,83.250443.2f,81.785716.2f,77.632687.2f,13.225615.2f,56.786085.2f,98.716631.2f,33.441833.2f,80.674483.2f,46.094087.2f,109.272321.2f,58.186287.2f,48.260531.2f,43.337005.2f,52.084718.2f,66.985832.2f,21.653181.2f,78.801610.2f,90.575260.2f,41.137835.2f
49.243504.2f,73.986176.2f,108.490535.2f,95.918897.2f,69.073989.2f,47.411445.2f,93.167468.2f,43.880982.2f,86.188344.2f,96.434099.2f,98.729063.2f,45.513251.2f,39.422881.2f,20.742979.2f,7.583811.2f,32.591518.2f,80.986664.2f,88.770263.2f,88.346450.2f,94.327859.2f
74.228659.2f,86.572456.2f,73.679490.2f,72.854256.2f,7.363577.2f,63.946238.2f,99.681335.2f,42.156276.2f,79.836180.2f,31.309463.2f,110.997726.2f,65.941347.2f,57.360025.2f,57.565935.2f,67.948913.2f,78.258342.2f,6.336931.2f,76.720023.2f,91.190133.2f,25.356151.2f
9.064821.2f,33.031848.2f,70.604222.2f,56.249926.2f,60.164096.2f,6.899587.2f,52.175981.2f,25.630490.2f,44.490709.2f,74.486167.2f,59.318986.2f,4.121163.2f,10.524973.2f,28.153940.2f,39.727485.2f,15.770764.2f,73.820984.2f,47.594902.2f,46.685720.2f,75.482238.2f
52.177013.2f,57.756262.2f,44.059927.2f,40.764796.2f,27.875733.2f,42.678206.2f,68.558037.2f,30.529962.2f,48.045770.2f,26.033358.2f,80.207378.2f,45.419550.2f,41.135784.2f,53.513307.2f,67.830199.2f,63.131886.2f,37.120903.2f,44.535546.2f,59.987323.2f,27.976472.2f
52.899966.2f,63.042181.2f,55.410318.2f,51.323312.2f,17.910042.2f,42.734225.2f,75.989614.2f,24.901410.2f,56.391319.2f,29.732687.2f,87.277710.2f,45.124496.2f,38.420522.2f,46.418606.2f,59.987042.2f,60.567594.2f,29.426585.2f,53.666615.2f,67.519119.2f,28.837428.2f
75.986880.2f,86.651629.2f,69.758375.2f,70.133130.2f,11.457138.2f,65.715868.2f,98.787767.2f,44.977774.2f,78.466502.2f,25.482434.2f,110.306847.2f,67.895732.2f,59.939434.2f,62.017516.2f,73.034055.2f,81.380878.2f,7.086774.2f,74.933480.2f,90.237023.2f,19.256955.2f
