42.478120.2f,43.255685.2f,77.043416.2f,61.010514.2f,84.755747.2f,21.754472.2f,79.091965.2f,74.782082.2f,80.193481.2f,60.404622.2f,52.144137.2f,83.801985.2f,38.196650.2f,98.029985.2f,30.419220.2f,82.314914.2f,61.033598.2f,118.502215.2f,40.685483.2f,84.311367.2f
88.021969.2f,76.147808.2f,69.543089.2f,63.620377.2f,72.501939.2f,100.771215.2f,78.679730.2f,86.270378.2f,81.158063.2f,67.927226.2f,79.186858.2f,59.430730.2f,80.683153.2f,50.642016.2f,99.497376.2f,66.863088.2f,65.310518.2f,15.833315.2f,78.428535.2f,45.850913.2f
35.528757.2f,28.122805.2f,67.562060.2f,42.129771.2f,76.123960.2f,5.142825.2f,61.897312.2f,69.329186.2f,63.291374.2f,41.589223.2f,33.905202.2f,72.430616.2f,20.401999.2f,85.575407.2f,15.625093.2f,72.441018.2f,42.150551.2f,102.091221.2f,25.344476.2f,65.439921.2f
24.440088.2f,18.474151.2f,26.105552.2f,36.800017.2f,35.101364.2f,48.703852.2f,69.719231.2f,37.035672.2f,72.372708.2f,42.180659.2f,47.010189.2f,27.188248.2f,28.951277.2f,39.227620.2f,53.270646.2f,29.507289.2f,39.420458.2f,59.945269.2f,21.242761.2f,48.730674.2f
62.887033.2f,42.685568.2f,71.785358.2f,13.013265.2f,80.106533.2f,51.205117.2f,24.324156.2f,84.347061.2f,27.154418.2f,12.235723.2f,22.391837.2f,68.436017.2f,38.068282.2f,73.317215.2f,45.784443.2f,73.640520.2f,11.935531.2f,67.530334.2f,42.946022.2f,14.135258.2f
70.622055.2f,50.423397.2f,85.385561.2f,22.994073.2f,94.080538.2f,48.455943.2f,10.570878.2f,96.367497.2f,12.907157.2f,17.618082.2f,18.731074.2f,83.288290.2f,42.371379.2f,89.413039.2f,40.216197.2f,87.852681.2f,20.321582.2f,84.327062.2f,49.762573.2f,29.508278.2f
74.274324.2f,68.889595.2f,47.284856.2f,68.544674.2f,47.666980.2f,97.934933.2f,93.063624.2f,63.090731.2f,95.830178.2f,74.157189.2f,84.251205.2f,36.550841.2f,76.946056.2f,23.960364.2f,99.721463.2f,43.260783.2f,70.994368.2f,14.462497.2f,71.601673.2f,59.547884.2f
49.371789.2f,44.191039.2f,82.758231.2f,54.923984.2f,91.088976.2f,15.298180.2f,68.267947.2f,82.994964.2f,69.070195.2f,53.093023.2f,43.373541.2f,88.150976.2f,36.014599.2f,101.520058.2f,19.921491.2f,87.779539.2f,54.364611.2f,117.792383.2f,41.414376.2f,78.021823.2f
38.510483.2f,23.211455.2f,65.319244.2f,27.918526.2f,74.309570.2f,12.281167.2f,48.397029.2f,70.586986.2f,50.040267.2f,27.029957.2f,19.742860.2f,68.104462.2f,12.026165.2f,79.714235.2f,12.386541.2f,69.603129.2f,27.723389.2f,91.516075.2f,20.794590.2f,51.218448.2f
78.192413.2f,67.470429.2f,58.861934.2f,58.275064.2f,61.910797.2f,93.487604.2f,77.467575.2f,75.590176.2f,80.106775.2f,63.147167.2f,74.166855.2f,48.769429.2f,72.939702.2f,40.482084.2f,93.103133.2f,56.211500.2f,60.276819.2f,11.683387.2f,69.880761.2f,43.706251.2f
86.241370.2f,67.073420.2f,86.535808.2f,39.440190.2f,93.510434.2f,78.527298.2f,35.071702.2f,101.529682.2f,36.999377.2f,39.566605.2f,49.095214.2f,80.201063.2f,64.486362.2f,79.995552.2f,72.702139.2f,86.820817.2f,39.010220.2f,60.238617.2f,67.928090.2f,17.849584.2f
32.373995.2f,16.199253.2f,58.308225.2f,26.422333.2f,67.302033.2f,16.384127.2f,51.394684.2f,63.821861.2f,53.309912.2f,27.068219.2f,22.538244.2f,61.165937.2f,5.108157.2f,72.976851.2f,19.222452.2f,62.594596.2f,26.929977.2f,86.249002.2f,13.806164.2f,49.505959.2f
43.325263.2f,26.968003.2f,44.617822.2f,20.634284.2f,52.764925.2f,51.011989.2f,51.392702.2f,58.160332.2f,54.190472.2f,26.589069.2f,35.532040.2f,41.064777.2f,30.579129.2f,47.175118.2f,51.161579.2f,46.257199.2f,23.355190.2f,51.870769.2f,28.909806.2f,26.742527.2f
37.614504.2f,29.206009.2f,69.253055.2f,41.361538.2f,77.880979.2f,2.769512.2f,60.079719.2f,71.374625.2f,61.412653.2f,40.505417.2f,32.382762.2f,73.876149.2f,20.740098.2f,86.832728.2f,13.284813.2f,74.073443.2f,41.233584.2f,102.529133.2f,26.423453.2f,64.680135.2f
27.264905.2f,6.925024.2f,47.118986.2f,23.199855.2f,56.184827.2f,28.610597.2f,54.047905.2f,54.684265.2f,56.387977.2f,26.562752.2f,27.403104.2f,49.041572.2f,7.653198.2f,60.430192.2f,31.669817.2f,51.046490.2f,24.938386.2f,74.416540.2f,6.811865.2f,43.738981.2f
80.321082.2f,62.288342.2f,77.128022.2f,37.786908.2f,83.666175.2f,77.952394.2f,42.716601.2f,92.652330.2f,45.033354.2f,39.627497.2f,50.392906.2f,70.152040.2f,61.590894.2f,69.060528.2f,73.512934.2f,77.004737.2f,38.172336.2f,49.100090.2f,63.555906.2f,14.515741.2f
75.344819.2f,54.956319.2f,86.033031.2f,25.349832.2f,94.373783.2f,57.371277.2f,11.290884.2f,98.368817.2f,14.011811.2f,21.671139.2f,27.007574.2f,82.659068.2f,48.484274.2f,87.087859.2f,49.795309.2f,87.907680.2f,23.248034.2f,77.870936.2f,54.778720.2f,22.545178.2f
36.751891.2f,33.902754.2f,70.526338.2f,50.598470.2f,78.705926.2f,12.197436.2f,69.926560.2f,70.287957.2f,71.204876.2f,50.136344.2f,42.295588.2f,76.406856.2f,27.923726.2f,90.173823.2f,22.096576.2f,75.636691.2f,50.673356.2f,108.893552.2f,31.221299.2f,73.887957.2f
18.546628.2f,30.372942.2f,52.541572.2f,58.089208.2f,59.506492.2f,32.741565.2f,85.142690.2f,48.392184.2f,86.995192.2f,60.111786.2f,56.237099.2f,60.655648.2f,33.165818.2f,75.543443.2f,43.078704.2f,57.943452.2f,59.308450.2f,101.464752.2f,29.053400.2f,79.371169.2f
61.634910.2f,43.369820.2f,62.163273.2f,21.052533.2f,69.656790.2f,60.705770.2f,39.688655.2f,76.637892.2f,42.480777.2f,24.715374.2f,36.020942.2f,56.853486.2f,43.112683.2f,59.303990.2f,57.589820.2f,62.985381.2f,22.320620.2f,50.825820.2f,44.655464.2f,8.137035.2f
40.831812.2f,42.399310.2f,75.442264.2f,61.101207.2f,83.076855.2f,22.385499.2f,79.974902.2f,72.926548.2f,81.137174.2f,60.698303.2f,52.722590.2f,82.348288.2f,37.847862.2f,96.660020.2f,31.462521.2f,80.734207.2f,61.218669.2f,117.655769.2f,39.880985.2f,84.364301.2f
50.636520.2f,31.270445.2f,57.344605.2f,9.379622.2f,65.693782.2f,47.588050.2f,38.229419.2f,70.059121.2f,41.025235.2f,14.768287.2f,25.323722.2f,54.214393.2f,29.926577.2f,60.000551.2f,45.100818.2f,59.255920.2f,11.636354.2f,59.616821.2f,32.213261.2f,18.145519.2f
84.782988.2f,65.516795.2f,85.652010.2f,37.699531.2f,92.733050.2f,76.700165.2f,33.509773.2f,100.515416.2f,35.498545.2f,37.746255.2f,47.239958.2f,79.494109.2f,62.780377.2f,79.624761.2f,70.847563.2f,86.041169.2f,37.227491.2f,60.744509.2f,66.332273.2f,16.450743.2f
29.973606.2f,42.804178.2f,11.455979.2f,67.246902.2f,14.197494.2f,69.049517.2f,100.177139.2f,6.584951.2f,102.797954.2f,72.447568.2f,76.003473.2f,22.162260.2f,54.006429.2f,36.035132.2f,76.605443.2f,15.702794.2f,69.811312.2f,71.470575.2f,44.826203.2f,78.071256.2f
39.794455.2f,52.205297.2f,13.993936.2f,75.274476.2f,9.536368.2f,78.894665.2f,108.156132.2f,7.913663.2f,110.831658.2f,80.681232.2f,84.895500.2f,22.452630.2f,63.485660.2f,33.406019.2f,86.350500.2f,14.975862.2f,77.913424.2f,70.869648.2f,54.334749.2f,84.210906.2f
47.822754.2f,48.281161.2f,18.026544.2f,60.023344.2f,20.004002.2f,78.504622.2f,90.912884.2f,34.219744.2f,93.731283.2f,65.971693.2f,73.493082.2f,7.298534.2f,58.596310.2f,9.511031.2f,82.875434.2f,14.432005.2f,62.791133.2f,42.110010.2f,51.041515.2f,61.757120.2f
23.636408.2f,34.741690.2f,11.638281.2f,59.220624.2f,18.655609.2f,61.689213.2f,92.137675.2f,14.401119.2f,94.742739.2f,64.360626.2f,67.834981.2f,21.302455.2f,45.995783.2f,36.298633.2f,68.903740.2f,17.041422.2f,61.760624.2f,69.051838.2f,36.834975.2f,70.850766.2f
89.295525.2f,78.837158.2f,68.210847.2f,68.622942.2f,70.307685.2f,104.647402.2f,85.269635.2f,84.773789.2f,87.792011.2f,73.219232.2f,84.388943.2f,57.763423.2f,84.196194.2f,47.504286.2f,103.969799.2f,65.057925.2f,70.473766.2f,10.157319.2f,81.243823.2f,52.070281.2f
34.699450.2f,14.361387.2f,50.616183.2f,15.500793.2f,59.630084.2f,32.168361.2f,47.245362.2f,59.952900.2f,49.701800.2f,19.402650.2f,22.490113.2f,50.949202.2f,12.298142.2f,60.833123.2f,32.747946.2f,53.979019.2f,17.437201.2f,70.651332.2f,14.647922.2f,36.070360.2f
37.772044.2f,46.412052.2f,4.568715.2f,66.952083.2f,4.734833.2f,74.887086.2f,99.632698.2f,14.804252.2f,102.354942.2f,72.549586.2f,77.649151.2f,12.418098.2f,57.732175.2f,25.140320.2f,81.441029.2f,5.069231.2f,69.652635.2f,61.541791.2f,48.814221.2f,74.514272.2f
9.667339.2f,11.180637.2f,38.930703.2f,41.007973.2f,47.420765.2f,32.383911.2f,71.593382.2f,41.483826.2f,73.838955.2f,44.385748.2f,43.862171.2f,44.589525.2f,19.452713.2f,58.600094.2f,40.010127.2f,43.920722.2f,42.803661.2f,81.235523.2f,11.274089.2f,60.292844.2f
55.880753.2f,40.612214.2f,82.658834.2f,34.546760.2f,91.691251.2f,19.714883.2f,40.862391.2f,88.255461.2f,41.610318.2f,30.598696.2f,19.357073.2f,84.799896.2f,29.277217.2f,95.563112.2f,9.230845.2f,86.771001.2f,32.934338.2f,103.036090.2f,38.328398.2f,55.456253.2f
30.016686.2f,46.957076.2f,22.604269.2f,73.988036.2f,23.580469.2f,69.790925.2f,106.696648.2f,7.588148.2f,109.214369.2f,78.787451.2f,80.978014.2f,33.272999.2f,57.549658.2f,46.741962.2f,78.364355.2f,26.533020.2f,76.401486.2f,82.618456.2f,48.491847.2f,86.900244.2f
36.893868.2f,16.725787.2f,50.925155.2f,13.390603.2f,59.874668.2f,34.699841.2f,45.781765.2f,60.959541.2f,48.309365.2f,17.873974.2f,22.408643.2f,50.644499.2f,15.158973.2f,59.931029.2f,34.715316.2f,54.048098.2f,15.580540.2f,68.387497.2f,17.270150.2f,33.244106.2f
66.104612.2f,51.942934.2f,55.541790.2f,38.756379.2f,61.206148.2f,75.484682.2f,58.870700.2f,71.824479.2f,61.596272.2f,43.489820.2f,54.577981.2f,47.491343.2f,55.593445.2f,45.294997.2f,74.240722.2f,54.665841.2f,40.666893.2f,30.965894.2f,54.032853.2f,25.123597.2f
45.628275.2f,35.102506.2f,76.321653.2f,41.208839.2f,85.093047.2f,5.832037.2f,55.281818.2f,79.256705.2f,56.317458.2f,39.165901.2f,29.459739.2f,80.300037.2f,25.064446.2f,92.701281.2f,6.514676.2f,80.982736.2f,40.524148.2f,105.879824.2f,32.381952.2f,64.171452.2f
