63.720907.2f,4.758148.2f,32.579020.2f,54.931914.2f,10.124200.2f,12.526719.2f,34.051195.2f,67.130218.2f,43.484277.2f,20.223352.2f
91.927523.2f,41.173499.2f,35.712102.2f,12.320491.2f,35.892110.2f,30.836338.2f,50.419031.2f,90.135729.2f,39.430316.2f,50.835190.2f
46.652660.2f,28.175383.2f,47.911843.2f,81.477862.2f,33.516532.2f,40.250959.2f,39.296035.2f,54.288886.2f,57.369212.2f,24.036989.2f
74.955682.2f,43.861623.2f,70.766309.2f,92.496617.2f,50.023714.2f,49.909631.2f,66.280134.2f,83.626934.2f,81.393612.2f,49.620212.2f
42.224110.2f,21.432514.2f,19.693864.2f,61.324846.2f,20.553174.2f,32.049346.2f,9.929020.2f,43.051826.2f,27.861041.2f,6.822822.2f
111.923171.2f,59.773396.2f,55.307454.2f,12.074722.2f,55.018960.2f,48.015689.2f,70.293296.2f,109.822389.2f,57.552751.2f,70.669202.2f
69.556832.2f,66.709550.2f,38.795319.2f,61.290768.2f,61.545538.2f,68.822793.2f,42.882912.2f,60.551216.2f,27.934165.2f,58.936793.2f
15.294264.2f,53.822688.2f,57.604148.2f,100.719223.2f,56.456083.2f,66.848557.2f,42.602641.2f,26.489139.2f,62.274631.2f,39.448290.2f
76.721531.2f,64.207739.2f,36.513607.2f,51.026287.2f,58.514111.2f,64.178955.2f,44.576374.2f,68.723950.2f,25.980782.2f,59.193849.2f
74.132246.2f,17.379413.2f,44.362022.2f,58.485564.2f,21.631043.2f,16.685592.2f,46.734735.2f,78.553147.2f,55.180544.2f,32.350826.2f
95.824896.2f,51.157543.2f,38.649925.2f,8.073456.2f,45.331422.2f,42.365954.2f,54.068946.2f,92.468298.2f,38.741787.2f,58.117617.2f
43.882203.2f,19.177949.2f,34.850758.2f,70.686932.2f,23.111782.2f,32.255546.2f,26.625740.2f,48.949854.2f,44.253601.2f,10.917764.2f
94.635829.2f,63.828729.2f,41.804890.2f,29.415013.2f,57.607694.2f,58.581474.2f,55.617665.2f,88.662922.2f,35.813820.2f,65.417359.2f
6.065749.2f,54.671631.2f,52.202096.2f,96.621672.2f,55.980015.2f,67.148853.2f,36.779825.2f,14.533802.2f,54.947067.2f,38.697262.2f
60.570271.2f,12.442689.2f,39.481345.2f,64.519586.2f,18.661868.2f,21.748180.2f,37.497989.2f,65.584175.2f,50.266560.2f,21.307982.2f
99.374780.2f,49.842064.2f,42.491814.2f,3.858088.2f,44.527456.2f,39.352019.2f,57.624641.2f,96.980890.2f,44.587879.2f,59.163340.2f
11.359820.2f,58.646876.2f,50.135219.2f,94.752830.2f,58.717391.2f,70.196160.2f,35.308516.2f,4.861370.2f,50.503042.2f,42.223253.2f
74.959928.2f,41.397829.2f,68.562806.2f,89.556005.2f,47.522148.2f,47.069948.2f,64.589042.2f,83.315259.2f,79.255829.2f,47.884640.2f
36.647832.2f,26.780877.2f,38.461509.2f,77.068035.2f,30.218127.2f,39.874761.2f,27.396269.2f,42.626701.2f,46.755154.2f,15.117390.2f
83.086208.2f,26.375027.2f,32.219066.2f,28.945962.2f,22.288439.2f,14.469198.2f,43.897551.2f,83.318655.2f,40.112872.2f,39.211242.2f
94.881658.2f,55.800579.2f,38.607263.2f,16.455129.2f,49.699233.2f,48.589472.2f,53.771784.2f,90.427850.2f,36.077337.2f,60.409017.2f
52.844250.2f,36.406474.2f,9.928709.2f,51.107119.2f,31.772462.2f,40.747063.2f,14.092402.2f,48.379281.2f,6.469279.2f,28.536788.2f
39.301318.2f,27.337644.2f,42.048281.2f,79.124083.2f,31.542483.2f,40.315737.2f,31.725686.2f,46.114071.2f,50.748524.2f,18.192238.2f
91.954121.2f,34.536078.2f,59.177806.2f,61.181599.2f,37.415429.2f,28.345282.2f,63.837101.2f,96.571829.2f,69.547340.2f,50.229661.2f
87.355222.2f,31.037863.2f,56.799617.2f,62.493395.2f,34.513822.2f,26.518323.2f,60.452885.2f,92.234361.2f,67.381869.2f,46.272931.2f
51.529983.2f,16.849915.2f,39.130824.2f,70.230961.2f,22.387362.2f,28.953614.2f,33.482994.2f,57.171672.2f,49.329272.2f,16.813803.2f
106.403419.2f,45.906358.2f,59.049032.2f,39.906317.2f,44.638223.2f,33.279220.2f,69.738088.2f,108.121092.2f,66.872670.2f,61.742906.2f
99.009294.2f,39.914057.2f,48.612979.2f,29.413051.2f,37.262402.2f,26.821512.2f,60.470854.2f,99.718129.2f,55.754678.2f,54.581838.2f
57.955301.2f,13.898263.2f,39.819835.2f,66.753694.2f,20.059598.2f,24.281820.2f,36.653150.2f,63.258739.2f,50.472786.2f,20.124306.2f
92.768934.2f,75.742801.2f,49.341483.2f,50.041629.2f,69.706978.2f,73.414887.2f,59.492607.2f,84.643907.2f,39.794171.2f,73.020651.2f
