51.618591.2f,25.905887.2f,13.531028.2f,44.394188.2f,28.060077.2f,68.402549.2f,67.078990.2f,68.558135.2f,36.221140.2f,25.860246.2f,43.577257.2f,43.405464.2f,4.842301.2f,59.798765.2f,37.364409.2f,6.405453.2f,40.201766.2f,42.954705.2f,70.710219.2f,56.418183.2f
29.574425.2f,105.797675.2f,85.208294.2f,46.277490.2f,70.298207.2f,63.670886.2f,15.314175.2f,80.644790.2f,90.573852.2f,81.079897.2f,43.420651.2f,81.608263.2f,79.054674.2f,52.429329.2f,87.267742.2f,73.999330.2f,81.586322.2f,41.520284.2f,36.809317.2f,56.120160.2f
62.386370.2f,79.195877.2f,82.562092.2f,85.679079.2f,41.415718.2f,20.460445.2f,81.312060.2f,2.418796.2f,40.563897.2f,44.734928.2f,48.583631.2f,107.096447.2f,64.290131.2f,30.636094.2f,104.171846.2f,68.517655.2f,30.444265.2f,78.211796.2f,47.566173.2f,27.613887.2f
53.837813.2f,32.748469.2f,5.671858.2f,38.203075.2f,40.526161.2f,79.062993.2f,65.611345.2f,81.214293.2f,50.548699.2f,39.952861.2f,49.700624.2f,29.279401.2f,18.937094.2f,69.032643.2f,23.086089.2f,13.439566.2f,54.000181.2f,39.402400.2f,77.132485.2f,66.317247.2f
24.356894.2f,76.223544.2f,66.101133.2f,51.710339.2f,32.549574.2f,22.471189.2f,42.556882.2f,36.557607.2f,49.474484.2f,43.169241.2f,14.445171.2f,80.631192.2f,51.604693.2f,9.127135.2f,80.966683.2f,51.053845.2f,38.669799.2f,43.680853.2f,16.799019.2f,11.155350.2f
57.877631.2f,37.016053.2f,44.754633.2f,66.152897.2f,16.655170.2f,49.230322.2f,77.854774.2f,42.441450.2f,4.904968.2f,7.239180.2f,43.472392.2f,74.702947.2f,27.112530.2f,46.531768.2f,69.092682.2f,34.103089.2f,12.008230.2f,61.273566.2f,63.523165.2f,41.722818.2f
77.660021.2f,6.031358.2f,24.627923.2f,67.871782.2f,47.829088.2f,88.472265.2f,92.858468.2f,84.230082.2f,44.330947.2f,40.074048.2f,68.748021.2f,54.341405.2f,27.998302.2f,82.121548.2f,44.870140.2f,32.190693.2f,53.675929.2f,67.843573.2f,95.180525.2f,78.070116.2f
29.022079.2f,55.267380.2f,31.789589.2f,15.463381.2f,37.429279.2f,65.166130.2f,39.184536.2f,72.906483.2f,55.891713.2f,43.782267.2f,30.304236.2f,35.940510.2f,30.554250.2f,52.817557.2f,37.482895.2f,23.284637.2f,53.451069.2f,13.446276.2f,55.675253.2f,51.757116.2f
70.709039.2f,72.871060.2f,47.079396.2f,40.957403.2f,79.566657.2f,111.185358.2f,69.560135.2f,118.173512.2f,93.431780.2f,82.028816.2f,76.033362.2f,14.489076.2f,61.874220.2f,98.732857.2f,23.470225.2f,54.597065.2f,94.892743.2f,48.595415.2f,99.306730.2f,97.776809.2f
48.455891.2f,29.251274.2f,14.267636.2f,41.202806.2f,27.171116.2f,66.874787.2f,63.747154.2f,67.868115.2f,37.293891.2f,26.328654.2f,40.859918.2f,42.082965.2f,5.725702.2f,57.819268.2f,36.723156.2f,3.071892.2f,40.293437.2f,39.630449.2f,68.138866.2f,54.618373.2f
88.017719.2f,18.670387.2f,45.612335.2f,85.285513.2f,50.040557.2f,86.017690.2f,105.934457.2f,77.120563.2f,36.545473.2f,39.353212.2f,75.918447.2f,77.293135.2f,39.972544.2f,83.164518.2f,68.197375.2f,47.133267.2f,48.354033.2f,83.451496.2f,99.297989.2f,78.451819.2f
59.621959.2f,29.342424.2f,38.342171.2f,64.234884.2f,19.399959.2f,56.085119.2f,78.963386.2f,50.107507.2f,10.928092.2f,8.446250.2f,46.153578.2f,69.338329.2f,21.716730.2f,52.258863.2f,63.095092.2f,29.389488.2f,19.573563.2f,60.164672.2f,68.375480.2f,47.612901.2f
50.393792.2f,77.998805.2f,50.511289.2f,21.074962.2f,70.241363.2f,94.808920.2f,45.744785.2f,104.697080.2f,87.907836.2f,75.806857.2f,59.150287.2f,26.816216.2f,58.999007.2f,81.680748.2f,36.144785.2f,50.949741.2f,86.262248.2f,29.087007.2f,78.938819.2f,81.724324.2f
50.613885.2f,71.306038.2f,71.757549.2f,73.221384.2f,30.399382.2f,15.896105.2f,70.062185.2f,10.996851.2f,34.519012.2f,35.675819.2f,36.374792.2f,95.081482.2f,53.750799.2f,20.971414.2f,92.545676.2f,57.276062.2f,22.862642.2f,65.788078.2f,39.438530.2f,16.901026.2f
79.143066.2f,2.736125.2f,28.461815.2f,70.998516.2f,47.156246.2f,87.283941.2f,95.038528.2f,82.114207.2f,41.624368.2f,38.594056.2f,69.444086.2f,58.919837.2f,29.132333.2f,81.602928.2f,49.556566.2f,34.293947.2f,51.594561.2f,70.519182.2f,95.382722.2f,77.385987.2f
51.873381.2f,27.174960.2f,26.953428.2f,52.424895.2f,17.678317.2f,58.599667.2f,69.991584.2f,56.419286.2f,22.532279.2f,12.360446.2f,40.365455.2f,56.871212.2f,9.166916.2f,51.927224.2f,51.110860.2f,16.650407.2f,26.960250.2f,49.059071.2f,65.618307.2f,47.876367.2f
54.647717.2f,72.595804.2f,45.128540.2f,24.659126.2f,69.495417.2f,97.247452.2f,52.447828.2f,105.887344.2f,85.910906.2f,73.948530.2f,61.620353.2f,18.708851.2f,55.733310.2f,84.382183.2f,28.370433.2f,47.775888.2f,85.395193.2f,32.612547.2f,83.348442.2f,83.951075.2f
65.921098.2f,42.703117.2f,18.906177.2f,42.987009.2f,58.451791.2f,96.205186.2f,73.530573.2f,99.093964.2f,67.864608.2f,57.717203.2f,64.815906.2f,16.607119.2f,36.646582.2f,85.529348.2f,6.830708.2f,31.349803.2f,71.913448.2f,47.233105.2f,91.709821.2f,83.191162.2f
63.972805.2f,71.407928.2f,44.689635.2f,34.147954.2f,74.567600.2f,105.037033.2f,62.747532.2f,112.541785.2f,89.354264.2f,77.712434.2f,69.704550.2f,13.123375.2f,58.114544.2f,92.452619.2f,23.272739.2f,50.529145.2f,90.135662.2f,41.849168.2f,92.608306.2f,91.646629.2f
15.575045.2f,62.434148.2f,47.193079.2f,32.493852.2f,25.842050.2f,41.848829.2f,35.396089.2f,51.557990.2f,46.606118.2f,36.251162.2f,6.766276.2f,59.469264.2f,35.854150.2f,29.227847.2f,59.981257.2f,32.945897.2f,39.528485.2f,24.918099.2f,33.825832.2f,28.530671.2f
45.599089.2f,61.242516.2f,61.001207.2f,65.082447.2f,19.639336.2f,23.641080.2f,65.860576.2f,21.217980.2f,26.355611.2f,25.402413.2f,30.390586.2f,84.949403.2f,42.978937.2f,22.591373.2f,82.069785.2f,46.602608.2f,14.407431.2f,58.043757.2f,41.087069.2f,17.632854.2f
61.892724.2f,46.451649.2f,55.521712.2f,74.048478.2f,22.415638.2f,44.101615.2f,82.316677.2f,34.145168.2f,7.407311.2f,16.872466.2f,46.700672.2f,85.054960.2f,37.702577.2f,44.332664.2f,79.723956.2f,44.360920.2f,8.229680.2f,68.465912.2f,62.578643.2f,39.368088.2f
54.381756.2f,41.240706.2f,13.820456.2f,33.693647.2f,48.038171.2f,84.705722.2f,63.298906.2f,88.376710.2f,59.686365.2f,48.707084.2f,52.945709.2f,19.784005.2f,27.990381.2f,73.805586.2f,14.907445.2f,21.341374.2f,62.352769.2f,36.763305.2f,79.856023.2f,71.591753.2f
93.521295.2f,16.710343.2f,41.932727.2f,85.204865.2f,59.807555.2f,98.692864.2f,109.566077.2f,91.625172.2f,50.537587.2f,50.227179.2f,83.368082.2f,70.213687.2f,43.505707.2f,94.131145.2f,60.320057.2f,48.820309.2f,61.697286.2f,84.964165.2f,108.759680.2f,89.699842.2f
66.950894.2f,38.587713.2f,16.048061.2f,45.459930.2f,56.710125.2f,95.283110.2f,75.621915.2f,97.421864.2f,65.029819.2f,55.260977.2f,64.855956.2f,20.873552.2f,34.270764.2f,84.991948.2f,11.046225.2f,29.701746.2f,69.635292.2f,49.148501.2f,92.021597.2f,82.436573.2f
75.448201.2f,6.777922.2f,22.369792.2f,65.539924.2f,46.223532.2f,87.002420.2f,90.552537.2f,83.162264.2f,43.638571.2f,38.809754.2f,66.702245.2f,52.452350.2f,25.916957.2f,80.415112.2f,43.100175.2f,29.915963.2f,52.638277.2f,65.509139.2f,93.246883.2f,76.423515.2f
62.191079.2f,28.169773.2f,4.478150.2f,45.870162.2f,45.793406.2f,85.543160.2f,73.895769.2f,86.392251.2f,52.816387.2f,43.374530.2f,57.535490.2f,30.672499.2f,22.669738.2f,76.097134.2f,22.217220.2f,19.647326.2f,57.891759.2f,47.571633.2f,85.014477.2f,73.110707.2f
16.243158.2f,92.321481.2f,72.193575.2f,35.665381.2f,57.345635.2f,55.946249.2f,8.547533.2f,71.745797.2f,77.853106.2f,67.996151.2f,30.813382.2f,71.217181.2f,65.566006.2f,43.504396.2f,75.982220.2f,60.613946.2f,69.398425.2f,29.719141.2f,31.433714.2f,46.467781.2f
66.181625.2f,53.006042.2f,63.016763.2f,80.336739.2f,28.597031.2f,42.544738.2f,86.672267.2f,29.979526.2f,14.449729.2f,24.270282.2f,50.801391.2f,92.449209.2f,45.184835.2f,45.034084.2f,87.205936.2f,51.754020.2f,12.778782.2f,74.424765.2f,63.727662.2f,40.143443.2f
33.536125.2f,55.307242.2f,30.173886.2f,14.099398.2f,41.760669.2f,70.566102.2f,41.607635.2f,78.091286.2f,59.427915.2f,47.306654.2f,35.686441.2f,30.642639.2f,32.127083.2f,58.226022.2f,32.734653.2f,24.330457.2f,57.759123.2f,15.080396.2f,60.754760.2f,57.155160.2f
48.495906.2f,28.470530.2f,17.066930.2f,43.308803.2f,24.315582.2f,64.497864.2f,64.579520.2f,64.928599.2f,33.915098.2f,22.972716.2f,39.907470.2f,45.462292.2f,2.575622.2f,55.866485.2f,40.059556.2f,5.475092.2f,37.027680.2f,41.197414.2f,66.930237.2f,52.484055.2f
