66.628631.2f,57.382960.2f,25.774816.2f,37.806542.2f,96.231087.2f,34.708473.2f,42.955503.2f,53.230062.2f,38.689194.2f,79.198544.2f
53.308099.2f,60.833745.2f,20.220653.2f,27.723848.2f,87.283524.2f,21.280699.2f,35.228048.2f,40.951072.2f,25.406313.2f,68.207686.2f
52.618460.2f,52.934045.2f,82.451497.2f,79.807225.2f,25.589078.2f,55.742932.2f,90.277096.2f,38.450151.2f,63.133088.2f,26.758742.2f
12.621527.2f,79.366948.2f,46.165696.2f,36.128944.2f,62.939875.2f,19.476262.2f,45.737828.2f,12.772968.2f,19.744316.2f,37.813589.2f
96.629147.2f,16.842408.2f,78.211488.2f,87.654583.2f,92.603242.2f,73.014817.2f,94.794351.2f,77.708990.2f,80.952708.2f,89.619116.2f
64.120195.2f,27.712590.2f,54.322023.2f,60.027801.2f,70.414470.2f,41.726770.2f,68.793956.2f,45.330823.2f,50.178436.2f,60.944415.2f
62.552984.2f,26.099524.2f,66.398500.2f,69.449101.2f,56.564102.2f,47.782574.2f,79.093867.2f,43.515343.2f,56.566644.2f,51.393935.2f
38.792535.2f,49.408434.2f,52.527901.2f,51.068987.2f,51.955555.2f,27.249362.2f,61.422606.2f,19.651609.2f,35.574127.2f,36.161613.2f
69.601763.2f,43.975305.2f,92.418748.2f,92.108492.2f,34.395693.2f,68.259341.2f,102.433044.2f,54.033624.2f,76.384054.2f,43.827899.2f
34.546711.2f,57.165982.2f,63.979264.2f,59.931770.2f,38.630186.2f,36.037049.2f,70.401693.2f,18.227210.2f,42.969956.2f,22.261558.2f
77.341735.2f,29.131717.2f,54.018721.2f,63.468276.2f,86.965512.2f,50.471482.2f,70.520144.2f,59.379315.2f,57.862831.2f,77.421662.2f
28.482198.2f,70.827561.2f,71.786649.2f,64.953933.2f,32.355984.2f,42.687078.2f,75.145001.2f,20.465823.2f,47.598789.2f,8.970734.2f
21.614518.2f,72.560467.2f,65.655546.2f,58.125349.2f,39.640315.2f,36.545212.2f,68.213631.2f,14.070647.2f,40.832601.2f,14.964218.2f
77.187708.2f,42.469151.2f,97.917904.2f,98.375314.2f,39.626102.2f,74.725974.2f,108.611647.2f,61.365313.2f,83.013697.2f,51.242627.2f
45.396454.2f,44.319123.2f,47.080200.2f,48.266204.2f,60.657868.2f,26.158624.2f,58.205386.2f,26.677239.2f,34.944228.2f,45.826642.2f
29.237386.2f,113.280525.2f,84.776860.2f,71.552278.2f,63.883224.2f,61.120449.2f,78.467299.2f,46.330046.2f,59.144799.2f,42.538549.2f
32.344770.2f,56.136123.2f,55.274350.2f,51.688319.2f,47.347827.2f,27.653918.2f,62.162201.2f,13.578823.2f,35.031282.2f,29.171847.2f
48.933846.2f,52.426349.2f,78.122689.2f,75.380707.2f,28.300952.2f,51.318043.2f,85.851025.2f,34.212479.2f,58.710316.2f,25.176903.2f
43.002053.2f,88.507426.2f,18.715387.2f,3.789622.2f,94.713586.2f,22.966728.2f,12.549841.2f,42.330918.2f,15.367900.2f,70.569765.2f
45.264562.2f,62.707937.2f,22.214588.2f,24.901385.2f,81.325525.2f,13.273104.2f,34.026581.2f,33.331623.2f,18.318769.2f,61.171655.2f
41.969469.2f,92.312719.2f,95.296441.2f,86.360247.2f,26.299104.2f,66.376690.2f,95.909485.2f,44.059091.2f,69.563429.2f,17.377544.2f
6.237873.2f,94.430071.2f,60.999216.2f,48.562329.2f,62.458626.2f,36.879005.2f,56.559018.2f,25.379846.2f,34.976743.2f,36.693053.2f
39.859235.2f,55.146544.2f,69.596928.2f,66.051636.2f,33.787558.2f,42.069210.2f,76.526413.2f,24.430307.2f,49.187074.2f,21.725459.2f
42.713530.2f,63.840647.2f,80.714918.2f,75.827732.2f,21.733169.2f,52.320006.2f,86.237260.2f,31.866087.2f,58.567065.2f,14.191336.2f
33.867962.2f,58.148166.2f,39.262766.2f,36.927263.2f,63.364102.2f,13.201234.2f,47.295188.2f,17.321439.2f,21.770242.2f,43.466842.2f
90.317220.2f,71.039933.2f,122.719175.2f,120.781525.2f,34.799923.2f,96.706330.2f,131.244346.2f,78.836247.2f,104.135795.2f,58.243165.2f
15.216384.2f,98.320898.2f,72.764171.2f,60.680049.2f,55.574370.2f,47.220081.2f,68.773387.2f,31.103464.2f,46.454914.2f,31.244938.2f
