1.803864.2f,52.870926.2f,33.336449.2f,39.624586.2f,61.970931.2f,60.664500.2f,72.863157.2f,79.819259.2f,20.369452.2f,69.988266.2f,26.407661.2f,46.274806.2f,89.175790.2f,55.001982.2f,45.197665.2f,35.986558.2f,25.958960.2f,28.422607.2f,46.019579.2f,67.579022.2f,71.834178.2f,84.972306.2f,77.667814.2f,49.490490.2f,40.356635.2f,82.067568.2f,42.551918.2f,55.183884.2f,8.484543.2f,48.160088.2f
57.923037.2f,60.983424.2f,89.862890.2f,20.843073.2f,6.740268.2f,42.620822.2f,25.481186.2f,73.536799.2f,43.119179.2f,96.784223.2f,45.607426.2f,42.751228.2f,88.115582.2f,54.058956.2f,97.537407.2f,93.056927.2f,68.967895.2f,35.491708.2f,29.299870.2f,95.043186.2f,32.377999.2f,48.046478.2f,95.224071.2f,33.574155.2f,35.570033.2f,51.240389.2f,34.231362.2f,60.647487.2f,65.337950.2f,22.981859.2f
35.381518.2f,21.040339.2f,53.300058.2f,27.045381.2f,47.248437.2f,28.398180.2f,49.533332.2f,46.454979.2f,15.937821.2f,51.148313.2f,7.862428.2f,62.370062.2f,57.266902.2f,21.186239.2f,55.355755.2f,57.188292.2f,26.222277.2f,41.223836.2f,20.469774.2f,49.168454.2f,44.785720.2f,54.756338.2f,52.939320.2f,20.545709.2f,53.380684.2f,50.299157.2f,54.438208.2f,22.708546.2f,35.607233.2f,52.233060.2f
47.211294.2f,59.173456.2f,80.021177.2f,15.248951.2f,17.718997.2f,45.221453.2f,35.151871.2f,75.771260.2f,34.818010.2f,93.168863.2f,38.980556.2f,33.045394.2f,89.854730.2f,53.613183.2f,88.843904.2f,83.037910.2f,61.156887.2f,23.808597.2f,28.543168.2f,91.240524.2f,40.166826.2f,56.153761.2f,93.394492.2f,33.850204.2f,24.964449.2f,57.999904.2f,24.012002.2f,59.392092.2f,55.158698.2f,14.306458.2f
18.517749.2f,61.077916.2f,16.579732.2f,57.290338.2f,79.959946.2f,74.255919.2f,89.868876.2f,88.458747.2f,36.150457.2f,68.230258.2f,39.769714.2f,61.100387.2f,95.499548.2f,65.493721.2f,31.547879.2f,18.429577.2f,26.387145.2f,45.754072.2f,61.805575.2f,65.823154.2f,87.903330.2f,99.952086.2f,78.809910.2f,64.442433.2f,56.619228.2f,96.117839.2f,58.953915.2f,63.772165.2f,11.252047.2f,65.759731.2f
93.773390.2f,43.482598.2f,90.372816.2f,87.057264.2f,98.743362.2f,60.141415.2f,88.782261.2f,32.265260.2f,79.324684.2f,30.999570.2f,71.126986.2f,126.354324.2f,19.607418.2f,48.218912.2f,79.282181.2f,93.790452.2f,68.551443.2f,105.293998.2f,73.421520.2f,32.740701.2f,78.982648.2f,74.148820.2f,16.619758.2f,68.498179.2f,117.259152.2f,65.801590.2f,118.153405.2f,42.688392.2f,88.931610.2f,114.305227.2f
32.408469.2f,59.485670.2f,4.191422.2f,66.967233.2f,90.056478.2f,77.431125.2f,97.412724.2f,85.890179.2f,44.475243.2f,57.679497.2f,45.266303.2f,76.721809.2f,90.550279.2f,65.806589.2f,15.374295.2f,8.141532.2f,24.071032.2f,59.909082.2f,68.242122.2f,55.387752.2f,93.903589.2f,104.120684.2f,70.057934.2f,69.681588.2f,71.595258.2f,99.159554.2f,73.854508.2f,62.348313.2f,23.026808.2f,79.574998.2f
50.022848.2f,46.132718.2f,30.449097.2f,71.720824.2f,93.594758.2f,69.686301.2f,95.677407.2f,68.308662.2f,50.783041.2f,31.446738.2f,46.904096.2f,94.134934.2f,69.408837.2f,54.668443.2f,17.501979.2f,33.245769.2f,24.702202.2f,74.196960.2f,67.113920.2f,29.346976.2f,89.635164.2f,96.081518.2f,45.171639.2f,66.311274.2f,87.151629.2f,89.522099.2f,89.076104.2f,48.832215.2f,41.141302.2f,91.673078.2f
22.630851.2f,53.570932.2f,56.198346.2f,20.993774.2f,40.677658.2f,50.944258.2f,54.426077.2f,77.048137.2f,17.971266.2f,80.968033.2f,25.777159.2f,30.146301.2f,89.167208.2f,51.754985.2f,66.688554.2f,58.968599.2f,41.684682.2f,8.753877.2f,33.016444.2f,78.733422.2f,55.808796.2f,70.780708.2f,84.957459.2f,38.123473.2f,21.685120.2f,69.876739.2f,23.252855.2f,54.965783.2f,31.160959.2f,25.821810.2f
24.806995.2f,36.713835.2f,28.255383.2f,45.965838.2f,68.735167.2f,53.140557.2f,74.083329.2f,63.958238.2f,23.881276.2f,47.058097.2f,22.068198.2f,67.086229.2f,70.800311.2f,42.065092.2f,31.074708.2f,32.202781.2f,3.010961.2f,46.759858.2f,44.744525.2f,44.638670.2f,69.963789.2f,79.835680.2f,55.646815.2f,45.693070.2f,59.784965.2f,74.896814.2f,61.653714.2f,39.487101.2f,18.233770.2f,64.202567.2f
29.676291.2f,27.936842.2f,36.954006.2f,41.434769.2f,63.454267.2f,44.661926.2f,67.085181.2f,55.284040.2f,21.311192.2f,43.199530.2f,16.615905.2f,68.185857.2f,62.729594.2f,33.158836.2f,37.765179.2f,40.923420.2f,8.916860.2f,47.063428.2f,37.863299.2f,40.862159.2f,62.300652.2f,71.474812.2f,49.830834.2f,38.114048.2f,60.155609.2f,66.289083.2f,61.778606.2f,30.674583.2f,25.232270.2f,62.670653.2f
38.187445.2f,38.084743.2f,27.607516.2f,58.675566.2f,80.827141.2f,59.530610.2f,83.948839.2f,63.237022.2f,37.525010.2f,35.932065.2f,33.917389.2f,81.466822.2f,67.108505.2f,45.677962.2f,22.161349.2f,31.329777.2f,11.534284.2f,61.212453.2f,54.949793.2f,33.525515.2f,78.546957.2f,86.329460.2f,47.061469.2f,54.686014.2f,74.235752.2f,80.354293.2f,76.106531.2f,40.943893.2f,30.042391.2f,78.444917.2f
31.165473.2f,49.736863.2f,14.072102.2f,60.946704.2f,83.941977.2f,68.508783.2f,89.905094.2f,76.016358.2f,38.418675.2f,49.166963.2f,37.777037.2f,76.082123.2f,80.728324.2f,56.306632.2f,16.163061.2f,17.977048.2f,14.938439.2f,57.523581.2f,60.573693.2f,46.808603.2f,85.783970.2f,95.324496.2f,60.896028.2f,61.514112.2f,69.968237.2f,90.075787.2f,72.087623.2f,52.606287.2f,21.703094.2f,76.455065.2f
45.537365.2f,65.068191.2f,12.768189.2f,78.621192.2f,101.670255.2f,85.593856.2f,107.744638.2f,89.890792.2f,56.047396.2f,55.210099.2f,55.647483.2f,89.873257.2f,92.500859.2f,72.463253.2f,6.436825.2f,12.974375.2f,32.434321.2f,72.975293.2f,78.405392.2f,53.169073.2f,103.441905.2f,112.466348.2f,69.034757.2f,79.193144.2f,84.752263.2f,106.864467.2f,87.004178.2f,67.930780.2f,36.081400.2f,92.531478.2f
30.032158.2f,24.800192.2f,47.122629.2f,29.533647.2f,51.141191.2f,34.685162.2f,54.944717.2f,51.369682.2f,12.919935.2f,50.643910.2f,5.272148.2f,60.925251.2f,61.324569.2f,26.591377.2f,49.865180.2f,50.991747.2f,20.526686.2f,39.542042.2f,25.625895.2f,48.503109.2f,50.682696.2f,60.999673.2f,54.195402.2f,26.414823.2f,52.241955.2f,56.586019.2f,53.545467.2f,26.910215.2f,29.526928.2f,52.720980.2f
46.042870.2f,60.293170.2f,79.141867.2f,16.214768.2f,19.881567.2f,47.040559.2f,37.430490.2f,77.460781.2f,34.610993.2f,93.866794.2f,39.207329.2f,30.783060.2f,91.456117.2f,54.980374.2f,88.325775.2f,82.090616.2f,60.951732.2f,21.927170.2f,30.054498.2f,91.904183.2f,42.417363.2f,58.404023.2f,94.427688.2f,35.448550.2f,22.683288.2f,60.174530.2f,21.734004.2f,60.605619.2f,54.198304.2f,12.260788.2f
27.264156.2f,39.947964.2f,23.944361.2f,51.244651.2f,74.045156.2f,57.782867.2f,79.312601.2f,66.823774.2f,29.039839.2f,45.843147.2f,27.374055.2f,70.866493.2f,72.742817.2f,45.984775.2f,25.755299.2f,27.923730.2f,4.233546.2f,50.979015.2f,49.971212.2f,43.413754.2f,75.034864.2f,84.574346.2f,55.648030.2f,50.769949.2f,63.890141.2f,79.416614.2f,65.838324.2f,42.785917.2f,19.284924.2f,68.898117.2f
75.583206.2f,61.145695.2f,104.530804.2f,35.598242.2f,16.146672.2f,36.928312.2f,7.306751.2f,64.690039.2f,57.001466.2f,98.110425.2f,56.356463.2f,65.492542.2f,79.390710.2f,52.427558.2f,109.359280.2f,108.090343.2f,79.993020.2f,56.911631.2f,34.030178.2f,96.813345.2f,17.312611.2f,29.365248.2f,93.097470.2f,34.962170.2f,58.318555.2f,35.129232.2f,57.015884.2f,59.779636.2f,81.493272.2f,45.698162.2f
32.239566.2f,22.337156.2f,47.365699.2f,31.649908.2f,52.795088.2f,34.061496.2f,55.714023.2f,49.196563.2f,15.758454.2f,47.914920.2f,8.007649.2f,63.758650.2f,58.828632.2f,24.794339.2f,49.145043.2f,51.282028.2f,20.032723.2f,42.377893.2f,26.552131.2f,45.794029.2f,50.980417.2f,60.660294.2f,51.354819.2f,26.754275.2f,55.059266.2f,55.912395.2f,56.347063.2f,24.562935.2f,31.078040.2f,55.356638.2f
49.627883.2f,60.964494.2f,82.505372.2f,17.291096.2f,16.356245.2f,46.190273.2f,34.372757.2f,76.906058.2f,37.286223.2f,95.256795.2f,41.329254.2f,33.542125.2f,91.103941.2f,55.171026.2f,91.341840.2f,85.511796.2f,63.617888.2f,25.763553.2f,29.997804.2f,93.350224.2f,39.946929.2f,55.910325.2f,95.239594.2f,35.175873.2f,25.867102.2f,58.112122.2f,24.706814.2f,61.097834.2f,57.628288.2f,14.196398.2f
78.962949.2f,36.740005.2f,71.361368.2f,80.133517.2f,95.835707.2f,59.590533.2f,89.538504.2f,39.873195.2f,67.790970.2f,10.852968.2f,60.072780.2f,115.878156.2f,33.305742.2f,44.444127.2f,59.444180.2f,74.608727.2f,52.108307.2f,94.489986.2f,68.415550.2f,12.699707.2f,80.524766.2f,79.675209.2f,4.850699.2f,64.451612.2f,107.166794.2f,71.491353.2f,108.400087.2f,37.328258.2f,72.896330.2f,106.403443.2f
88.251695.2f,34.385184.2f,90.818510.2f,75.441935.2f,84.814040.2f,46.018298.2f,73.621641.2f,16.411846.2f,71.244776.2f,38.000824.2f,63.007965.2f,116.400078.2f,4.712224.2f,36.542586.2f,82.229261.2f,94.538359.2f,65.811437.2f,95.921145.2f,61.076182.2f,38.891816.2f,63.696858.2f,58.117172.2f,23.777340.2f,55.793777.2f,107.152023.2f,49.786919.2f,107.791832.2f,32.707527.2f,84.909265.2f,102.776843.2f
47.133916.2f,10.780801.2f,53.087016.2f,45.186501.2f,63.440457.2f,33.999379.2f,61.686145.2f,37.232343.2f,32.491905.2f,32.788917.2f,24.517268.2f,80.366097.2f,44.242356.2f,18.768901.2f,49.374287.2f,57.036180.2f,25.663905.2f,59.019882.2f,35.468614.2f,30.934714.2f,54.627102.2f,60.172563.2f,34.672460.2f,32.965021.2f,71.551846.2f,53.649071.2f,72.736592.2f,13.649457.2f,43.662630.2f,70.839876.2f
84.995442.2f,36.849292.2f,80.787567.2f,80.917369.2f,94.322133.2f,56.430700.2f,85.948976.2f,32.104035.2f,71.479328.2f,21.889261.2f,63.386091.2f,119.040696.2f,22.989431.2f,42.880413.2f,69.777511.2f,84.202478.2f,59.306949.2f,97.806650.2f,67.942644.2f,23.452497.2f,76.449265.2f,73.551962.2f,7.131414.2f,63.365782.2f,110.059616.2f,65.214537.2f,111.078899.2f,36.563067.2f,79.829390.2f,107.911114.2f
50.779645.2f,10.524259.2f,54.978916.2f,48.753975.2f,66.431962.2f,35.311608.2f,63.793327.2f,35.102877.2f,36.459915.2f,29.376725.2f,28.480532.2f,84.324417.2f,41.118656.2f,19.437099.2f,50.108472.2f,58.889536.2f,28.209571.2f,62.983234.2f,38.453905.2f,27.637490.2f,56.326252.2f,60.882772.2f,30.712527.2f,35.561602.2f,75.496585.2f,54.014560.2f,76.667259.2f,13.172446.2f,46.949575.2f,74.635370.2f
54.572633.2f,18.661508.2f,53.019048.2f,57.232113.2f,75.426745.2f,43.930165.2f,72.759678.2f,38.829758.2f,43.008347.2f,20.744976.2f,35.502582.2f,91.122055.2f,41.672884.2f,27.816929.2f,45.583644.2f,56.764395.2f,28.962437.2f,69.730342.2f,47.441645.2f,18.838818.2f,65.109923.2f,68.852990.2f,24.918529.2f,44.624105.2f,82.520675.2f,61.645063.2f,83.838742.2f,20.881802.2f,49.314722.2f,82.542594.2f
15.531775.2f,61.350973.2f,20.223875.2f,54.963820.2f,77.434079.2f,73.340711.2f,87.885348.2f,88.765581.2f,34.411794.2f,70.400186.2f,38.687190.2f,57.478770.2f,96.309883.2f,65.296623.2f,35.098904.2f,21.969639.2f,27.597862.2f,42.424717.2f,60.218471.2f,67.980972.2f,86.275658.2f,98.695386.2f,80.535826.2f,63.116803.2f,53.101092.2f,95.128445.2f,55.447068.2f,63.982174.2f,9.742330.2f,62.456605.2f
63.524357.2f,44.531916.2f,90.046140.2f,24.960385.2f,18.691477.2f,21.205991.2f,11.100578.2f,51.090505.2f,43.315475.2f,81.527040.2f,41.259316.2f,63.437535.2f,65.865142.2f,35.982176.2f,93.707257.2f,93.745824.2f,64.397801.2f,49.849009.2f,18.312935.2f,80.180819.2f,10.030856.2f,25.847254.2f,77.109147.2f,18.356791.2f,54.931112.2f,27.626818.2f,54.278094.2f,43.290940.2f,68.220972.2f,44.669158.2f
46.622997.2f,61.220304.2f,16.185228.2f,77.563337.2f,100.489385.2f,82.549294.2f,105.677614.2f,85.480751.2f,55.091890.2f,49.892120.2f,53.916374.2f,91.407149.2f,87.646963.2f,68.918186.2f,1.172895.2f,17.367018.2f,30.221704.2f,73.699073.2f,76.362333.2f,47.873325.2f,100.957151.2f,109.402945.2f,63.811221.2f,76.799008.2f,85.835484.2f,103.556763.2f,88.028360.2f,64.062427.2f,37.041560.2f,92.930048.2f
51.748795.2f,46.382519.2f,80.983489.2f,11.806361.2f,13.578599.2f,28.816779.2f,22.060189.2f,59.703349.2f,33.357104.2f,82.443742.2f,33.775123.2f,49.410925.2f,74.100900.2f,39.430480.2f,86.801047.2f,84.468488.2f,57.603258.2f,35.633202.2f,14.753959.2f,80.763195.2f,24.356227.2f,40.158700.2f,80.590559.2f,18.945972.2f,40.733280.2f,41.272148.2f,40.198326.2f,46.007936.2f,57.636993.2f,31.274382.2f
76.457718.2f,29.545753.2f,72.962588.2f,73.559427.2f,88.085524.2f,51.092704.2f,80.975484.2f,30.832452.2f,63.204324.2f,17.036427.2f,55.174383.2f,110.947796.2f,25.687623.2f,36.480643.2f,62.687493.2f,76.465651.2f,50.846766.2f,89.654547.2f,61.105510.2f,17.886029.2f,71.802707.2f,70.560239.2f,5.082165.2f,56.820792.2f,102.030621.2f,62.357608.2f,103.111297.2f,29.672751.2f,71.318371.2f,100.321927.2f
31.951449.2f,49.068603.2f,14.903596.2f,61.118399.2f,84.078397.2f,68.125177.2f,89.811381.2f,75.236978.2f,38.629874.2f,48.062988.2f,37.748080.2f,76.837618.2f,79.817869.2f,55.750640.2f,15.822087.2f,18.768020.2f,14.616304.2f,58.139785.2f,60.471701.2f,45.706871.2f,85.575192.2f,94.961568.2f,59.836955.2f,61.311655.2f,70.642209.2f,89.639719.2f,72.746617.2f,51.940815.2f,22.538139.2f,76.974281.2f
53.824788.2f,65.543111.2f,22.453406.2f,84.324084.2f,107.161854.2f,87.811475.2f,111.786231.2f,88.664610.2f,61.941575.2f,50.037844.2f,60.380804.2f,98.576787.2f,89.707524.2f,73.628727.2f,7.616917.2f,22.798156.2f,36.559921.2f,80.905634.2f,82.545433.2f,48.239234.2f,106.729362.2f,114.577945.2f,64.515422.2f,82.705994.2f,93.043774.2f,108.455250.2f,95.238307.2f,68.334971.2f,44.246216.2f,100.104808.2f
62.233034.2f,25.862000.2f,56.529202.2f,66.237053.2f,84.026690.2f,51.011940.2f,80.439891.2f,40.554393.2f,51.871186.2f,11.738238.2f,44.491976.2f,99.961376.2f,40.080595.2f,34.857092.2f,46.624056.2f,60.033556.2f,35.462750.2f,78.580467.2f,56.070871.2f,9.997584.2f,72.349561.2f,74.699194.2f,17.864609.2f,52.951502.2f,91.432484.2f,67.088508.2f,92.786424.2f,27.550684.2f,56.223524.2f,91.603561.2f
60.738598.2f,48.476832.2f,89.072046.2f,20.978289.2f,12.041237.2f,26.870502.2f,12.803988.2f,57.394817.2f,41.610757.2f,85.343918.2f,40.896397.2f,57.045397.2f,72.120093.2f,40.433141.2f,93.950475.2f,92.650798.2f,64.593776.2f,44.649312.2f,18.968176.2f,83.857694.2f,16.166882.2f,32.151652.2f,81.889260.2f,20.959610.2f,48.750933.2f,34.492609.2f,47.959974.2f,47.561878.2f,66.256149.2f,37.998184.2f
