79.628381.2f,78.289889.2f,65.105043.2f,37.598607.2f,71.721122.2f,95.772318.2f,75.932879.2f,44.618022.2f,16.464711.2f,73.574449.2f
19.519708.2f,105.946706.2f,6.555763.2f,26.466033.2f,55.015870.2f,81.987852.2f,19.711725.2f,80.246621.2f,65.023828.2f,34.736773.2f
87.483186.2f,73.869541.2f,73.778174.2f,45.322659.2f,74.951327.2f,97.340756.2f,84.859967.2f,40.739148.2f,14.824991.2f,79.413186.2f
42.254583.2f,92.635243.2f,60.507965.2f,62.319018.2f,31.382517.2f,40.503302.2f,68.522864.2f,84.387991.2f,87.828171.2f,23.160480.2f
85.534034.2f,34.195959.2f,81.981072.2f,52.412442.2f,48.024368.2f,61.649559.2f,95.404608.2f,5.310471.2f,28.705898.2f,64.945515.2f
97.061052.2f,35.663357.2f,104.672344.2f,84.092229.2f,44.360880.2f,28.526824.2f,117.348824.2f,53.795421.2f,77.632899.2f,69.120355.2f
95.760646.2f,24.269578.2f,92.998237.2f,63.590523.2f,54.631786.2f,63.571598.2f,106.448906.2f,9.455119.2f,37.650652.2f,73.853542.2f
31.611243.2f,108.824371.2f,10.781761.2f,24.770171.2f,63.510252.2f,91.275963.2f,20.324034.2f,80.430266.2f,61.299370.2f,45.802751.2f
55.884062.2f,75.166268.2f,70.378045.2f,63.383200.2f,19.634480.2f,21.617104.2f,80.624888.2f,71.595947.2f,80.568864.2f,29.642248.2f
41.070973.2f,84.099775.2f,30.514274.2f,1.571693.2f,45.960612.2f,73.966774.2f,43.595640.2f,55.644128.2f,39.286401.2f,37.681680.2f
52.534882.2f,73.564223.2f,43.076554.2f,12.253370.2f,45.055486.2f,71.784970.2f,56.062662.2f,43.655273.2f,27.174960.2f,43.764112.2f
72.678803.2f,42.246602.2f,78.513726.2f,57.749061.2f,21.004477.2f,26.261935.2f,91.415496.2f,40.344326.2f,57.212848.2f,45.560712.2f
26.123426.2f,115.857847.2f,5.303103.2f,33.186158.2f,66.549880.2f,93.548239.2f,10.749626.2f,88.647833.2f,70.673492.2f,46.032327.2f
36.693738.2f,75.000031.2f,39.062074.2f,23.978703.2f,24.376225.2f,52.507972.2f,52.088150.2f,53.981775.2f,49.300649.2f,18.624364.2f
