82.222678.2f,65.760284.2f,74.737697.2f,90.438832.2f,92.644518.2f,34.847454.2f,21.724367.2f,94.207717.2f,25.507074.2f,64.664412.2f,84.502958.2f,84.384916.2f,8.024157.2f,92.762014.2f,76.363202.2f,24.382624.2f,65.857659.2f,79.450925.2f,101.754674.2f,96.549158.2f
74.600136.2f,60.946186.2f,41.814896.2f,58.270931.2f,71.528065.2f,66.791192.2f,59.878473.2f,71.231734.2f,33.589087.2f,54.840783.2f,75.734725.2f,47.470344.2f,60.211717.2f,93.730437.2f,53.879421.2f,34.261759.2f,23.181943.2f,52.720536.2f,88.112343.2f,90.224410.2f
63.286063.2f,47.646255.2f,38.669821.2f,56.067772.2f,65.011550.2f,47.658200.2f,40.857586.2f,65.481368.2f,17.132056.2f,42.536596.2f,64.868784.2f,47.172466.2f,42.664617.2f,80.839263.2f,46.611053.2f,19.832069.2f,24.592356.2f,47.352998.2f,79.565779.2f,79.322593.2f
9.217819.2f,11.564945.2f,28.972139.2f,27.731439.2f,17.580879.2f,50.581813.2f,58.361258.2f,20.032324.2f,62.533091.2f,12.900198.2f,10.248916.2f,32.887036.2f,71.127878.2f,29.240665.2f,14.922185.2f,67.310533.2f,44.712494.2f,19.615167.2f,25.532250.2f,24.790469.2f
68.171663.2f,53.344982.2f,71.214703.2f,84.254404.2f,82.090160.2f,15.382493.2f,9.034249.2f,84.157641.2f,36.231533.2f,54.441771.2f,70.570520.2f,80.844112.2f,14.619951.2f,75.068159.2f,68.553708.2f,38.077803.2f,68.024342.2f,72.721853.2f,87.816378.2f,80.707996.2f
60.894082.2f,59.981090.2f,90.919058.2f,93.653556.2f,80.236484.2f,49.296890.2f,61.805744.2f,83.110209.2f,88.000098.2f,66.234278.2f,62.525885.2f,97.526997.2f,73.411002.2f,49.806524.2f,79.336659.2f,91.619292.2f,99.719814.2f,84.548263.2f,73.031941.2f,61.178983.2f
61.605103.2f,54.211217.2f,82.823221.2f,89.832546.2f,80.281764.2f,29.389309.2f,40.326516.2f,83.004351.2f,68.200754.2f,59.131994.2f,63.779594.2f,90.987706.2f,50.652173.2f,58.063802.2f,73.993477.2f,71.283543.2f,87.509737.2f,79.173996.2f,78.281132.2f,67.715322.2f
60.507572.2f,43.654419.2f,50.902982.2f,66.417178.2f,69.184547.2f,25.711888.2f,16.874365.2f,70.601152.2f,13.470167.2f,41.569766.2f,62.654842.2f,60.603263.2f,20.892213.2f,73.716021.2f,52.465968.2f,17.399835.2f,43.929639.2f,55.443169.2f,79.575500.2f,75.718220.2f
33.453963.2f,26.501344.2f,56.766571.2f,61.865862.2f,51.859788.2f,26.074399.2f,38.858311.2f,54.569205.2f,58.750960.2f,32.194360.2f,35.716118.2f,64.091051.2f,52.895200.2f,34.505639.2f,46.400897.2f,63.064041.2f,64.990241.2f,51.646738.2f,51.281949.2f,41.919985.2f
37.743827.2f,38.306115.2f,69.280427.2f,70.754989.2f,57.089613.2f,41.402864.2f,54.666514.2f,59.962674.2f,76.105407.2f,44.865319.2f,39.387060.2f,75.234866.2f,68.327898.2f,28.564903.2f,56.940655.2f,80.371430.2f,80.019500.2f,62.081037.2f,50.764107.2f,39.260031.2f
29.176770.2f,45.518654.2f,54.463810.2f,41.062603.2f,24.443694.2f,82.068807.2f,91.687120.2f,25.244093.2f,97.259334.2f,47.702786.2f,26.827139.2f,52.003573.2f,105.057126.2f,29.624234.2f,42.202242.2f,102.015108.2f,73.068676.2f,43.240545.2f,9.496454.2f,18.736970.2f
