32.279465.2f,94.706652.2f,100.723508.2f,83.476121.2f,82.876529.2f,56.634627.2f,44.615384.2f,86.098267.2f,60.644847.2f,62.287080.2f
41.607859.2f,55.966958.2f,79.820412.2f,47.217455.2f,104.743604.2f,15.670610.2f,56.281134.2f,39.201158.2f,53.327073.2f,57.487682.2f
17.293978.2f,63.962976.2f,81.410331.2f,52.775365.2f,91.796149.2f,10.235988.2f,39.988614.2f,49.863465.2f,44.768020.2f,48.766557.2f
85.646749.2f,39.405097.2f,12.011423.2f,44.342480.2f,48.998205.2f,88.618412.2f,61.688819.2f,54.660782.2f,47.939703.2f,44.926594.2f
30.823454.2f,39.946134.2f,59.712735.2f,29.041789.2f,81.712281.2f,18.825697.2f,35.262854.2f,25.797650.2f,30.189433.2f,34.333731.2f
60.833365.2f,13.659606.2f,19.834247.2f,13.495114.2f,60.208560.2f,58.798891.2f,43.087992.2f,24.474237.2f,26.476770.2f,26.020488.2f
43.514920.2f,75.113296.2f,70.737754.2f,66.278492.2f,42.189112.2f,66.710161.2f,25.703903.2f,73.846897.2f,39.077344.2f,37.813628.2f
80.707999.2f,41.539776.2f,15.545065.2f,44.362142.2f,40.968674.2f,85.906686.2f,55.674565.2f,55.320919.2f,43.164793.2f,39.740820.2f
31.103619.2f,34.989525.2f,50.620069.2f,23.433732.2f,70.295798.2f,28.481765.2f,26.259655.2f,25.041019.2f,18.710236.2f,22.824934.2f
31.936885.2f,34.351032.2f,50.841733.2f,22.816559.2f,71.682551.2f,27.894529.2f,27.894419.2f,23.793546.2f,20.084527.2f,24.155762.2f
35.492073.2f,53.014418.2f,52.095717.2f,43.972283.2f,43.573399.2f,52.155524.2f,8.324392.2f,51.737132.2f,16.770606.2f,15.768573.2f
71.867710.2f,81.724025.2f,66.767308.2f,76.427975.2f,16.934945.2f,92.001201.2f,47.730956.2f,86.566737.2f,52.885289.2f,49.486275.2f
6.958517.2f,70.893910.2f,84.147068.2f,59.347345.2f,85.316335.2f,24.704239.2f,34.275622.2f,58.954568.2f,44.284062.2f,47.667119.2f
23.973230.2f,79.427368.2f,83.872058.2f,68.516311.2f,67.711086.2f,50.084848.2f,27.887095.2f,72.437014.2f,44.264235.2f,45.592894.2f
59.110619.2f,14.419718.2f,21.170594.2f,12.785089.2f,59.772081.2f,57.326804.2f,41.434749.2f,23.975358.2f,24.815741.2f,24.463549.2f
15.700509.2f,71.560816.2f,78.032615.2f,60.430401.2f,68.043720.2f,41.533100.2f,22.143576.2f,63.775173.2f,37.569694.2f,39.505003.2f
47.197290.2f,27.307169.2f,51.801411.2f,19.036317.2f,85.090873.2f,32.483227.2f,46.036775.2f,10.763921.2f,35.166322.2f,38.523093.2f
8.523122.2f,58.420660.2f,72.149504.2f,46.869544.2f,78.347555.2f,19.934022.2f,26.479429.2f,46.896485.2f,33.151582.2f,36.870914.2f
39.909259.2f,66.293399.2f,62.638305.2f,57.506196.2f,40.389543.2f,61.115570.2f,18.039508.2f,65.262977.2f,30.328818.2f,28.993714.2f
66.015775.2f,40.455823.2f,23.124247.2f,38.926008.2f,33.544003.2f,74.022287.2f,40.162387.2f,50.238878.2f,29.313578.2f,25.434302.2f
44.529697.2f,22.639129.2f,43.469007.2f,11.659147.2f,74.471207.2f,36.080724.2f,37.825274.2f,11.412949.2f,25.189921.2f,28.263268.2f
28.810488.2f,81.121594.2f,83.861367.2f,70.483000.2f,64.307090.2f,54.835228.2f,28.603798.2f,75.090127.2f,45.220917.2f,46.085031.2f
85.138899.2f,33.646412.2f,7.502859.2f,39.978082.2f,55.474800.2f,85.918251.2f,62.645055.2f,49.640809.2f,47.753371.2f,45.249512.2f
42.312243.2f,94.397587.2f,94.804065.2f,84.063133.2f,67.300710.2f,68.433456.2f,41.499004.2f,89.169421.2f,57.986421.2f,58.271066.2f
43.816843.2f,55.980822.2f,50.580264.2f,48.194083.2f,34.895726.2f,60.840416.2f,17.001094.2f,57.079994.2f,22.007875.2f,19.449645.2f
70.904411.2f,6.264392.2f,22.476297.2f,16.913070.2f,72.018241.2f,64.338488.2f,55.936938.2f,23.123838.2f,39.369460.2f,39.418998.2f
61.161625.2f,5.565005.2f,26.761801.2f,7.277543.2f,69.621339.2f,55.002547.2f,47.355977.2f,16.035366.2f,31.059891.2f,31.785503.2f
