63.814278.2f,62.745963.2f,107.739225.2f,72.383402.2f,37.873537.2f,84.973720.2f,70.110848.2f,64.604955.2f,29.714393.2f,102.149087.2f,87.460527.2f,101.519804.2f,28.940088.2f,28.431961.2f,25.273202.2f,56.783826.2f,13.761139.2f,89.477570.2f,93.036388.2f,39.253528.2f
54.256470.2f,41.125390.2f,85.146496.2f,72.118568.2f,13.940919.2f,81.341374.2f,42.167119.2f,65.671294.2f,44.144054.2f,80.242661.2f,76.696037.2f,80.427813.2f,21.684950.2f,9.643835.2f,26.794906.2f,38.498521.2f,14.307634.2f,67.194503.2f,69.694089.2f,11.464897.2f
29.862997.2f,42.522322.2f,40.059314.2f,41.490952.2f,65.999256.2f,32.029506.2f,78.404437.2f,45.779939.2f,75.838795.2f,34.514665.2f,10.474510.2f,30.554433.2f,64.494393.2f,70.976014.2f,68.005572.2f,41.228976.2f,86.395197.2f,34.290868.2f,39.606356.2f,78.556334.2f
64.781229.2f,41.253158.2f,78.296688.2f,87.069534.2f,24.130023.2f,93.614907.2f,22.035744.2f,81.800159.2f,66.270970.2f,74.740538.2f,83.892107.2f,76.086304.2f,40.958963.2f,29.012983.2f,47.832136.2f,43.809845.2f,36.121121.2f,62.181200.2f,62.724409.2f,11.816993.2f
12.525720.2f,22.563833.2f,45.320861.2f,36.612804.2f,43.047675.2f,35.709309.2f,60.649732.2f,36.684114.2f,56.902130.2f,38.848891.2f,21.634589.2f,36.411915.2f,41.816821.2f,47.807329.2f,46.150511.2f,18.635889.2f,63.368131.2f,30.403923.2f,36.302118.2f,56.041010.2f
23.787780.2f,53.269767.2f,71.664553.2f,8.782957.2f,64.824998.2f,6.944426.2f,90.962306.2f,15.696698.2f,53.159028.2f,65.495122.2f,22.976015.2f,61.971437.2f,54.356257.2f,65.257462.2f,53.710302.2f,46.099470.2f,76.299350.2f,60.663483.2f,66.651266.2f,78.946012.2f
58.256929.2f,60.367543.2f,105.036336.2f,65.232921.2f,37.542037.2f,78.119912.2f,72.034555.2f,57.387822.2f,22.007985.2f,99.232927.2f,81.748023.2f,98.318207.2f,25.231328.2f,28.053934.2f,19.872167.2f,53.557273.2f,17.280874.2f,86.838741.2f,90.777698.2f,41.631046.2f
22.582207.2f,12.461443.2f,39.218139.2f,47.972424.2f,37.703253.2f,47.540786.2f,49.599857.2f,47.195242.2f,61.440666.2f,33.037231.2f,31.744131.2f,31.712597.2f,41.518573.2f,44.400888.2f,47.522952.2f,13.551397.2f,60.985513.2f,21.953480.2f,27.311893.2f,49.167095.2f
9.219471.2f,31.503316.2f,51.216537.2f,28.180045.2f,49.221035.2f,26.388096.2f,69.651022.2f,29.466898.2f,55.352943.2f,44.787683.2f,15.124672.2f,41.784194.2f,44.765465.2f,52.635205.2f,47.636458.2f,26.187535.2f,67.098101.2f,38.113225.2f,44.107257.2f,62.815387.2f
80.441497.2f,55.156795.2f,87.115080.2f,103.126064.2f,40.223809.2f,109.350957.2f,24.479169.2f,97.910185.2f,81.045415.2f,84.482893.2f,98.618990.2f,86.421460.2f,56.651593.2f,44.406183.2f,63.133166.2f,58.946081.2f,48.297248.2f,72.717468.2f,72.132297.2f,27.164488.2f
58.472487.2f,36.164944.2f,19.912067.2f,82.781191.2f,59.423921.2f,79.094136.2f,44.142171.2f,83.006873.2f,95.295228.2f,20.121182.2f,58.557766.2f,23.777356.2f,71.262832.2f,68.691358.2f,78.753973.2f,44.895495.2f,85.009319.2f,16.967281.2f,11.201425.2f,64.028312.2f
51.206535.2f,33.311243.2f,13.289925.2f,74.512895.2f,59.121644.2f,69.879941.2f,50.228756.2f,75.382568.2f,91.056729.2f,10.936783.2f,48.930390.2f,14.061775.2f,68.686290.2f,67.913264.2f,75.691122.2f,40.910250.2f,84.648364.2f,8.369224.2f,2.910126.2f,65.846183.2f
52.371794.2f,33.307649.2f,75.548223.2f,73.407333.2f,10.075771.2f,80.825830.2f,30.880229.2f,67.822123.2f,52.367984.2f,71.041110.2f,73.093783.2f,71.630268.2f,26.547461.2f,14.932529.2f,33.632893.2f,33.138908.2f,25.977319.2f,58.012250.2f,59.912248.2f,4.317657.2f
32.706464.2f,7.427279.2f,51.827472.2f,57.712589.2f,19.946499.2f,61.379530.2f,34.573468.2f,54.358733.2f,55.418957.2f,46.635725.2f,49.451752.2f,46.664273.2f,30.106154.2f,28.315575.2f,37.820178.2f,10.394563.2f,45.126804.2f,33.654239.2f,36.786217.2f,30.027351.2f
71.987585.2f,66.464911.2f,111.275630.2f,82.824356.2f,39.739038.2f,94.895529.2f,67.188806.2f,75.182453.2f,41.318751.2f,106.053859.2f,95.634045.2f,105.855297.2f,35.918535.2f,31.267939.2f,34.347592.2f,61.857485.2f,14.443467.2f,93.107046.2f,96.059629.2f,36.838878.2f
23.761999.2f,52.253103.2f,67.524539.2f,14.076693.2f,65.982756.2f,5.306144.2f,90.282089.2f,20.687121.2f,57.517746.2f,61.463168.2f,18.194010.2f,57.828012.2f,56.764060.2f,67.147821.2f,56.782539.2f,45.771459.2f,79.011900.2f,57.399124.2f,63.347856.2f,80.062611.2f
59.826539.2f,30.203639.2f,45.696097.2f,85.651271.2f,41.565428.2f,86.481176.2f,17.521047.2f,83.369565.2f,84.348573.2f,43.891525.2f,69.640626.2f,46.469868.2f,57.621619.2f,51.017320.2f,65.735641.2f,39.081478.2f,65.471065.2f,33.788028.2f,31.623471.2f,41.459109.2f
30.980545.2f,58.320012.2f,68.691059.2f,19.911183.2f,73.516085.2f,5.466603.2f,96.466763.2f,27.401445.2f,64.973394.2f,62.948740.2f,19.082673.2f,59.092631.2f,64.697017.2f,74.959841.2f,64.739548.2f,52.484071.2f,86.970140.2f,60.477292.2f,66.290550.2f,87.549979.2f
2.099586.2f,29.996175.2f,56.219289.2f,26.071528.2f,44.088634.2f,28.077210.2f,67.690191.2f,25.484101.2f,48.346427.2f,49.743776.2f,21.672598.2f,47.062410.2f,38.125856.2f,46.668506.2f,40.643601.2f,22.959830.2f,60.583358.2f,41.657889.2f,47.550396.2f,57.986553.2f
59.560064.2f,37.165100.2f,76.216585.2f,81.576116.2f,18.550868.2f,88.325023.2f,24.214043.2f,76.249907.2f,61.116278.2f,72.302301.2f,79.143113.2f,73.384992.2f,35.494746.2f,23.726296.2f,42.511267.2f,38.969719.2f,32.349240.2f,59.512575.2f,60.543896.2f,7.004091.2f
6.397104.2f,35.936709.2f,60.332972.2f,20.259014.2f,48.689573.2f,22.560660.2f,73.527613.2f,20.466907.2f,47.696045.2f,53.887714.2f,20.388054.2f,50.943546.2f,40.930676.2f,50.444417.2f,42.377636.2f,28.680727.2f,63.448236.2f,46.640704.2f,52.596685.2f,62.728204.2f
67.085592.2f,48.850383.2f,89.814596.2f,86.465903.2f,24.506011.2f,94.999821.2f,36.577014.2f,80.246193.2f,58.329562.2f,85.671537.2f,88.470170.2f,86.531818.2f,36.505125.2f,24.167375.2f,41.620376.2f,48.724864.2f,24.426090.2f,72.748147.2f,74.123756.2f,11.490045.2f
35.720733.2f,65.090752.2f,88.943080.2f,10.477216.2f,70.260644.2f,21.300355.2f,101.017016.2f,12.561331.2f,45.907536.2f,82.662386.2f,40.850158.2f,79.286752.2f,56.049476.2f,68.233633.2f,52.804279.2f,56.619485.2f,75.765823.2f,76.752506.2f,82.746007.2f,84.021739.2f
33.052096.2f,20.522695.2f,65.540409.2f,54.561632.2f,9.662370.2f,61.489848.2f,41.028453.2f,49.495533.2f,42.545064.2f,60.055673.2f,54.437268.2f,59.663015.2f,16.126193.2f,15.081666.2f,24.113860.2f,15.948814.2f,31.820543.2f,47.279463.2f,50.826399.2f,23.574826.2f
14.508818.2f,22.206390.2f,43.310656.2f,38.264536.2f,43.798973.2f,36.791687.2f,60.121882.2f,38.541164.2f,58.817792.2f,36.838195.2f,21.598757.2f,34.402652.2f,43.267333.2f,48.878055.2f,47.796110.2f,19.131313.2f,64.623092.2f,28.506031.2f,34.426661.2f,56.569366.2f
44.499814.2f,36.841515.2f,13.943002.2f,64.620208.2f,64.067488.2f,57.751888.2f,63.001834.2f,66.906318.2f,88.672369.2f,7.894686.2f,36.046292.2f,4.292102.2f,69.778539.2f,71.783860.2f,75.729981.2f,41.586290.2f,88.588185.2f,13.069747.2f,15.752195.2f,73.349293.2f
25.329981.2f,54.837655.2f,79.231318.2f,2.425453.2f,61.675898.2f,16.828135.2f,91.187682.2f,5.543880.2f,43.613068.2f,72.885267.2f,32.513356.2f,69.629873.2f,48.831253.2f,60.587993.2f,46.795314.2f,46.534796.2f,69.797331.2f,66.540128.2f,72.524025.2f,75.653205.2f
44.056034.2f,25.197903.2f,20.260677.2f,68.171070.2f,51.393320.2f,64.702948.2f,46.169696.2f,68.505917.2f,82.935173.2f,15.843451.2f,44.621651.2f,17.301334.2f,60.522631.2f,60.025112.2f,67.504206.2f,32.727692.2f,76.815559.2f,3.878240.2f,5.281030.2f,58.846549.2f
12.095764.2f,33.433376.2f,68.204324.2f,25.854952.2f,37.504495.2f,34.396848.2f,67.616644.2f,21.027224.2f,34.228378.2f,61.765132.2f,34.972899.2f,59.518167.2f,26.776327.2f,37.398981.2f,27.580921.2f,24.236383.2f,49.130334.2f,52.065761.2f,57.619196.2f,51.568747.2f
36.466244.2f,52.872524.2f,92.219598.2f,35.819581.2f,43.416656.2f,49.515126.2f,79.542420.2f,27.860641.2f,10.585358.2f,85.841878.2f,57.559039.2f,83.809608.2f,25.604584.2f,37.661262.2f,19.115514.2f,43.666371.2f,40.504263.2f,75.354858.2f,80.573822.2f,54.934090.2f
73.702402.2f,59.708411.2f,102.312910.2f,90.077667.2f,33.128585.2f,100.167727.2f,50.207347.2f,83.155518.2f,55.442421.2f,97.859263.2f,96.331144.2f,98.428557.2f,39.280025.2f,28.757128.2f,41.961017.2f,57.955883.2f,19.798271.2f,84.831463.2f,86.650055.2f,23.404703.2f
49.704107.2f,27.895518.2f,69.199306.2f,72.160260.2f,10.629734.2f,78.526546.2f,26.402626.2f,67.121200.2f,55.447022.2f,64.808386.2f,69.261308.2f,65.524310.2f,28.658251.2f,18.685380.2f,36.381655.2f,29.078942.2f,31.935090.2f,51.814942.2f,53.537442.2f,9.798825.2f
53.217485.2f,24.666247.2f,37.389851.2f,79.006146.2f,42.063014.2f,78.809363.2f,25.883256.2f,77.365771.2f,82.174060.2f,35.060733.2f,61.157975.2f,37.442705.2f,56.278613.2f,51.573771.2f,64.231219.2f,34.023720.2f,67.209264.2f,24.551014.2f,22.700911.2f,44.944377.2f
44.492797.2f,47.092251.2f,91.358378.2f,54.216464.2f,27.309377.2f,66.167972.2f,63.786552.2f,46.699456.2f,19.035464.2f,85.456985.2f,68.114261.2f,84.417568.2f,11.654584.2f,18.843327.2f,5.913865.2f,39.781256.2f,18.514626.2f,73.241230.2f,77.408383.2f,35.523729.2f
32.548343.2f,59.734738.2f,89.393220.2f,14.909191.2f,60.826867.2f,29.309667.2f,93.622766.2f,8.988144.2f,33.679578.2f,82.951460.2f,44.723774.2f,79.969009.2f,45.379715.2f,57.780252.2f,41.357385.2f,50.651747.2f,64.123868.2f,75.322290.2f,81.202365.2f,74.179568.2f
49.789724.2f,24.254118.2f,28.686110.2f,75.144703.2f,46.579163.2f,73.477053.2f,34.903853.2f,74.366363.2f,83.428094.2f,26.045909.2f,54.606194.2f,28.395938.2f,58.773094.2f,55.858516.2f,66.406311.2f,33.420080.2f,72.166398.2f,15.758824.2f,13.672544.2f,51.544547.2f
44.472030.2f,25.871632.2f,19.571582.2f,68.487109.2f,52.083495.2f,64.882930.2f,46.677197.2f,68.890968.2f,83.537831.2f,15.190293.2f,44.695930.2f,16.718829.2f,61.183281.2f,60.712697.2f,68.150480.2f,33.359587.2f,77.504284.2f,3.554570.2f,4.652549.2f,59.522816.2f
64.625462.2f,50.425416.2f,93.484642.2f,81.920203.2f,23.721630.2f,91.516870.2f,44.472575.2f,75.243983.2f,50.365069.2f,88.883604.2f,87.065861.2f,89.338116.2f,31.113896.2f,19.804093.2f,34.911140.2f,48.547101.2f,15.456226.2f,75.834030.2f,77.867239.2f,15.117968.2f
40.162105.2f,10.680575.2f,41.505628.2f,65.985785.2f,30.945448.2f,67.162591.2f,29.915049.2f,63.815679.2f,68.375320.2f,37.154770.2f,51.558581.2f,38.102601.2f,43.101324.2f,40.105820.2f,50.862725.2f,19.922255.2f,56.571087.2f,24.250715.2f,25.875782.2f,37.479822.2f
66.695798.2f,43.917393.2f,81.414824.2f,88.514553.2f,25.261422.2f,95.437886.2f,24.726327.2f,83.048896.2f,66.076961.2f,77.824809.2f,86.228548.2f,79.136394.2f,41.394410.2f,29.175270.2f,47.945042.2f,46.072018.2f,34.785469.2f,65.231508.2f,65.831455.2f,11.908203.2f
