40.809334.2f,40.860808.2f,71.300955.2f,11.773471.2f,46.533496.2f,30.955491.2f,48.327719.2f,38.267433.2f,36.862872.2f,46.532939.2f,25.568653.2f,57.028535.2f,20.538635.2f,49.189526.2f,49.058479.2f,68.908990.2f,52.325098.2f,20.174648.2f,25.173647.2f,83.238437.2f,42.008331.2f,65.836620.2f,48.459342.2f,52.477626.2f,40.690907.2f,48.521079.2f,73.813273.2f,38.299546.2f,6.242068.2f,39.669390.2f
45.025947.2f,48.613167.2f,63.798574.2f,4.911577.2f,50.951502.2f,23.001901.2f,43.580657.2f,41.646756.2f,29.672825.2f,44.290062.2f,33.296432.2f,55.708372.2f,12.594173.2f,42.443396.2f,41.516337.2f,62.212303.2f,46.218494.2f,12.323315.2f,32.763875.2f,76.254388.2f,34.015767.2f,64.419190.2f,43.400945.2f,45.464496.2f,35.169351.2f,55.632877.2f,75.858183.2f,46.291855.2f,10.316216.2f,32.541230.2f
42.798971.2f,54.808060.2f,53.221481.2f,8.121932.2f,48.752086.2f,20.785774.2f,49.973747.2f,38.187801.2f,31.134306.2f,32.883356.2f,40.021432.2f,44.954135.2f,9.486613.2f,30.386788.2f,31.300385.2f,50.061724.2f,33.509608.2f,8.409330.2f,43.801230.2f,64.494961.2f,27.081796.2f,53.415873.2f,30.384170.2f,33.832010.2f,40.619270.2f,59.300563.2f,68.900389.2f,55.693148.2f,16.399050.2f,21.278589.2f
51.036626.2f,41.769535.2f,81.439380.2f,23.561578.2f,56.277897.2f,37.310774.2f,43.743456.2f,49.576720.2f,39.253043.2f,60.574722.2f,28.174385.2f,70.929140.2f,30.025184.2f,60.986602.2f,59.248154.2f,80.733850.2f,64.895355.2f,30.099532.2f,18.295206.2f,94.552949.2f,50.122857.2f,79.738381.2f,61.836044.2f,63.832680.2f,38.328659.2f,52.163360.2f,85.766333.2f,33.812872.2f,19.899612.2f,50.894372.2f
31.220151.2f,62.996465.2f,82.173399.2f,62.493491.2f,29.926742.2f,76.617570.2f,107.338983.2f,29.405483.2f,87.825245.2f,29.774152.2f,59.703723.2f,19.899001.2f,66.763132.2f,61.445004.2f,70.638672.2f,69.215963.2f,56.282791.2f,65.690424.2f,76.037615.2f,81.808233.2f,76.279118.2f,20.063046.2f,47.247591.2f,65.380940.2f,98.009152.2f,54.975174.2f,13.173151.2f,76.236764.2f,58.215919.2f,62.686969.2f
46.298490.2f,78.392221.2f,78.562744.2f,71.189861.2f,45.562591.2f,82.051063.2f,114.353134.2f,43.654594.2f,93.468907.2f,32.853802.2f,73.966504.2f,20.354686.2f,73.708659.2f,61.303707.2f,71.229497.2f,64.445469.2f,54.985241.2f,72.680561.2f,89.628008.2f,75.117049.2f,79.132154.2f,13.713841.2f,47.022812.2f,64.635026.2f,104.805928.2f,70.736218.2f,22.372439.2f,91.096487.2f,69.034865.2f,65.098378.2f
53.171669.2f,45.624234.2f,78.395211.2f,21.774921.2f,58.587262.2f,33.752901.2f,39.864643.2f,51.322877.2f,35.227625.2f,60.207907.2f,31.692088.2f,70.982513.2f,27.269515.2f,58.573144.2f,56.307714.2f,78.252177.2f,62.813934.2f,27.460164.2f,22.412807.2f,91.842285.2f,46.754505.2f,79.783553.2f,60.278471.2f,61.236345.2f,34.248411.2f,55.738871.2f,87.315452.2f,37.935101.2f,20.259593.2f,48.335051.2f
61.872066.2f,81.134901.2f,25.863900.2f,34.845020.2f,67.126973.2f,26.966304.2f,58.862400.2f,56.267160.2f,36.560152.2f,33.366460.2f,67.019256.2f,44.467221.2f,28.117553.2f,3.885397.2f,7.526707.2f,22.922226.2f,10.864936.2f,27.879348.2f,71.572673.2f,36.802694.2f,17.298306.2f,50.163019.2f,16.805189.2f,6.015691.2f,49.735978.2f,83.579459.2f,76.241381.2f,83.401633.2f,44.163259.2f,7.004743.2f
24.846947.2f,53.143143.2f,94.572804.2f,65.227398.2f,20.813762.2f,82.299388.2f,110.595586.2f,26.092855.2f,92.960621.2f,40.654832.2f,53.411293.2f,33.651957.2f,71.284243.2f,72.226291.2f,80.605815.2f,82.455107.2f,67.985320.2f,70.213242.2f,70.646220.2f,95.763585.2f,84.312271.2f,35.502429.2f,58.716085.2f,76.425565.2f,101.693906.2f,43.194265.2f,12.100853.2f,67.842102.2f,58.362410.2f,71.568764.2f
44.667893.2f,76.249323.2f,85.018211.2f,73.801323.2f,43.052399.2f,86.051075.2f,117.829907.2f,42.846571.2f,97.431668.2f,37.138537.2f,73.176461.2f,24.928144.2f,77.085898.2f,66.925102.2f,76.713800.2f,71.052990.2f,60.850230.2f,76.034501.2f,89.425394.2f,81.998493.2f,83.996667.2f,19.804150.2f,52.546239.2f,70.427921.2f,108.350724.2f,67.706957.2f,16.121745.2f,89.684936.2f,70.583197.2f,70.025610.2f
57.949630.2f,67.292766.2f,46.150432.2f,16.381670.2f,63.910165.2f,5.719618.2f,37.951238.2f,53.347173.2f,16.861987.2f,43.901572.2f,52.043670.2f,56.398015.2f,7.022016.2f,28.391023.2f,24.247922.2f,47.269581.2f,34.180489.2f,7.765605.2f,51.629218.2f,60.076749.2f,14.879531.2f,64.245658.2f,35.183641.2f,30.146557.2f,28.354267.2f,73.159402.2f,83.022330.2f,65.513278.2f,27.965039.2f,18.015604.2f
84.014926.2f,107.402384.2f,11.794834.2f,63.056686.2f,88.423394.2f,52.608685.2f,80.387506.2f,78.293826.2f,59.612386.2f,49.400255.2f,94.009057.2f,55.808311.2f,56.116727.2f,25.493058.2f,27.739838.2f,6.830745.2f,24.330396.2f,55.962700.2f,99.669423.2f,8.632858.2f,39.813147.2f,57.403855.2f,32.556960.2f,22.224362.2f,72.404058.2f,108.219648.2f,88.420459.2f,111.005162.2f,72.012486.2f,35.162640.2f
18.406288.2f,50.609578.2f,78.558768.2f,50.130497.2f,18.846454.2f,66.041409.2f,95.421575.2f,15.704559.2f,76.923210.2f,24.599639.2f,46.084047.2f,20.698134.2f,55.389520.2f,55.685395.2f,63.875655.2f,67.092299.2f,51.804929.2f,54.311645.2f,62.213114.2f,80.981586.2f,67.563883.2f,26.050324.2f,42.532748.2f,59.939701.2f,86.288234.2f,44.083997.2f,23.169302.2f,63.055782.2f,44.852433.2f,54.772750.2f
15.720558.2f,37.587530.2f,72.480713.2f,29.158326.2f,21.624234.2f,47.915024.2f,74.370775.2f,11.103597.2f,57.815669.2f,26.902197.2f,27.575066.2f,33.219914.2f,36.207795.2f,47.868423.2f,53.270456.2f,64.472881.2f,46.915609.2f,35.180177.2f,41.442520.2f,79.453041.2f,52.943632.2f,41.636813.2f,38.966374.2f,52.205456.2f,65.632435.2f,37.018626.2f,45.426395.2f,45.883740.2f,22.251194.2f,42.861027.2f
73.640473.2f,101.430942.2f,33.192027.2f,65.413204.2f,76.952592.2f,61.947484.2f,93.601021.2f,68.182726.2f,71.440996.2f,37.798328.2f,89.996297.2f,39.700347.2f,61.127985.2f,31.142643.2f,39.120970.2f,18.860793.2f,24.996518.2f,60.595130.2f,99.272276.2f,25.184032.2f,51.574135.2f,38.730135.2f,27.298932.2f,30.936983.2f,84.642605.2f,99.666007.2f,70.378568.2f,108.089650.2f,71.519333.2f,41.193331.2f
74.020959.2f,99.212964.2f,21.478944.2f,58.388902.2f,78.098739.2f,51.910207.2f,82.542702.2f,68.345191.2f,60.668831.2f,38.619885.2f,86.575784.2f,44.109221.2f,52.812338.2f,21.471054.2f,27.908398.2f,6.788241.2f,17.120774.2f,52.437558.2f,93.954963.2f,18.264467.2f,40.566483.2f,45.444678.2f,23.267347.2f,20.114665.2f,73.838699.2f,99.013348.2f,76.557716.2f,104.164946.2f,66.009092.2f,31.921506.2f
70.491541.2f,92.410809.2f,16.291620.2f,47.685168.2f,75.277224.2f,38.846329.2f,69.063852.2f,64.772172.2f,47.248980.2f,37.747711.2f,78.775803.2f,46.536345.2f,41.048602.2f,10.053947.2f,14.448868.2f,10.015261.2f,10.513421.2f,40.823684.2f,84.233658.2f,24.070771.2f,27.121468.2f,50.226589.2f,19.751434.2f,7.133262.2f,60.398137.2f,93.819317.2f,79.420451.2f,95.625827.2f,56.580509.2f,19.949003.2f
81.814614.2f,78.159190.2f,70.782682.2f,39.225927.2f,87.660453.2f,29.692628.2f,7.327953.2f,78.650437.2f,20.135118.2f,76.760714.2f,64.063006.2f,89.112384.2f,35.543085.2f,60.213926.2f,52.928908.2f,76.745913.2f,66.812415.2f,36.556940.2f,53.827545.2f,86.859477.2f,40.266436.2f,97.322910.2f,68.859450.2f,60.672097.2f,7.426256.2f,88.094950.2f,112.525460.2f,69.356211.2f,46.555049.2f,50.610591.2f
58.793922.2f,87.627920.2f,41.969866.2f,56.673204.2f,61.851133.2f,58.046966.2f,91.074645.2f,53.462920.2f,68.745233.2f,23.384102.2f,77.103466.2f,24.365761.2f,54.346092.2f,29.558884.2f,39.435363.2f,27.582608.2f,22.359303.2f,53.605540.2f,87.881684.2f,38.619532.2f,50.357617.2f,24.272992.2f,18.960283.2f,31.496123.2f,81.657683.2f,85.077933.2f,55.740031.2f,95.402058.2f,60.835154.2f,37.415549.2f
31.712714.2f,51.474796.2f,56.347891.2f,20.385781.2f,37.344967.2f,34.310558.2f,64.429217.2f,26.385729.2f,45.209630.2f,20.144931.2f,38.640951.2f,31.378859.2f,23.850354.2f,31.739217.2f,36.813198.2f,49.380707.2f,31.667533.2f,22.774656.2f,47.865328.2f,64.401917.2f,37.197455.2f,40.082871.2f,24.917309.2f,36.013367.2f,55.076706.2f,52.858298.2f,54.567431.2f,56.474082.2f,21.019234.2f,26.425053.2f
43.855908.2f,36.586720.2f,80.073889.2f,20.704416.2f,49.119212.2f,37.905016.2f,49.227686.2f,42.426468.2f,41.826444.2f,54.847029.2f,22.127998.2f,64.733167.2f,28.746107.2f,58.361192.2f,57.792153.2f,78.106718.2f,61.604159.2f,28.562014.2f,16.605921.2f,92.346175.2f,49.903504.2f,73.526675.2f,57.686171.2f,61.558123.2f,42.920249.2f,46.160578.2f,78.644719.2f,31.016358.2f,14.042784.2f,48.683790.2f
73.747657.2f,91.741722.2f,16.575132.2f,43.174520.2f,79.060349.2f,29.565760.2f,57.354529.2f,68.172715.2f,36.228270.2f,44.871817.2f,77.217184.2f,55.371374.2f,34.967075.2f,13.055402.2f,5.974225.2f,20.752510.2f,19.052226.2f,35.063047.2f,80.060768.2f,31.079347.2f,16.469475.2f,60.299204.2f,27.384361.2f,9.378012.2f,49.112809.2f,94.874846.2f,87.659923.2f,92.824694.2f,53.601317.2f,16.402055.2f
53.149917.2f,56.034364.2f,60.673149.2f,9.825209.2f,59.099424.2f,16.667186.2f,35.693367.2f,49.583439.2f,21.668267.2f,49.048085.2f,40.765776.2f,61.015423.2f,10.077165.2f,41.496695.2f,38.623903.2f,60.979655.2f,46.350007.2f,10.561750.2f,37.719653.2f,74.285790.2f,29.194207.2f,69.545237.2f,45.176303.2f,43.865919.2f,27.032467.2f,63.608444.2f,83.112806.2f,52.253289.2f,18.569516.2f,31.097822.2f
52.908738.2f,85.082576.2f,71.077710.2f,71.544317.2f,53.096579.2f,79.864685.2f,112.805151.2f,49.423748.2f,91.228006.2f,31.633025.2f,79.101673.2f,20.059920.2f,72.743218.2f,56.120922.2f,66.213453.2f,56.606440.2f,49.330750.2f,71.771748.2f,93.838589.2f,66.236836.2f,75.327982.2f,11.262686.2f,42.396356.2f,58.995893.2f,103.207877.2f,78.446759.2f,32.733058.2f,96.825070.2f,71.070605.2f,61.367414.2f
46.373489.2f,15.527980.2f,112.587878.2f,53.675473.2f,48.177721.2f,72.749891.2f,80.421243.2f,49.274349.2f,76.624946.2f,75.236170.2f,21.153066.2f,80.914414.2f,62.705658.2f,89.153252.2f,90.600504.2f,108.253474.2f,90.731803.2f,62.304484.2f,19.532522.2f,123.109030.2f,84.181364.2f,88.758810.2f,84.567709.2f,92.924648.2f,75.930238.2f,27.740089.2f,80.528425.2f,3.989331.2f,42.978425.2f,80.633782.2f
90.759382.2f,88.958795.2f,68.198226.2f,47.127566.2f,96.688775.2f,33.091630.2f,4.524440.2f,87.213096.2f,21.800769.2f,82.097042.2f,74.614842.2f,94.588836.2f,41.703028.2f,61.589033.2f,53.076480.2f,76.128895.2f,68.585425.2f,42.775065.2f,64.937885.2f,84.628282.2f,40.651917.2f,102.427657.2f,72.031963.2f,61.244816.2f,10.631794.2f,98.573757.2f,119.951284.2f,80.491043.2f,55.742476.2f,52.977377.2f
