25.459311.2f,62.041713.2f,17.746107.2f,28.639796.2f,52.620868.2f,51.308642.2f,50.112316.2f,63.354839.2f,6.553298.2f,27.182311.2f
18.310200.2f,55.285383.2f,15.981079.2f,33.591259.2f,44.623403.2f,52.751029.2f,42.718497.2f,64.234523.2f,6.728922.2f,33.066845.2f
23.955286.2f,36.226122.2f,43.112131.2f,64.804861.2f,12.571976.2f,74.852974.2f,22.230004.2f,82.753263.2f,42.439542.2f,66.399014.2f
25.291307.2f,60.799675.2f,55.190337.2f,56.842008.2f,36.800491.2f,91.479945.2f,46.614636.2f,101.125645.2f,43.909593.2f,60.022417.2f
25.595610.2f,55.435985.2f,10.220854.2f,36.218759.2f,48.139677.2f,45.467714.2f,44.275248.2f,57.194540.2f,11.756994.2f,34.672065.2f
70.553832.2f,30.266097.2f,52.620581.2f,98.808997.2f,52.713609.2f,44.173264.2f,40.673911.2f,41.391455.2f,72.712743.2f,97.173721.2f
32.579757.2f,81.438034.2f,41.868650.2f,8.621002.2f,66.297934.2f,74.495589.2f,67.698182.2f,86.803304.2f,20.895712.2f,11.791456.2f
36.633149.2f,87.354894.2f,50.127254.2f,12.038592.2f,70.451747.2f,83.329675.2f,73.160464.2f,95.618964.2f,28.725274.2f,16.784388.2f
39.076862.2f,79.886748.2f,33.899363.2f,15.908278.2f,69.683790.2f,60.495923.2f,67.894800.2f,72.961282.2f,19.872314.2f,12.182002.2f
35.556243.2f,48.286082.2f,59.792479.2f,73.960731.2f,24.422548.2f,92.200830.2f,36.639718.2f,99.959256.2f,55.549876.2f,76.454803.2f
37.115988.2f,86.615811.2f,47.132764.2f,6.809553.2f,70.969482.2f,79.167651.2f,72.760278.2f,91.531164.2f,26.254538.2f,11.439303.2f
49.701686.2f,80.484392.2f,32.428914.2f,32.335152.2f,75.405010.2f,47.838424.2f,70.816484.2f,60.104923.2f,29.828103.2f,27.883404.2f
26.167826.2f,39.022454.2f,10.068877.2f,51.572252.2f,35.053756.2f,42.388001.2f,28.825601.2f,52.126101.2f,24.906199.2f,50.595540.2f
42.816537.2f,72.806009.2f,24.715901.2f,32.140425.2f,67.587484.2f,44.558323.2f,62.967420.2f,57.014279.2f,23.397796.2f,28.328319.2f
59.485272.2f,42.023429.2f,33.300183.2f,78.670870.2f,55.561924.2f,19.563276.2f,43.774427.2f,22.502760.2f,54.874025.2f,76.224303.2f
26.784435.2f,37.880879.2f,10.939083.2f,52.753025.2f,34.377608.2f,42.208001.2f,27.860153.2f,51.750513.2f,26.066049.2f,51.786935.2f
18.940221.2f,57.446700.2f,17.497458.2f,31.419699.2f,46.472998.2f,53.812923.2f,44.810618.2f,65.443932.2f,4.588301.2f,30.896865.2f
41.839354.2f,38.796481.2f,16.062288.2f,62.337855.2f,44.152652.2f,28.115632.2f,34.270565.2f,36.797288.2f,37.382045.2f,60.388668.2f
38.931664.2f,36.892739.2f,14.882761.2f,61.156618.2f,41.053697.2f,31.406644.2f,31.466440.2f,40.027589.2f,35.626861.2f,59.436858.2f
21.977353.2f,42.236353.2f,10.305017.2f,47.295368.2f,35.510187.2f,45.798471.2f,30.864665.2f,56.009246.2f,20.470681.2f,46.547282.2f
