45.343837.2f,59.395829.2f,66.818589.2f,73.169459.2f,50.951642.2f,22.493893.2f,45.337879.2f,65.595128.2f,65.910404.2f,73.061845.2f
85.945726.2f,53.885464.2f,27.549054.2f,26.254946.2f,31.555180.2f,90.717215.2f,51.810597.2f,58.311357.2f,25.683837.2f,22.259377.2f
77.215879.2f,19.839547.2f,57.947999.2f,62.152322.2f,45.479814.2f,48.926488.2f,6.555363.2f,75.266643.2f,56.029955.2f,59.806217.2f
24.386068.2f,89.585707.2f,77.198462.2f,83.688260.2f,63.515610.2f,43.046095.2f,75.402078.2f,62.446203.2f,77.136396.2f,85.031884.2f
51.607341.2f,79.144763.2f,90.375253.2f,96.858913.2f,74.777894.2f,19.310177.2f,65.970846.2f,83.807072.2f,89.679834.2f,97.113355.2f
42.078075.2f,75.869171.2f,80.302590.2f,86.821920.2f,64.896828.2f,23.049972.2f,62.071529.2f,73.030584.2f,79.702975.2f,87.257057.2f
49.358514.2f,70.510382.2f,15.534989.2f,21.909279.2f,9.538482.2f,75.986043.2f,60.580722.2f,22.480233.2f,15.876861.2f,23.699668.2f
12.458359.2f,93.647383.2f,53.436216.2f,59.166250.2f,44.879625.2f,68.929261.2f,80.396799.2f,30.050446.2f,54.208295.2f,61.723560.2f
48.586281.2f,79.058105.2f,17.475115.2f,22.560798.2f,17.926673.2f,82.408998.2f,69.174140.2f,14.744751.2f,18.785428.2f,25.521525.2f
66.967434.2f,39.126822.2f,70.584401.2f,76.115746.2f,55.315922.2f,24.614239.2f,26.172260.2f,78.659874.2f,69.087129.2f,74.798588.2f
79.835534.2f,44.122165.2f,29.550739.2f,30.827852.2f,27.187429.2f,79.392951.2f,40.614561.2f,57.730214.2f,27.406470.2f,27.334946.2f
75.914781.2f,24.111216.2f,65.390045.2f,70.093639.2f,51.681609.2f,39.825595.2f,10.754919.2f,79.509757.2f,63.595208.2f,68.065968.2f
82.066346.2f,20.692247.2f,70.749997.2f,75.201725.2f,57.488818.2f,41.923802.2f,10.308610.2f,85.806423.2f,68.892970.2f,72.979832.2f
83.801199.2f,15.032866.2f,66.765151.2f,70.825534.2f,54.417736.2f,48.177959.2f,3.610131.2f,84.018794.2f,64.822970.2f,68.361773.2f
46.536553.2f,82.161817.2f,88.668331.2f,95.197178.2f,73.324940.2f,24.338675.2f,68.660594.2f,80.303449.2f,88.100084.2f,95.681909.2f
36.585091.2f,86.060562.2f,83.913175.2f,90.465954.2f,69.191058.2f,32.976540.2f,72.114014.2f,72.555550.2f,83.572900.2f,91.348996.2f
56.310356.2f,45.798308.2f,33.032585.2f,38.570908.2f,18.256057.2f,56.380834.2f,34.647216.2f,47.123482.2f,31.516570.2f,37.449397.2f
47.774604.2f,61.674171.2f,22.480838.2f,28.972059.2f,7.378971.2f,65.990552.2f,50.904479.2f,30.905671.2f,21.845674.2f,29.496859.2f
38.657951.2f,59.009653.2f,42.310373.2f,48.781317.2f,26.730829.2f,47.037152.2f,45.661352.2f,42.625379.2f,41.601618.2f,49.090266.2f
18.018054.2f,87.760591.2f,70.399484.2f,76.846649.2f,57.178075.2f,46.496450.2f,73.582977.2f,54.940515.2f,70.433416.2f,78.341415.2f
