73.695007.2f,42.998343.2f,78.743854.2f,68.019604.2f,66.292442.2f,17.491006.2f,61.680215.2f,60.062254.2f,73.174497.2f,73.447758.2f
117.952204.2f,57.822097.2f,74.381762.2f,1.935908.2f,41.593959.2f,87.330406.2f,76.541673.2f,11.893332.2f,99.372097.2f,45.482516.2f
67.342331.2f,39.489229.2f,74.710456.2f,70.308800.2f,64.726941.2f,17.394064.2f,56.783448.2f,62.948512.2f,67.260445.2f,71.695870.2f
84.015764.2f,34.438812.2f,68.840524.2f,44.401526.2f,48.170060.2f,41.116505.2f,57.297718.2f,36.819373.2f,75.067964.2f,55.542299.2f
57.294707.2f,15.734885.2f,20.638893.2f,64.303842.2f,28.211275.2f,69.978239.2f,11.267161.2f,64.735448.2f,34.328274.2f,30.866574.2f
50.862037.2f,38.326467.2f,15.868643.2f,85.577901.2f,45.764844.2f,86.974361.2f,16.246544.2f,87.152729.2f,22.335864.2f,44.977123.2f
39.854759.2f,39.607777.2f,26.447276.2f,91.564019.2f,53.406935.2f,82.076293.2f,16.718292.2f,92.043580.2f,11.283378.2f,53.725149.2f
97.035193.2f,41.681237.2f,71.682815.2f,29.708409.2f,44.882393.2f,55.897455.2f,64.571319.2f,21.366619.2f,84.779976.2f,51.884237.2f
42.973979.2f,23.535178.2f,26.278416.2f,77.788395.2f,42.760845.2f,68.117049.2f,4.673100.2f,77.292746.2f,20.433555.2f,45.061609.2f
32.851133.2f,39.135195.2f,62.158998.2f,91.193528.2f,68.779128.2f,40.349074.2f,40.428453.2f,86.638137.2f,39.123385.2f,73.748801.2f
60.191779.2f,12.447972.2f,48.138781.2f,57.927970.2f,39.731013.2f,43.849455.2f,32.561600.2f,53.987172.2f,49.128132.2f,46.161158.2f
61.536055.2f,19.854605.2f,16.188235.2f,63.227684.2f,24.956237.2f,75.150722.2f,14.443985.2f,64.546569.2f,37.042996.2f,26.545577.2f
85.104270.2f,57.371298.2f,23.155130.2f,82.229024.2f,43.320715.2f,112.968991.2f,44.765066.2f,87.636906.2f,56.500548.2f,37.427211.2f
74.581614.2f,45.264171.2f,80.964520.2f,69.765793.2f,68.606578.2f,15.635190.2f,63.729199.2f,61.651519.2f,74.810914.2f,75.767624.2f
74.528077.2f,26.147285.2f,19.485755.2f,54.327439.2f,13.607589.2f,82.051055.2f,27.389861.2f,57.341825.2f,49.554114.2f,13.637294.2f
37.631019.2f,37.859292.2f,63.465689.2f,88.200844.2f,67.718000.2f,35.843488.2f,41.915436.2f,83.275339.2f,42.832194.2f,73.038863.2f
57.197063.2f,18.382920.2f,18.129112.2f,65.924431.2f,28.800396.2f,72.374194.2f,10.326520.2f,66.661132.2f,33.269715.2f,30.835096.2f
63.757124.2f,22.270762.2f,58.059806.2f,59.163649.2f,47.512440.2f,34.773953.2f,41.922252.2f,53.632017.2f,56.557273.2f,54.345536.2f
22.108417.2f,40.193572.2f,55.098464.2f,95.673336.2f,67.944757.2f,53.527944.2f,33.763337.2f,92.370823.2f,26.819559.2f,71.817420.2f
59.703847.2f,5.765318.2f,41.553231.2f,56.954879.2f,34.333731.2f,50.415980.2f,27.079239.2f,54.165444.2f,45.577358.2f,40.404527.2f
