98.216998.2f,17.365561.2f,97.771132.2f,35.731793.2f,29.109382.2f,96.413163.2f,19.319662.2f,78.843435.2f,81.405839.2f,81.587004.2f,61.210960.2f,56.385018.2f,65.542587.2f,76.045154.2f,48.569091.2f,86.257543.2f,11.897174.2f,64.581167.2f,8.085169.2f,109.334850.2f,33.817682.2f,81.344504.2f,95.257639.2f,70.850349.2f,105.311187.2f,15.097375.2f,87.627047.2f,119.887947.2f,76.531849.2f,123.278451.2f
64.839890.2f,35.455914.2f,69.854658.2f,16.706908.2f,52.516613.2f,49.547295.2f,34.082323.2f,27.806695.2f,85.689907.2f,29.516078.2f,50.515288.2f,42.517423.2f,55.986442.2f,76.743430.2f,30.999377.2f,88.975583.2f,40.531316.2f,50.692862.2f,44.493150.2f,67.538003.2f,22.058571.2f,32.052256.2f,68.836482.2f,75.833269.2f,63.246879.2f,55.170098.2f,53.603013.2f,90.845676.2f,46.999381.2f,90.150803.2f
74.721749.2f,80.706292.2f,66.095354.2f,83.111667.2f,48.900551.2f,97.697409.2f,82.774281.2f,98.331383.2f,14.137561.2f,104.077029.2f,43.009271.2f,49.708611.2f,39.251920.2f,20.409876.2f,59.403582.2f,17.558627.2f,76.830629.2f,45.241405.2f,78.310888.2f,94.881599.2f,72.630339.2f,95.159258.2f,62.885360.2f,16.293148.2f,93.051122.2f,62.038713.2f,71.857633.2f,79.575033.2f,63.455249.2f,88.284124.2f
68.801194.2f,56.319966.2f,76.501467.2f,38.324062.2f,74.920610.2f,43.657392.2f,54.561452.2f,20.333070.2f,103.222544.2f,16.936745.2f,67.464542.2f,59.958816.2f,72.452139.2f,93.960779.2f,50.153917.2f,105.899912.2f,61.908781.2f,66.567695.2f,65.584053.2f,64.548626.2f,44.631204.2f,26.981238.2f,76.437310.2f,94.186593.2f,60.554048.2f,77.596022.2f,58.979309.2f,94.748274.2f,56.600212.2f,91.596023.2f
53.919402.2f,88.562602.2f,43.978907.2f,85.269447.2f,60.801286.2f,81.555705.2f,90.168698.2f,88.016133.2f,12.250071.2f,93.932075.2f,36.959981.2f,44.992946.2f,31.408489.2f,13.782066.2f,57.081997.2f,8.738978.2f,86.262957.2f,36.762587.2f,88.846380.2f,74.371728.2f,75.142702.2f,83.445528.2f,41.075426.2f,19.761171.2f,73.347939.2f,76.050079.2f,54.213377.2f,54.238965.2f,49.079575.2f,63.449947.2f
99.646758.2f,15.540289.2f,99.665673.2f,34.321229.2f,32.927375.2f,96.359953.2f,17.091661.2f,77.956932.2f,85.249743.2f,80.401246.2f,63.743956.2f,58.503071.2f,68.276918.2f,79.634631.2f,49.959059.2f,90.065481.2f,11.256539.2f,66.971201.2f,6.961573.2f,110.015186.2f,33.784916.2f,80.805386.2f,97.245284.2f,74.612596.2f,105.931871.2f,19.526449.2f,88.869429.2f,121.879113.2f,77.976037.2f,124.933872.2f
27.556718.2f,59.839275.2f,30.147371.2f,46.479213.2f,52.372503.2f,33.660933.2f,60.087093.2f,34.729988.2f,55.927254.2f,40.646214.2f,23.122884.2f,19.773729.2f,26.020394.2f,46.663341.2f,22.612458.2f,57.623903.2f,61.431130.2f,20.147138.2f,65.563507.2f,39.341109.2f,40.238090.2f,30.434003.2f,28.800507.2f,48.988989.2f,35.730951.2f,64.546863.2f,16.546019.2f,52.022569.2f,6.856714.2f,53.292600.2f
39.491834.2f,57.859882.2f,46.460981.2f,40.256380.2f,62.173385.2f,23.717566.2f,57.221155.2f,13.283914.2f,76.921020.2f,19.180969.2f,42.217044.2f,36.176142.2f,46.274237.2f,67.590057.2f,31.076142.2f,78.906016.2f,61.446949.2f,40.194554.2f,65.733190.2f,40.369845.2f,39.019496.2f,10.481273.2f,46.269266.2f,69.174670.2f,36.077725.2f,70.647310.2f,29.039653.2f,65.722122.2f,26.748006.2f,63.874030.2f
11.928353.2f,99.318592.2f,15.849597.2f,85.293851.2f,88.206602.2f,37.612002.2f,99.548347.2f,57.853480.2f,68.232606.2f,62.376724.2f,52.822852.2f,54.739809.2f,51.324234.2f,61.616507.2f,61.588049.2f,66.876207.2f,100.790956.2f,48.781276.2f,104.870772.2f,19.609760.2f,79.688278.2f,51.216562.2f,19.135894.2f,67.446228.2f,21.264454.2f,102.023646.2f,23.163551.2f,17.260605.2f,33.570137.2f,14.170244.2f
6.003123.2f,87.248051.2f,16.706929.2f,72.487572.2f,78.970197.2f,26.270443.2f,87.323019.2f,44.663343.2f,67.198228.2f,49.421345.2f,45.069551.2f,45.305685.2f,44.890138.2f,59.352909.2f,50.395565.2f,66.826487.2f,89.128137.2f,41.064747.2f,93.293275.2f,15.127167.2f,67.488019.2f,38.068678.2f,18.934652.2f,64.269418.2f,13.762567.2f,91.966392.2f,11.383519.2f,29.966034.2f,22.946441.2f,27.583376.2f
44.235427.2f,81.806015.2f,54.460202.2f,63.257317.2f,88.344375.2f,12.326193.2f,80.798174.2f,19.639544.2f,97.245456.2f,19.692236.2f,65.209116.2f,60.502835.2f,68.187346.2f,88.185869.2f,57.074414.2f,98.303771.2f,86.050432.2f,62.353252.2f,90.271750.2f,31.976925.2f,64.120144.2f,16.463887.2f,55.844407.2f,91.053662.2f,28.859702.2f,96.600553.2f,38.998468.2f,66.906048.2f,44.219119.2f,61.197940.2f
31.001602.2f,65.266980.2f,26.560937.2f,56.529363.2f,47.698544.2f,50.184051.2f,66.197282.2f,53.704495.2f,37.180571.2f,59.619365.2f,11.791058.2f,16.471888.2f,10.236657.2f,28.053855.2f,27.692524.2f,38.655885.2f,65.061003.2f,7.965995.2f,68.690069.2f,49.370382.2f,47.727284.2f,49.399222.2f,23.605769.2f,31.294516.2f,46.857635.2f,62.357845.2f,25.022699.2f,47.854997.2f,15.974124.2f,52.705478.2f
60.633673.2f,58.475015.2f,68.590853.2f,39.815546.2f,73.527509.2f,35.354070.2f,56.975600.2f,11.944950.2f,97.832570.2f,8.914251.2f,62.235571.2f,55.089979.2f,66.951699.2f,88.510413.2f,46.377073.2f,100.243455.2f,63.659332.2f,60.948792.2f,67.586174.2f,56.176026.2f,44.315081.2f,18.596741.2f,68.663463.2f,89.235635.2f,52.165435.2f,77.872451.2f,51.051394.2f,86.484474.2f,49.440593.2f,83.215303.2f
52.367343.2f,48.026519.2f,48.778195.2f,44.892885.2f,25.595863.2f,64.606096.2f,49.493637.2f,59.885079.2f,36.455232.2f,65.372083.2f,10.470527.2f,11.556093.2f,13.666019.2f,28.219290.2f,19.201527.2f,40.332315.2f,46.387019.2f,14.490785.2f,49.471285.2f,68.902744.2f,34.536573.2f,57.790535.2f,45.819292.2f,26.084135.2f,65.760022.2f,40.628073.2f,44.272702.2f,69.870675.2f,32.898731.2f,74.923981.2f
35.927125.2f,93.407960.2f,25.275531.2f,85.816736.2f,70.803068.2f,66.510578.2f,94.559514.2f,77.815958.2f,32.556731.2f,83.579107.2f,38.134844.2f,45.044673.2f,33.119756.2f,29.011989.2f,56.864718.2f,29.931356.2f,92.462286.2f,35.734664.2f,95.741768.2f,55.775122.2f,76.768377.2f,72.264613.2f,23.043262.2f,35.914913.2f,55.474259.2f,86.296870.2f,39.574286.2f,33.005415.2f,38.720794.2f,42.200069.2f
39.115131.2f,50.167403.2f,43.351840.2f,34.664355.2f,50.087000.2f,33.727812.2f,49.992411.2f,25.283894.2f,65.675680.2f,30.934011.2f,30.261625.2f,23.679883.2f,34.797084.2f,56.344630.2f,18.624085.2f,68.056157.2f,52.815455.2f,28.771142.2f,57.091574.2f,46.069163.2f,30.444754.2f,23.237731.2f,42.272922.2f,57.338216.2f,41.935464.2f,59.679649.2f,27.717613.2f,64.695168.2f,20.460108.2f,64.858938.2f
71.944594.2f,25.339823.2f,75.844342.2f,7.119032.2f,46.298792.2f,59.349934.2f,23.823873.2f,38.175372.2f,85.184629.2f,39.893491.2f,51.462736.2f,43.494438.2f,57.076136.2f,76.656519.2f,31.273215.2f,88.893168.2f,30.712208.2f,52.448072.2f,34.515827.2f,76.514187.2f,15.875174.2f,42.162358.2f,74.459852.2f,74.816339.2f,72.228067.2f,46.700705.2f,60.555481.2f,97.485853.2f,52.541421.2f,97.624561.2f
58.447249.2f,52.735647.2f,53.372690.2f,52.411432.2f,24.972942.2f,73.449579.2f,54.501440.2f,69.550323.2f,29.494673.2f,75.052618.2f,17.135562.2f,20.882795.2f,17.310728.2f,22.645854.2f,28.627979.2f,33.919204.2f,50.073612.2f,20.958555.2f,52.561424.2f,76.210049.2f,41.912046.2f,67.346136.2f,50.210261.2f,18.640291.2f,73.334507.2f,40.482243.2f,51.519778.2f,73.177181.2f,40.624768.2f,79.261121.2f
24.021112.2f,80.508041.2f,15.314277.2f,71.089538.2f,61.949892.2f,51.702901.2f,81.401147.2f,61.401986.2f,37.889185.2f,67.202406.2f,26.422859.2f,31.738882.2f,22.879532.2f,30.605692.2f,42.623047.2f,37.360051.2f,80.328731.2f,23.001664.2f,83.939869.2f,44.454558.2f,62.681333.2f,55.990801.2f,12.043152.2f,36.294388.2f,43.166302.2f,76.974932.2f,24.295716.2f,33.788773.2f,22.185642.2f,40.100646.2f
11.951032.2f,85.052469.2f,22.525457.2f,69.494064.2f,79.109607.2f,20.075789.2f,84.964178.2f,39.097942.2f,71.341156.2f,43.649293.2f,46.592519.2f,45.753340.2f,47.134948.2f,63.146511.2f,49.356635.2f,71.290361.2f,87.322952.2f,42.711745.2f,91.548043.2f,12.648842.2f,65.266877.2f,32.458550.2f,24.441801.2f,67.658787.2f,9.749521.2f,91.453361.2f,12.167484.2f,35.726356.2f,23.382700.2f,32.347788.2f
71.580809.2f,66.011255.2f,64.471632.2f,69.143249.2f,34.173165.2f,90.565436.2f,68.100076.2f,88.161402.2f,21.222480.2f,93.716897.2f,33.971836.2f,39.249991.2f,31.788164.2f,20.946169.2f,47.309485.2f,26.145533.2f,62.096209.2f,37.114060.2f,63.595793.2f,90.822370.2f,58.731079.2f,85.711576.2f,61.183133.2f,14.028259.2f,88.419528.2f,47.604208.2f,66.593285.2f,81.269867.2f,56.703994.2f,88.910001.2f
37.498732.2f,75.987531.2f,47.284244.2f,57.818331.2f,80.461560.2f,7.736708.2f,75.171011.2f,16.391315.2f,88.575369.2f,19.073076.2f,56.472661.2f,51.890021.2f,59.429851.2f,79.487455.2f,49.007754.2f,89.709739.2f,79.866669.2f,53.597516.2f,84.134736.2f,28.787150.2f,57.578525.2f,10.839905.2f,48.383573.2f,82.303699.2f,24.972824.2f,89.358558.2f,31.047410.2f,61.628807.2f,35.556069.2f,56.975770.2f
16.594788.2f,94.938657.2f,7.406988.2f,83.396900.2f,78.888855.2f,48.519525.2f,95.566671.2f,64.483105.2f,52.313981.2f,69.780027.2f,43.016177.2f,47.079590.2f,40.086041.2f,46.424203.2f,56.483497.2f,50.610793.2f,95.417038.2f,39.249357.2f,99.235664.2f,34.644990.2f,76.113937.2f,58.193280.2f,8.575634.2f,52.691494.2f,34.992207.2f,93.642214.2f,24.879770.2f,16.575716.2f,30.424067.2f,22.778186.2f
40.608759.2f,63.040614.2f,48.705977.2f,44.918363.2f,68.779726.2f,19.155370.2f,62.232639.2f,8.579556.2f,82.683086.2f,14.275897.2f,48.448194.2f,42.675438.2f,52.272422.2f,73.381165.2f,37.773846.2f,84.462403.2f,66.946321.2f,46.212686.2f,71.209111.2f,38.039194.2f,44.727173.2f,3.825758.2f,48.945556.2f,75.258785.2f,33.813767.2f,76.916716.2f,31.189865.2f,66.527265.2f,31.178144.2f,63.649804.2f
45.399738.2f,56.902136.2f,52.718210.2f,38.584798.2f,64.578679.2f,25.740104.2f,56.006058.2f,8.042077.2f,82.642270.2f,13.601545.2f,47.515689.2f,40.999009.2f,51.845758.2f,73.301776.2f,34.405514.2f,84.782603.2f,61.007692.2f,45.773136.2f,65.243868.2f,44.399889.2f,39.053196.2f,8.697500.2f,52.610169.2f,74.579344.2f,40.144184.2f,71.823092.2f,35.229292.2f,71.564329.2f,33.143025.2f,69.254748.2f
45.951523.2f,79.256424.2f,55.979844.2f,60.630273.2f,86.728540.2f,14.350161.2f,78.193217.2f,16.834257.2f,97.398216.2f,16.497828.2f,64.737036.2f,59.703338.2f,67.944095.2f,88.264161.2f,55.659858.2f,98.617912.2f,83.613402.2f,62.031610.2f,87.813677.2f,34.705547.2f,61.853334.2f,14.433999.2f,57.205707.2f,90.899821.2f,31.415673.2f,94.591034.2f,40.017286.2f,69.209269.2f,44.426736.2f,63.786017.2f
