85.730886.2f,57.205833.2f,21.280137.2f,39.898098.2f,88.968605.2f,62.029808.2f,21.987357.2f,45.985224.2f,49.061338.2f,30.409310.2f
50.595685.2f,27.336420.2f,31.688217.2f,75.777870.2f,52.778994.2f,20.717849.2f,60.760627.2f,20.332568.2f,58.139145.2f,56.444237.2f
86.696066.2f,63.024125.2f,53.500442.2f,6.285647.2f,90.219399.2f,88.127625.2f,13.603523.2f,56.071626.2f,30.050038.2f,13.823174.2f
51.164279.2f,26.286924.2f,41.216502.2f,42.840457.2f,54.655331.2f,59.751256.2f,34.478325.2f,20.988060.2f,19.110864.2f,23.140224.2f
39.620903.2f,26.845248.2f,61.094901.2f,54.280913.2f,43.045954.2f,71.092755.2f,51.577984.2f,30.605990.2f,20.019523.2f,37.946711.2f
69.575657.2f,57.753240.2f,77.278640.2f,40.312712.2f,72.763411.2f,98.606986.2f,48.832049.2f,58.171123.2f,20.420995.2f,36.435419.2f
71.382167.2f,53.434276.2f,42.101190.2f,97.637126.2f,72.658603.2f,8.116733.2f,80.774172.2f,47.552023.2f,84.603637.2f,79.754602.2f
85.867117.2f,61.406721.2f,49.735959.2f,9.313954.2f,89.387353.2f,84.919806.2f,9.714367.2f,53.913481.2f,30.731447.2f,12.168126.2f
91.305456.2f,65.132034.2f,21.569005.2f,78.314950.2f,93.671826.2f,39.684301.2f,60.281050.2f,54.307535.2f,78.854967.2f,65.447863.2f
91.860977.2f,64.672477.2f,38.497937.2f,23.906938.2f,95.296626.2f,78.021415.2f,8.902196.2f,54.859409.2f,43.928142.2f,22.744302.2f
44.614519.2f,30.886722.2f,47.660169.2f,90.625460.2f,45.831352.2f,18.744134.2f,76.478429.2f,30.056507.2f,69.042559.2f,70.831330.2f
33.530227.2f,14.515234.2f,53.075283.2f,58.994395.2f,37.049169.2f,58.846250.2f,52.390695.2f,18.959349.2f,27.715243.2f,40.248053.2f
87.346681.2f,60.835806.2f,40.277863.2f,19.213636.2f,90.818573.2f,78.051900.2f,2.342093.2f,51.687079.2f,37.560277.2f,16.385428.2f
81.278038.2f,60.700472.2f,61.445742.2f,14.504762.2f,84.767900.2f,92.024363.2f,25.067950.2f,55.964299.2f,22.071458.2f,17.250388.2f
90.404051.2f,72.297194.2f,74.875172.2f,20.817008.2f,93.813483.2f,105.542942.2f,36.646520.2f,68.627820.2f,31.688744.2f,30.872407.2f
31.363280.2f,32.575526.2f,75.182288.2f,69.105971.2f,34.241345.2f,78.383766.2f,67.703461.2f,40.725474.2f,34.478238.2f,53.915120.2f
84.937412.2f,56.392559.2f,9.993436.2f,53.515374.2f,87.914462.2f,51.266483.2f,35.495250.2f,44.653452.2f,57.973507.2f,41.855815.2f
70.484991.2f,58.289647.2f,77.028211.2f,39.288982.2f,73.687946.2f,98.833312.2f,48.078651.2f,58.486920.2f,20.416734.2f,35.839069.2f
91.239055.2f,63.261923.2f,14.202989.2f,64.112182.2f,94.002771.2f,49.202942.2f,46.200386.2f,51.630559.2f,68.894394.2f,53.082783.2f
66.684300.2f,50.044467.2f,44.128165.2f,97.934313.2f,67.844268.2f,4.288990.2f,81.484656.2f,45.116128.2f,83.040455.2f,79.532760.2f
59.458528.2f,42.164213.2f,59.763369.2f,35.555799.2f,62.904887.2f,80.777450.2f,37.145140.2f,40.811361.2f,2.418537.2f,23.149823.2f
10.975488.2f,25.647595.2f,74.571418.2f,83.312937.2f,14.019573.2f,66.865250.2f,78.035848.2f,37.140143.2f,49.561342.2f,65.480667.2f
48.375949.2f,19.720309.2f,29.953348.2f,57.173616.2f,51.460781.2f,40.694066.2f,43.984535.2f,8.074340.2f,38.166011.2f,37.309701.2f
35.179511.2f,28.012358.2f,56.148473.2f,93.618115.2f,36.000923.2f,29.128035.2f,80.891147.2f,31.336084.2f,68.612609.2f,73.565846.2f
25.259425.2f,27.616663.2f,64.904886.2f,96.391041.2f,25.521951.2f,40.415181.2f,85.295205.2f,34.800564.2f,68.297366.2f,76.408232.2f
85.460328.2f,63.436788.2f,59.010027.2f,8.162176.2f,88.972288.2f,91.854009.2f,20.324070.2f,57.630312.2f,26.949849.2f,16.233739.2f
42.306218.2f,23.036188.2f,41.147580.2f,81.001159.2f,44.203000.2f,22.999192.2f,67.160883.2f,20.478636.2f,59.553780.2f,61.156260.2f
62.938620.2f,44.134982.2f,57.605853.2f,31.202753.2f,66.413932.2f,80.824801.2f,32.897972.2f,41.618584.2f,3.618843.2f,19.019765.2f
6.603178.2f,24.535495.2f,72.046148.2f,90.982966.2f,8.282390.2f,56.686051.2f,83.090991.2f,35.832286.2f,59.046774.2f,71.884015.2f
89.514469.2f,61.223902.2f,27.132784.2f,35.724109.2f,92.818108.2f,67.914584.2f,18.389652.2f,50.308105.2f,49.029844.2f,29.059394.2f
62.685016.2f,40.057710.2f,47.437792.2f,29.711941.2f,66.208265.2f,72.541839.2f,25.869675.2f,35.127229.2f,10.743956.2f,11.998029.2f
57.522908.2f,36.441034.2f,50.448575.2f,34.861765.2f,61.040654.2f,72.199441.2f,31.856494.2f,33.117011.2f,7.054818.2f,17.979935.2f
67.651761.2f,52.145350.2f,47.267207.2f,101.103633.2f,68.659297.2f,7.101218.2f,84.682372.2f,47.697676.2f,85.866251.2f,82.647546.2f
74.093581.2f,46.107894.2f,3.360711.2f,59.770047.2f,76.886347.2f,38.741840.2f,42.094417.2f,34.514144.2f,56.333254.2f,44.404224.2f
67.977901.2f,42.595615.2f,39.102576.2f,27.293993.2f,71.475871.2f,68.556083.2f,17.826791.2f,35.074979.2f,20.740703.2f,7.320272.2f
34.031553.2f,5.390209.2f,44.119696.2f,64.804263.2f,37.195755.2f,44.590647.2f,54.412927.2f,6.694168.2f,38.338112.2f,44.847697.2f
51.881154.2f,23.755828.2f,25.386863.2f,60.489952.2f,54.768840.2f,35.255211.2f,45.988500.2f,12.269781.2f,44.056578.2f,41.068759.2f
68.300803.2f,52.045472.2f,45.593195.2f,99.817569.2f,69.394549.2f,6.367411.2f,83.289991.2f,47.193733.2f,85.112291.2f,81.488465.2f
41.890764.2f,26.173845.2f,57.498722.2f,51.128765.2f,45.369042.2f,69.198045.2f,47.783757.2f,28.430403.2f,17.446590.2f,34.276253.2f
103.664120.2f,75.448582.2f,38.194910.2f,38.372327.2f,106.987091.2f,79.678724.2f,25.285171.2f,64.554418.2f,59.891430.2f,38.831207.2f
65.831413.2f,43.078645.2f,27.363059.2f,81.692771.2f,67.786972.2f,14.130889.2f,64.895030.2f,34.876873.2f,69.810285.2f,63.896939.2f
65.475285.2f,49.262942.2f,64.939134.2f,32.914873.2f,68.870337.2f,87.677669.2f,38.014710.2f,47.916156.2f,8.881179.2f,24.798130.2f
51.984693.2f,23.322319.2f,26.655152.2f,55.202910.2f,55.073108.2f,41.021588.2f,41.339903.2f,11.685377.2f,38.432292.2f,35.580812.2f
73.521545.2f,58.241441.2f,71.657736.2f,31.210874.2f,76.856755.2f,96.290253.2f,40.497069.2f,56.811894.2f,17.727290.2f,28.971004.2f
73.113436.2f,47.867252.2f,40.834864.2f,22.341847.2f,76.617821.2f,72.579869.2f,13.120469.2f,40.208863.2f,23.028956.2f,3.456818.2f
84.103748.2f,64.327027.2f,42.097377.2f,100.395660.2f,85.524054.2f,21.096215.2f,82.783759.2f,56.958685.2f,91.684583.2f,83.983262.2f
63.461155.2f,35.652698.2f,27.390842.2f,39.106229.2f,66.821302.2f,55.490668.2f,25.021834.2f,25.756976.2f,29.970633.2f,20.156008.2f
70.840931.2f,45.673466.2f,18.518376.2f,75.084694.2f,73.111597.2f,23.316084.2f,57.759518.2f,35.759905.2f,66.781242.2f,58.324204.2f
80.355425.2f,53.764995.2f,12.500153.2f,71.260622.2f,82.830230.2f,33.849209.2f,53.343298.2f,42.834395.2f,68.443090.2f,56.605815.2f
31.204210.2f,11.350197.2f,52.677930.2f,61.713222.2f,34.702726.2f,56.283042.2f,54.445332.2f,17.181883.2f,30.930597.2f,42.687225.2f
