0.00,6.35,0.36,46.49,69.86,60.93,7.00,4.39,90.89,67.80
6.35,0.00,6.71,40.14,63.51,54.58,0.65,1.96,84.54,61.45
0.36,6.71,0.00,46.85,70.23,61.29,7.37,4.75,91.25,68.17
46.49,40.14,46.85,0.00,23.37,14.44,39.48,42.10,44.40,21.31
69.86,63.51,70.23,23.37,0.00,8.93,62.86,65.47,21.03,2.06
60.93,54.58,61.29,14.44,8.93,0.00,53.92,56.54,29.96,6.87
7.00,0.65,7.37,39.48,62.86,53.92,0.00,2.61,83.89,60.80
4.39,1.96,4.75,42.10,65.47,56.54,2.61,0.00,86.50,63.41
90.89,84.54,91.25,44.40,21.03,29.96,83.89,86.50,0.00,23.09
67.80,61.45,68.17,21.31,2.06,6.87,60.80,63.41,23.09,0.00
