0.00,0.35,0.40,0.46,0.64,0.42,0.87,0.69,0.14,0.17,0.05,0.65,0.28,0.77,0.44,0.85,0.70,0.82,0.13,0.12
0.35,0.00,0.04,0.11,0.29,0.07,0.52,0.34,0.21,0.18,0.30,0.30,0.07,0.42,0.09,0.50,0.35,0.47,0.48,0.48
0.40,0.04,0.00,0.06,0.25,0.02,0.48,0.30,0.26,0.23,0.34,0.25,0.11,0.38,0.04,0.46,0.31,0.43,0.52,0.52
0.46,0.11,0.06,0.00,0.18,0.04,0.41,0.23,0.32,0.29,0.41,0.19,0.18,0.31,0.02,0.39,0.24,0.36,0.59,0.58
0.64,0.29,0.25,0.18,0.00,0.22,0.23,0.05,0.50,0.47,0.59,0.01,0.36,0.13,0.20,0.21,0.06,0.18,0.77,0.77
0.42,0.07,0.02,0.04,0.22,0.00,0.45,0.27,0.28,0.25,0.37,0.23,0.14,0.36,0.02,0.43,0.28,0.40,0.55,0.54
0.87,0.52,0.48,0.41,0.23,0.45,0.00,0.18,0.74,0.70,0.82,0.22,0.59,0.10,0.44,0.02,0.17,0.05,1.00,1.00
0.69,0.34,0.30,0.23,0.05,0.27,0.18,0.00,0.55,0.52,0.64,0.04,0.41,0.08,0.25,0.16,0.01,0.13,0.82,0.82
0.14,0.21,0.26,0.32,0.50,0.28,0.74,0.55,0.00,0.03,0.09,0.51,0.15,0.64,0.30,0.71,0.56,0.68,0.26,0.26
0.17,0.18,0.23,0.29,0.47,0.25,0.70,0.52,0.03,0.00,0.12,0.48,0.12,0.61,0.27,0.68,0.53,0.65,0.30,0.29
0.05,0.30,0.34,0.41,0.59,0.37,0.82,0.64,0.09,0.12,0.00,0.60,0.23,0.72,0.39,0.80,0.65,0.77,0.18,0.17
0.65,0.30,0.25,0.19,0.01,0.23,0.22,0.04,0.51,0.48,0.60,0.00,0.37,0.12,0.21,0.20,0.05,0.17,0.78,0.77
0.28,0.07,0.11,0.18,0.36,0.14,0.59,0.41,0.15,0.12,0.23,0.37,0.00,0.49,0.15,0.57,0.42,0.54,0.41,0.41
0.77,0.42,0.38,0.31,0.13,0.36,0.10,0.08,0.64,0.61,0.72,0.12,0.49,0.00,0.34,0.08,0.07,0.05,0.90,0.90
0.44,0.09,0.04,0.02,0.20,0.02,0.44,0.25,0.30,0.27,0.39,0.21,0.15,0.34,0.00,0.41,0.26,0.38,0.56,0.56
0.85,0.50,0.46,0.39,0.21,0.43,0.02,0.16,0.71,0.68,0.80,0.20,0.57,0.08,0.41,0.00,0.15,0.03,0.98,0.98
0.70,0.35,0.31,0.24,0.06,0.28,0.17,0.01,0.56,0.53,0.65,0.05,0.42,0.07,0.26,0.15,0.00,0.12,0.83,0.82
0.82,0.47,0.43,0.36,0.18,0.40,0.05,0.13,0.68,0.65,0.77,0.17,0.54,0.05,0.38,0.03,0.12,0.00,0.95,0.95
0.13,0.48,0.52,0.59,0.77,0.55,1.00,0.82,0.26,0.30,0.18,0.78,0.41,0.90,0.56,0.98,0.83,0.95,0.00,0.00
0.12,0.48,0.52,0.58,0.77,0.54,1.00,0.82,0.26,0.29,0.17,0.77,0.41,0.90,0.56,0.98,0.82,0.95,0.00,0.00
