0.00,0.05,0.08,0.30,0.16,0.04,0.40,0.34,0.26,0.41,0.55,0.35,0.24,0.22,0.26,0.10,0.29,0.45,0.57,0.43,0.19,0.38,0.30,0.14,0.34,0.42,0.24,0.39,0.35,0.43
0.05,0.00,0.03,0.25,0.11,0.01,0.45,0.29,0.21,0.36,0.50,0.30,0.19,0.17,0.31,0.15,0.33,0.41,0.52,0.48,0.14,0.34,0.35,0.10,0.39,0.37,0.19,0.44,0.40,0.47
0.08,0.03,0.00,0.22,0.08,0.04,0.49,0.25,0.18,0.33,0.47,0.27,0.15,0.14,0.34,0.18,0.37,0.37,0.49,0.51,0.10,0.30,0.38,0.06,0.43,0.34,0.16,0.47,0.43,0.51
0.30,0.25,0.22,0.00,0.14,0.26,0.70,0.04,0.04,0.11,0.25,0.05,0.06,0.08,0.56,0.40,0.59,0.15,0.27,0.73,0.11,0.08,0.60,0.16,0.64,0.12,0.06,0.69,0.65,0.73
0.16,0.11,0.08,0.14,0.00,0.12,0.57,0.17,0.10,0.25,0.39,0.19,0.07,0.06,0.42,0.26,0.45,0.29,0.41,0.59,0.02,0.22,0.46,0.02,0.51,0.26,0.08,0.55,0.51,0.59
0.04,0.01,0.04,0.26,0.12,0.00,0.44,0.30,0.22,0.37,0.51,0.31,0.20,0.18,0.30,0.14,0.32,0.42,0.53,0.47,0.15,0.35,0.34,0.11,0.38,0.38,0.20,0.43,0.39,0.46
0.40,0.45,0.49,0.70,0.57,0.44,0.00,0.74,0.66,0.81,0.96,0.75,0.64,0.63,0.14,0.30,0.12,0.86,0.97,0.03,0.59,0.79,0.11,0.55,0.06,0.82,0.64,0.02,0.05,0.02
0.34,0.29,0.25,0.04,0.17,0.30,0.74,0.00,0.08,0.07,0.22,0.01,0.10,0.12,0.60,0.44,0.62,0.12,0.23,0.77,0.15,0.05,0.64,0.19,0.68,0.08,0.10,0.72,0.69,0.76
0.26,0.21,0.18,0.04,0.10,0.22,0.66,0.08,0.00,0.15,0.29,0.09,0.02,0.04,0.52,0.36,0.54,0.20,0.31,0.69,0.07,0.12,0.56,0.11,0.60,0.16,0.02,0.65,0.61,0.68
0.41,0.36,0.33,0.11,0.25,0.37,0.81,0.07,0.15,0.00,0.14,0.06,0.17,0.19,0.67,0.51,0.69,0.04,0.16,0.84,0.22,0.03,0.71,0.27,0.75,0.01,0.17,0.80,0.76,0.84
0.55,0.50,0.47,0.25,0.39,0.51,0.96,0.22,0.29,0.14,0.00,0.20,0.32,0.33,0.81,0.65,0.84,0.10,0.02,0.98,0.37,0.17,0.85,0.41,0.90,0.13,0.31,0.94,0.90,0.98
0.35,0.30,0.27,0.05,0.19,0.31,0.75,0.01,0.09,0.06,0.20,0.00,0.11,0.13,0.61,0.45,0.63,0.11,0.22,0.78,0.16,0.03,0.65,0.21,0.69,0.07,0.11,0.74,0.70,0.77
0.24,0.19,0.15,0.06,0.07,0.20,0.64,0.10,0.02,0.17,0.32,0.11,0.00,0.02,0.50,0.34,0.52,0.22,0.33,0.67,0.05,0.15,0.54,0.09,0.58,0.18,0.00,0.62,0.59,0.66
0.22,0.17,0.14,0.08,0.06,0.18,0.63,0.12,0.04,0.19,0.33,0.13,0.02,0.00,0.48,0.32,0.51,0.23,0.35,0.65,0.04,0.16,0.52,0.08,0.56,0.20,0.02,0.61,0.57,0.65
0.26,0.31,0.34,0.56,0.42,0.30,0.14,0.60,0.52,0.67,0.81,0.61,0.50,0.48,0.00,0.16,0.02,0.72,0.83,0.17,0.45,0.64,0.04,0.40,0.08,0.68,0.50,0.13,0.09,0.16
0.10,0.15,0.18,0.40,0.26,0.14,0.30,0.44,0.36,0.51,0.65,0.45,0.34,0.32,0.16,0.00,0.19,0.55,0.67,0.33,0.29,0.48,0.20,0.24,0.24,0.52,0.34,0.29,0.25,0.33
0.29,0.33,0.37,0.59,0.45,0.32,0.12,0.62,0.54,0.69,0.84,0.63,0.52,0.51,0.02,0.19,0.00,0.74,0.85,0.15,0.47,0.67,0.01,0.43,0.06,0.70,0.52,0.10,0.07,0.14
