0.00,0.22,0.42,0.31,0.01,0.07,0.17,0.24,0.29,0.51,0.40,0.48,0.04,0.40,0.13,0.31,0.12,0.08,0.03,0.03,0.24,0.49,0.17,0.10,0.22,0.24,0.16,0.05,0.50,0.29,0.47,0.40,0.19,0.26,0.21,0.01,0.29,0.30,0.41,0.17,0.17,0.29,0.49,0.02,0.42,0.40,0.39,0.06,0.39,0.03,0.30,0.09,0.28,0.25,0.37,0.24,0.03,0.08,0.09,0.47,0.18,0.21,0.02,0.17,0.15,0.00,0.31,0.22,0.46,0.45,0.15,0.02,0.38,0.21,0.35,0.47,0.39,0.51,0.07,0.32,0.03,0.36,0.36,0.04,0.30,0.03,0.07,0.02,0.18,0.18,0.28,0.15,0.10,0.17,0.03,0.23,0.51,0.48,0.34,0.09
0.22,0.00,0.64,0.09,0.23,0.29,0.39,0.46,0.51,0.29,0.62,0.70,0.18,0.62,0.09,0.53,0.34,0.14,0.19,0.25,0.46,0.27,0.05,0.32,0.44,0.02,0.38,0.27,0.28,0.07,0.25,0.18,0.03,0.04,0.43,0.23,0.51,0.08,0.19,0.05,0.39,0.51,0.71,0.24,0.64,0.18,0.17,0.16,0.17,0.19,0.52,0.31,0.06,0.47,0.59,0.46,0.25,0.14,0.31,0.25,0.04,0.43,0.20,0.39,0.37,0.22,0.09,0.00,0.68,0.23,0.07,0.20,0.60,0.01,0.57,0.69,0.61,0.29,0.29,0.54,0.25,0.58,0.14,0.26,0.52,0.25,0.15,0.20,0.04,0.04,0.50,0.07,0.32,0.39,0.19,0.45,0.29,0.70,0.12,0.13
0.42,0.64,0.00,0.72,0.41,0.35,0.25,0.18,0.13,0.93,0.01,0.06,0.46,0.01,0.55,0.11,0.30,0.50,0.44,0.39,0.18,0.91,0.59,0.32,0.19,0.66,0.26,0.36,0.92,0.71,0.88,0.82,0.61,0.67,0.21,0.41,0.13,0.71,0.83,0.58,0.25,0.13,0.07,0.40,0.00,0.82,0.81,0.48,0.81,0.45,0.12,0.32,0.70,0.16,0.05,0.18,0.39,0.49,0.33,0.89,0.59,0.21,0.43,0.24,0.27,0.42,0.73,0.63,0.04,0.87,0.56,0.44,0.04,0.62,0.07,0.05,0.03,0.93,0.35,0.09,0.38,0.06,0.78,0.37,0.12,0.39,0.49,0.44,0.60,0.59,0.14,0.57,0.32,0.25,0.45,0.18,0.93,0.06,0.76,0.51
0.31,0.09,0.72,0.00,0.31,0.38,0.48,0.54,0.59,0.21,0.71,0.78,0.27,0.71,0.18,0.62,0.42,0.22,0.28,0.33,0.55,0.18,0.13,0.40,0.53,0.07,0.47,0.36,0.19,0.01,0.16,0.10,0.12,0.05,0.52,0.32,0.60,0.01,0.11,0.14,0.48,0.59,0.79,0.32,0.72,0.09,0.08,0.24,0.09,0.27,0.61,0.40,0.03,0.56,0.68,0.55,0.33,0.23,0.39,0.17,0.13,0.52,0.29,0.48,0.45,0.30,0.01,0.09,0.76,0.15,0.16,0.28,0.69,0.10,0.66,0.77,0.70,0.21,0.37,0.63,0.34,0.66,0.06,0.35,0.60,0.34,0.24,0.29,0.12,0.13,0.59,0.16,0.41,0.48,0.27,0.54,0.21,0.78,0.03,0.21
0.01,0.23,0.41,0.31,0.00,0.06,0.16,0.23,0.28,0.52,0.40,0.47,0.05,0.40,0.14,0.30,0.11,0.09,0.03,0.02,0.23,0.50,0.18,0.09,0.22,0.25,0.15,0.05,0.51,0.30,0.47,0.41,0.20,0.26,0.20,0.00,0.28,0.30,0.42,0.17,0.16,0.28,0.48,0.01,0.41,0.41,0.40,0.07,0.40,0.04,0.29,0.09,0.29,0.25,0.36,0.23,0.02,0.08,0.08,0.48,0.18,0.20,0.02,0.17,0.14,0.01,0.32,0.22,0.45,0.46,0.15,0.03,0.37,0.21,0.34,0.46,0.38,0.52,0.06,0.32,0.03,0.35,0.37,0.04,0.29,0.02,0.08,0.03,0.19,0.18,0.27,0.16,0.09,0.16,0.04,0.23,0.52,0.47,0.35,0.10
0.07,0.29,0.35,0.38,0.06,0.00,0.10,0.17,0.22,0.58,0.33,0.41,0.11,0.33,0.20,0.24,0.05,0.15,0.10,0.04,0.17,0.56,0.24,0.03,0.15,0.31,0.09,0.02,0.57,0.36,0.54,0.47,0.26,0.33,0.14,0.06,0.22,0.37,0.48,0.24,0.10,0.21,0.42,0.05,0.35,0.47,0.46,0.13,0.47,0.10,0.23,0.02,0.35,0.18,0.30,0.17,0.04,0.15,0.02,0.54,0.25,0.14,0.09,0.10,0.08,0.07,0.38,0.29,0.39,0.52,0.22,0.09,0.31,0.28,0.28,0.40,0.32,0.58,0.00,0.25,0.04,0.29,0.43,0.03,0.23,0.04,0.14,0.09,0.25,0.25,0.21,0.22,0.03,0.10,0.10,0.16,0.58,0.41,0.41,0.16
0.17,0.39,0.25,0.48,0.16,0.10,0.00,0.07,0.12,0.68,0.23,0.30,0.21,0.23,0.30,0.14,0.05,0.26,0.20,0.14,0.07,0.66,0.34,0.08,0.05,0.41,0.01,0.12,0.67,0.46,0.64,0.57,0.36,0.43,0.04,0.16,0.12,0.47,0.58,0.34,0.00,0.11,0.32,0.15,0.25,0.57,0.56,0.23,0.57,0.20,0.13,0.08,0.45,0.08,0.20,0.07,0.14,0.25,0.08,0.65,0.35,0.04,0.19,0.00,0.02,0.17,0.48,0.39,0.28,0.62,0.32,0.19,0.21,0.38,0.18,0.29,0.22,0.68,0.10,0.15,0.14,0.19,0.53,0.13,0.13,0.14,0.24,0.19,0.36,0.35,0.11,0.32,0.07,0.00,0.20,0.06,0.68,0.31,0.51,0.26
0.24,0.46,0.18,0.54,0.23,0.17,0.07,0.00,0.05,0.75,0.17,0.24,0.28,0.17,0.37,0.07,0.12,0.32,0.26,0.21,0.00,0.72,0.41,0.14,0.01,0.48,0.08,0.18,0.74,0.53,0.70,0.64,0.42,0.49,0.02,0.23,0.05,0.53,0.65,0.40,0.07,0.05,0.25,0.22,0.18,0.64,0.63,0.30,0.63,0.27,0.06,0.14,0.52,0.02,0.13,0.00,0.21,0.31,0.15,0.71,0.41,0.03,0.25,0.06,0.09,0.24,0.55,0.45,0.22,0.69,0.38,0.26,0.14,0.44,0.11,0.23,0.15,0.75,0.17,0.09,0.20,0.12,0.60,0.19,0.06,0.20,0.30,0.26,0.42,0.41,0.04,0.39,0.14,0.07,0.27,0.00,0.75,0.24,0.57,0.33
0.29,0.51,0.13,0.59,0.28,0.22,0.12,0.05,0.00,0.80,0.12,0.19,0.33,0.12,0.42,0.02,0.17,0.37,0.31,0.26,0.05,0.78,0.46,0.19,0.06,0.53,0.13,0.23,0.79,0.58,0.75,0.69,0.48,0.54,0.08,0.28,0.00,0.58,0.70,0.45,0.12,0.00,0.20,0.27,0.13,0.69,0.68,0.35,0.68,0.32,0.01,0.19,0.57,0.03,0.08,0.05,0.26,0.36,0.20,0.76,0.46,0.08,0.30,0.11,0.14,0.29,0.60,0.50,0.17,0.74,0.43,0.31,0.09,0.49,0.06,0.18,0.10,0.80,0.22,0.04,0.26,0.07,0.65,0.24,0.01,0.26,0.36,0.31,0.47,0.46,0.01,0.44,0.19,0.12,0.32,0.05,0.80,0.19,0.63,0.38
0.51,0.29,0.93,0.21,0.52,0.58,0.68,0.75,0.80,0.00,0.92,0.99,0.47,0.92,0.38,0.82,0.63,0.43,0.49,0.54,0.75,0.03,0.34,0.61,0.74,0.27,0.68,0.57,0.01,0.22,0.05,0.11,0.33,0.26,0.73,0.52,0.80,0.22,0.10,0.35,0.68,0.80,1.00,0.53,0.93,0.11,0.12,0.45,0.12,0.48,0.81,0.61,0.23,0.77,0.88,0.75,0.54,0.44,0.60,0.04,0.34,0.72,0.50,0.69,0.66,0.51,0.20,0.30,0.97,0.06,0.37,0.49,0.89,0.31,0.86,0.98,0.90,0.00,0.58,0.84,0.55,0.87,0.15,0.56,0.81,0.55,0.45,0.49,0.33,0.34,0.79,0.36,0.61,0.68,0.48,0.75,0.00,0.99,0.18,0.42
