0.00,0.01,0.32,0.22,0.32,0.37,0.38,0.33,0.39,0.36,0.28,0.21,0.37,0.29,0.25,0.02,0.35,0.09,0.23,0.13,0.30,0.31,0.17,0.23,0.49,0.14,0.32,0.18,0.39,0.40,0.59,0.26,0.41,0.25,0.05,0.33,0.02,0.04,0.59,0.07,0.12,0.19,0.46,0.32,0.24,0.50,0.02,0.29,0.02,0.40
0.01,0.00,0.31,0.23,0.31,0.38,0.39,0.33,0.40,0.35,0.27,0.22,0.38,0.30,0.25,0.03,0.34,0.08,0.23,0.12,0.29,0.30,0.18,0.24,0.48,0.13,0.31,0.17,0.38,0.39,0.58,0.25,0.42,0.24,0.06,0.32,0.03,0.05,0.58,0.06,0.13,0.20,0.45,0.31,0.25,0.49,0.03,0.28,0.02,0.41
0.32,0.31,0.00,0.54,0.00,0.69,0.70,0.01,0.71,0.04,0.04,0.53,0.69,0.61,0.07,0.34,0.03,0.23,0.55,0.19,0.03,0.01,0.49,0.55,0.16,0.18,0.00,0.14,0.07,0.08,0.27,0.06,0.73,0.08,0.37,0.01,0.35,0.36,0.26,0.25,0.44,0.51,0.14,0.00,0.56,0.18,0.34,0.03,0.30,0.72
0.22,0.23,0.54,0.00,0.53,0.15,0.17,0.55,0.17,0.58,0.50,0.01,0.15,0.07,0.47,0.20,0.57,0.31,0.01,0.34,0.51,0.53,0.04,0.01,0.70,0.36,0.54,0.40,0.61,0.62,0.81,0.48,0.19,0.46,0.16,0.55,0.19,0.18,0.80,0.29,0.09,0.03,0.68,0.54,0.03,0.71,0.20,0.51,0.24,0.19
0.32,0.31,0.00,0.53,0.00,0.69,0.70,0.02,0.71,0.04,0.04,0.53,0.69,0.61,0.06,0.34,0.04,0.23,0.54,0.19,0.02,0.01,0.49,0.55,0.17,0.18,0.00,0.14,0.07,0.08,0.27,0.06,0.73,0.07,0.37,0.01,0.34,0.36,0.27,0.25,0.44,0.51,0.14,0.00,0.56,0.18,0.34,0.03,0.29,0.72
0.37,0.38,0.69,0.15,0.69,0.00,0.01,0.71,0.02,0.73,0.65,0.16,0.00,0.08,0.62,0.35,0.72,0.46,0.14,0.50,0.67,0.68,0.20,0.14,0.86,0.51,0.69,0.55,0.76,0.77,0.96,0.63,0.04,0.62,0.32,0.70,0.35,0.33,0.96,0.44,0.25,0.18,0.83,0.69,0.13,0.87,0.35,0.66,0.39,0.03
0.38,0.39,0.70,0.17,0.70,0.01,0.00,0.72,0.00,0.74,0.66,0.17,0.01,0.09,0.64,0.36,0.74,0.47,0.16,0.51,0.68,0.70,0.21,0.15,0.87,0.52,0.70,0.56,0.78,0.78,0.97,0.64,0.03,0.63,0.33,0.71,0.36,0.34,0.97,0.45,0.26,0.19,0.84,0.70,0.14,0.88,0.37,0.67,0.41,0.02
0.33,0.33,0.01,0.55,0.02,0.71,0.72,0.00,0.72,0.03,0.06,0.55,0.70,0.62,0.08,0.35,0.02,0.25,0.56,0.21,0.04,0.02,0.51,0.57,0.15,0.19,0.01,0.16,0.06,0.07,0.25,0.07,0.75,0.09,0.39,0.00,0.36,0.37,0.25,0.27,0.46,0.53,0.12,0.02,0.58,0.16,0.35,0.05,0.31,0.74
0.39,0.40,0.71,0.17,0.71,0.02,0.00,0.72,0.00,0.75,0.67,0.18,0.02,0.10,0.64,0.37,0.74,0.48,0.16,0.51,0.68,0.70,0.21,0.16,0.87,0.53,0.71,0.57,0.78,0.79,0.98,0.65,0.02,0.63,0.33,0.72,0.36,0.35,0.97,0.46,0.26,0.20,0.85,0.71,0.14,0.89,0.37,0.68,0.41,0.02
0.36,0.35,0.04,0.58,0.04,0.73,0.74,0.03,0.75,0.00,0.08,0.57,0.73,0.65,0.11,0.38,0.01,0.27,0.59,0.23,0.07,0.05,0.54,0.59,0.12,0.22,0.04,0.18,0.03,0.04,0.23,0.10,0.77,0.12,0.42,0.03,0.39,0.40,0.22,0.29,0.48,0.55,0.10,0.04,0.61,0.14,0.38,0.07,0.34,0.76
0.28,0.27,0.04,0.50,0.04,0.65,0.66,0.06,0.67,0.08,0.00,0.49,0.65,0.57,0.03,0.30,0.07,0.19,0.51,0.15,0.02,0.03,0.45,0.51,0.21,0.14,0.04,0.10,0.11,0.12,0.31,0.02,0.69,0.03,0.33,0.05,0.30,0.32,0.31,0.21,0.40,0.47,0.18,0.04,0.52,0.22,0.30,0.01,0.26,0.68
0.21,0.22,0.53,0.01,0.53,0.16,0.17,0.55,0.18,0.57,0.49,0.00,0.16,0.08,0.46,0.19,0.56,0.30,0.02,0.34,0.51,0.52,0.04,0.02,0.70,0.35,0.53,0.39,0.60,0.61,0.80,0.47,0.20,0.46,0.16,0.54,0.19,0.17,0.80,0.28,0.09,0.02,0.67,0.53,0.03,0.71,0.19,0.50,0.23,0.19
0.37,0.38,0.69,0.15,0.69,0.00,0.01,0.70,0.02,0.73,0.65,0.16,0.00,0.08,0.62,0.35,0.72,0.46,0.14,0.50,0.67,0.68,0.20,0.14,0.85,0.51,0.69,0.55,0.76,0.77,0.96,0.63,0.04,0.61,0.32,0.70,0.34,0.33,0.95,0.44,0.25,0.18,0.83,0.69,0.13,0.87,0.35,0.66,0.39,0.03
0.29,0.30,0.61,0.07,0.61,0.08,0.09,0.62,0.10,0.65,0.57,0.08,0.08,0.00,0.54,0.27,0.64,0.38,0.06,0.42,0.59,0.60,0.12,0.06,0.77,0.43,0.61,0.47,0.68,0.69,0.88,0.55,0.12,0.54,0.24,0.62,0.26,0.25,0.87,0.36,0.17,0.10,0.75,0.61,0.05,0.79,0.27,0.58,0.31,0.11
0.25,0.25,0.07,0.47,0.06,0.62,0.64,0.08,0.64,0.11,0.03,0.46,0.62,0.54,0.00,0.27,0.10,0.17,0.48,0.13,0.04,0.06,0.43,0.49,0.23,0.11,0.07,0.08,0.14,0.15,0.34,0.01,0.66,0.01,0.31,0.08,0.28,0.29,0.33,0.18,0.38,0.44,0.21,0.07,0.50,0.24,0.27,0.04,0.23,0.66
0.02,0.03,0.34,0.20,0.34,0.35,0.36,0.35,0.37,0.38,0.30,0.19,0.35,0.27,0.27,0.00,0.37,0.11,0.21,0.15,0.31,0.33,0.16,0.21,0.50,0.16,0.34,0.20,0.41,0.42,0.61,0.28,0.39,0.26,0.04,0.35,0.01,0.02,0.60,0.09,0.10,0.17,0.48,0.34,0.23,0.52,0.00,0.31,0.04,0.38
0.35,0.34,0.03,0.57,0.04,0.72,0.74,0.02,0.74,0.01,0.07,0.56,0.72,0.64,0.10,0.37,0.00,0.27,0.58,0.23,0.06,0.04,0.53,0.59,0.13,0.21,0.03,0.18,0.04,0.05,0.24,0.09,0.76,0.11,0.41,0.02,0.38,0.39,0.23,0.28,0.48,0.54,0.11,0.03,0.60,0.14,0.37,0.06,0.33,0.76
0.09,0.08,0.23,0.31,0.23,0.46,0.47,0.25,0.48,0.27,0.19,0.30,0.46,0.38,0.17,0.11,0.27,0.00,0.31,0.04,0.21,0.22,0.26,0.32,0.40,0.05,0.23,0.09,0.30,0.31,0.50,0.17,0.50,0.16,0.14,0.24,0.11,0.13,0.50,0.02,0.21,0.28,0.37,0.23,0.33,0.41,0.11,0.20,0.06,0.49
0.23,0.23,0.55,0.01,0.54,0.14,0.16,0.56,0.16,0.59,0.51,0.02,0.14,0.06,0.48,0.21,0.58,0.31,0.00,0.35,0.52,0.54,0.05,0.01,0.71,0.37,0.55,0.40,0.62,0.63,0.82,0.49,0.18,0.47,0.17,0.56,0.20,0.19,0.81,0.30,0.10,0.04,0.68,0.55,0.02,0.72,0.21,0.52,0.25,0.18
0.13,0.12,0.19,0.34,0.19,0.50,0.51,0.21,0.51,0.23,0.15,0.34,0.50,0.42,0.13,0.15,0.23,0.04,0.35,0.00,0.17,0.19,0.30,0.36,0.36,0.01,0.20,0.05,0.27,0.27,0.46,0.13,0.54,0.12,0.18,0.20,0.15,0.17,0.46,0.06,0.25,0.32,0.33,0.19,0.37,0.37,0.14,0.16,0.10,0.53
0.30,0.29,0.03,0.51,0.02,0.67,0.68,0.04,0.68,0.07,0.02,0.51,0.67,0.59,0.04,0.31,0.06,0.21,0.52,0.17,0.00,0.02,0.47,0.53,0.19,0.16,0.03,0.12,0.10,0.10,0.29,0.03,0.71,0.05,0.35,0.03,0.32,0.34,0.29,0.23,0.42,0.49,0.16,0.02,0.54,0.20,0.31,0.01,0.27,0.70
0.31,0.30,0.01,0.53,0.01,0.68,0.70,0.02,0.70,0.05,0.03,0.52,0.68,0.60,0.06,0.33,0.04,0.22,0.54,0.19,0.02,0.00,0.49,0.54,0.17,0.17,0.01,0.13,0.08,0.09,0.28,0.05,0.72,0.07,0.37,0.02,0.34,0.35,0.27,0.24,0.44,0.50,0.15,0.01,0.56,0.19,0.33,0.02,0.29,0.72
0.17,0.18,0.49,0.04,0.49,0.20,0.21,0.51,0.21,0.54,0.45,0.04,0.20,0.12,0.43,0.16,0.53,0.26,0.05,0.30,0.47,0.49,0.00,0.06,0.66,0.31,0.50,0.35,0.57,0.57,0.76,0.43,0.24,0.42,0.12,0.50,0.15,0.13,0.76,0.24,0.05,0.02,0.63,0.49,0.07,0.67,0.16,0.46,0.20,0.23
0.23,0.24,0.55,0.01,0.55,0.14,0.15,0.57,0.16,0.59,0.51,0.02,0.14,0.06,0.49,0.21,0.59,0.32,0.01,0.36,0.53,0.54,0.06,0.00,0.72,0.37,0.55,0.41,0.62,0.63,0.82,0.49,0.18,0.48,0.18,0.56,0.21,0.19,0.82,0.30,0.11,0.04,0.69,0.55,0.01,0.73,0.21,0.52,0.26,0.17
0.49,0.48,0.16,0.70,0.17,0.86,0.87,0.15,0.87,0.12,0.21,0.70,0.85,0.77,0.23,0.50,0.13,0.40,0.71,0.36,0.19,0.17,0.66,0.72,0.00,0.35,0.16,0.31,0.09,0.08,0.10,0.22,0.90,0.24,0.54,0.16,0.51,0.52,0.10,0.42,0.61,0.68,0.03,0.17,0.73,0.01,0.50,0.20,0.46,0.89
0.14,0.13,0.18,0.36,0.18,0.51,0.52,0.19,0.53,0.22,0.14,0.35,0.51,0.43,0.11,0.16,0.21,0.05,0.37,0.01,0.16,0.17,0.31,0.37,0.35,0.00,0.18,0.04,0.25,0.26,0.45,0.12,0.55,0.11,0.19,0.19,0.16,0.18,0.45,0.07,0.26,0.33,0.32,0.18,0.38,0.36,0.16,0.15,0.12,0.54
0.32,0.31,0.00,0.54,0.00,0.69,0.70,0.01,0.71,0.04,0.04,0.53,0.69,0.61,0.07,0.34,0.03,0.23,0.55,0.20,0.03,0.01,0.50,0.55,0.16,0.18,0.00,0.14,0.07,0.08,0.27,0.06,0.73,0.08,0.38,0.01,0.35,0.36,0.26,0.25,0.45,0.51,0.14,0.00,0.57,0.18,0.34,0.03,0.30,0.72
0.18,0.17,0.14,0.40,0.14,0.55,0.56,0.16,0.57,0.18,0.10,0.39,0.55,0.47,0.08,0.20,0.18,0.09,0.40,0.05,0.12,0.13,0.35,0.41,0.31,0.04,0.14,0.00,0.21,0.22,0.41,0.08,0.59,0.07,0.23,0.15,0.20,0.22,0.41,0.11,0.30,0.37,0.28,0.14,0.42,0.32,0.20,0.11,0.15,0.58
0.39,0.38,0.07,0.61,0.07,0.76,0.78,0.06,0.78,0.03,0.11,0.60,0.76,0.68,0.14,0.41,0.04,0.30,0.62,0.27,0.10,0.08,0.57,0.62,0.09,0.25,0.07,0.21,0.00,0.01,0.20,0.13,0.80,0.15,0.45,0.06,0.42,0.43,0.19,0.32,0.52,0.58,0.07,0.07,0.64,0.11,0.41,0.10,0.37,0.80
0.40,0.39,0.08,0.62,0.08,0.77,0.78,0.07,0.79,0.04,0.12,0.61,0.77,0.69,0.15,0.42,0.05,0.31,0.63,0.27,0.10,0.09,0.57,0.63,0.08,0.26,0.08,0.22,0.01,0.00,0.19,0.14,0.81,0.15,0.45,0.07,0.42,0.44,0.18,0.33,0.52,0.59,0.06,0.08,0.64,0.10,0.42,0.11,0.38,0.80
0.59,0.58,0.27,0.81,0.27,0.96,0.97,0.25,0.98,0.23,0.31,0.80,0.96,0.88,0.34,0.61,0.24,0.50,0.82,0.46,0.29,0.28,0.76,0.82,0.10,0.45,0.27,0.41,0.20,0.19,0.00,0.33,1.00,0.34,0.64,0.26,0.61,0.63,0.00,0.52,0.71,0.78,0.13,0.27,0.83,0.09,0.61,0.30,0.57,0.99
0.26,0.25,0.06,0.48,0.06,0.63,0.64,0.07,0.65,0.10,0.02,0.47,0.63,0.55,0.01,0.28,0.09,0.17,0.49,0.13,0.03,0.05,0.43,0.49,0.22,0.12,0.06,0.08,0.13,0.14,0.33,0.00,0.67,0.02,0.31,0.07,0.29,0.30,0.32,0.19,0.38,0.45,0.20,0.06,0.50,0.24,0.28,0.03,0.24,0.66
0.41,0.42,0.73,0.19,0.73,0.04,0.03,0.75,0.02,0.77,0.69,0.20,0.04,0.12,0.66,0.39,0.76,0.50,0.18,0.54,0.71,0.72,0.24,0.18,0.90,0.55,0.73,0.59,0.80,0.81,1.00,0.67,0.00,0.66,0.36,0.74,0.39,0.37,1.00,0.48,0.29,0.22,0.87,0.73,0.17,0.91,0.39,0.70,0.43,0.01
0.25,0.24,0.08,0.46,0.07,0.62,0.63,0.09,0.63,0.12,0.03,0.46,0.61,0.54,0.01,0.26,0.11,0.16,0.47,0.12,0.05,0.07,0.42,0.48,0.24,0.11,0.08,0.07,0.15,0.15,0.34,0.02,0.66,0.00,0.30,0.08,0.27,0.29,0.34,0.18,0.37,0.44,0.21,0.07,0.49,0.25,0.26,0.04,0.22,0.65
0.05,0.06,0.37,0.16,0.37,0.32,0.33,0.39,0.33,0.42,0.33,0.16,0.32,0.24,0.31,0.04,0.41,0.14,0.17,0.18,0.35,0.37,0.12,0.18,0.54,0.19,0.38,0.23,0.45,0.45,0.64,0.31,0.36,0.30,0.00,0.38,0.03,0.01,0.64,0.12,0.07,0.14,0.51,0.37,0.19,0.55,0.04,0.34,0.08,0.35
0.33,0.32,0.01,0.55,0.01,0.70,0.71,0.00,0.72,0.03,0.05,0.54,0.70,0.62,0.08,0.35,0.02,0.24,0.56,0.20,0.03,0.02,0.50,0.56,0.16,0.19,0.01,0.15,0.06,0.07,0.26,0.07,0.74,0.08,0.38,0.00,0.35,0.37,0.26,0.26,0.45,0.52,0.13,0.01,0.57,0.17,0.35,0.04,0.31,0.73
0.02,0.03,0.35,0.19,0.34,0.35,0.36,0.36,0.36,0.39,0.30,0.19,0.34,0.26,0.28,0.01,0.38,0.11,0.20,0.15,0.32,0.34,0.15,0.21,0.51,0.16,0.35,0.20,0.42,0.42,0.61,0.29,0.39,0.27,0.03,0.35,0.00,0.01,0.61,0.09,0.10,0.17,0.48,0.34,0.22,0.52,0.01,0.31,0.05,0.38
0.04,0.05,0.36,0.18,0.36,0.33,0.34,0.37,0.35,0.40,0.32,0.17,0.33,0.25,0.29,0.02,0.39,0.13,0.19,0.17,0.34,0.35,0.13,0.19,0.52,0.18,0.36,0.22,0.43,0.44,0.63,0.30,0.37,0.29,0.01,0.37,0.01,0.00,0.62,0.11,0.08,0.15,0.50,0.36,0.20,0.54,0.02,0.33,0.06,0.36
0.59,0.58,0.26,0.80,0.27,0.96,0.97,0.25,0.97,0.22,0.31,0.80,0.95,0.87,0.33,0.60,0.23,0.50,0.81,0.46,0.29,0.27,0.76,0.82,0.10,0.45,0.26,0.41,0.19,0.18,0.00,0.32,1.00,0.34,0.64,0.26,0.61,0.62,0.00,0.52,0.71,0.78,0.13,0.27,0.83,0.09,0.60,0.30,0.56,0.99
0.07,0.06,0.25,0.29,0.25,0.44,0.45,0.27,0.46,0.29,0.21,0.28,0.44,0.36,0.18,0.09,0.28,0.02,0.30,0.06,0.23,0.24,0.24,0.30,0.42,0.07,0.25,0.11,0.32,0.33,0.52,0.19,0.48,0.18,0.12,0.26,0.09,0.11,0.52,0.00,0.19,0.26,0.39,0.25,0.31,0.43,0.09,0.22,0.05,0.47
0.12,0.13,0.44,0.09,0.44,0.25,0.26,0.46,0.26,0.48,0.40,0.09,0.25,0.17,0.38,0.10,0.48,0.21,0.10,0.25,0.42,0.44,0.05,0.11,0.61,0.26,0.45,0.30,0.52,0.52,0.71,0.38,0.29,0.37,0.07,0.45,0.10,0.08,0.71,0.19,0.00,0.07,0.58,0.44,0.12,0.62,0.11,0.41,0.15,0.28
0.19,0.20,0.51,0.03,0.51,0.18,0.19,0.53,0.20,0.55,0.47,0.02,0.18,0.10,0.44,0.17,0.54,0.28,0.04,0.32,0.49,0.50,0.02,0.04,0.68,0.33,0.51,0.37,0.58,0.59,0.78,0.45,0.22,0.44,0.14,0.52,0.17,0.15,0.78,0.26,0.07,0.00,0.65,0.51,0.05,0.69,0.17,0.48,0.21,0.21
0.46,0.45,0.14,0.68,0.14,0.83,0.84,0.12,0.85,0.10,0.18,0.67,0.83,0.75,0.21,0.48,0.11,0.37,0.68,0.33,0.16,0.15,0.63,0.69,0.03,0.32,0.14,0.28,0.07,0.06,0.13,0.20,0.87,0.21,0.51,0.13,0.48,0.50,0.13,0.39,0.58,0.65,0.00,0.14,0.70,0.04,0.48,0.17,0.44,0.86
0.32,0.31,0.00,0.54,0.00,0.69,0.70,0.02,0.71,0.04,0.04,0.53,0.69,0.61,0.07,0.34,0.03,0.23,0.55,0.19,0.02,0.01,0.49,0.55,0.17,0.18,0.00,0.14,0.07,0.08,0.27,0.06,0.73,0.07,0.37,0.01,0.34,0.36,0.27,0.25,0.44,0.51,0.14,0.00,0.56,0.18,0.34,0.03,0.30,0.72
