0.00,0.28,0.30,0.04,0.50,0.43,0.42,0.48,0.50,0.23
0.28,0.00,0.58,0.25,0.79,0.15,0.14,0.20,0.21,0.06
0.30,0.58,0.00,0.34,0.21,0.73,0.72,0.78,0.79,0.53
0.04,0.25,0.34,0.00,0.54,0.39,0.38,0.44,0.46,0.19
0.50,0.79,0.21,0.54,0.00,0.93,0.92,0.99,1.00,0.73
0.43,0.15,0.73,0.39,0.93,0.00,0.01,0.05,0.07,0.20
0.42,0.14,0.72,0.38,0.92,0.01,0.00,0.06,0.08,0.19
0.48,0.20,0.78,0.44,0.99,0.05,0.06,0.00,0.01,0.25
0.50,0.21,0.79,0.46,1.00,0.07,0.08,0.01,0.00,0.27
0.23,0.06,0.53,0.19,0.73,0.20,0.19,0.25,0.27,0.00
