0.00,0.38,0.82,0.31,0.01,0.64,0.64,0.73,0.42,0.18
0.38,0.00,0.44,0.07,0.37,0.26,0.26,0.35,0.04,0.56
0.82,0.44,0.00,0.51,0.80,0.17,0.18,0.09,0.39,1.00
0.31,0.07,0.51,0.00,0.29,0.34,0.33,0.43,0.12,0.49
0.01,0.37,0.80,0.29,0.00,0.63,0.62,0.72,0.41,0.20
0.64,0.26,0.17,0.34,0.63,0.00,0.01,0.09,0.22,0.83
0.64,0.26,0.18,0.33,0.62,0.01,0.00,0.09,0.21,0.82
0.73,0.35,0.09,0.43,0.72,0.09,0.09,0.00,0.31,0.91
0.42,0.04,0.39,0.12,0.41,0.22,0.21,0.31,0.00,0.61
0.18,0.56,1.00,0.49,0.20,0.83,0.82,0.91,0.61,0.00
