0.00,61.38,3.63,43.42,68.40,2.34,14.51,67.47,15.25,76.55
61.38,0.00,65.01,17.97,7.02,59.04,46.88,6.08,46.13,15.17
3.63,65.01,0.00,47.05,72.03,5.97,18.14,71.10,18.88,80.18
43.42,17.97,47.05,0.00,24.98,41.08,28.91,24.05,28.17,33.13
68.40,7.02,72.03,24.98,0.00,66.06,53.89,0.93,53.15,8.15
2.34,59.04,5.97,41.08,66.06,0.00,12.17,65.13,12.91,74.21
14.51,46.88,18.14,28.91,53.89,12.17,0.00,52.96,0.74,62.04
67.47,6.08,71.10,24.05,0.93,65.13,52.96,0.00,52.21,9.08
15.25,46.13,18.88,28.17,53.15,12.91,0.74,52.21,0.00,61.30
76.55,15.17,80.18,33.13,8.15,74.21,62.04,9.08,61.30,0.00
