0.00,0.38,0.12,0.29,0.07,0.59,0.37,0.15,0.54,0.14,0.32,0.22,0.06,0.39,0.47,0.29,0.42,0.63,0.15,0.46
0.38,0.00,0.50,0.09,0.31,0.21,0.75,0.53,0.16,0.24,0.70,0.15,0.43,0.01,0.09,0.67,0.04,0.25,0.23,0.08
0.12,0.50,0.00,0.41,0.19,0.71,0.25,0.03,0.66,0.26,0.20,0.35,0.06,0.51,0.59,0.17,0.54,0.75,0.27,0.58
0.29,0.09,0.41,0.00,0.21,0.31,0.66,0.44,0.26,0.15,0.60,0.06,0.34,0.10,0.19,0.58,0.14,0.34,0.14,0.17
0.07,0.31,0.19,0.21,0.00,0.52,0.44,0.22,0.47,0.07,0.39,0.15,0.13,0.32,0.40,0.36,0.35,0.56,0.08,0.39
0.59,0.21,0.71,0.31,0.52,0.00,0.96,0.74,0.05,0.46,0.91,0.37,0.65,0.21,0.12,0.89,0.17,0.04,0.44,0.13
0.37,0.75,0.25,0.66,0.44,0.96,0.00,0.22,0.91,0.51,0.05,0.60,0.32,0.76,0.84,0.08,0.79,1.00,0.52,0.83
0.15,0.53,0.03,0.44,0.22,0.74,0.22,0.00,0.69,0.29,0.17,0.37,0.09,0.54,0.62,0.14,0.57,0.78,0.30,0.61
0.54,0.16,0.66,0.26,0.47,0.05,0.91,0.69,0.00,0.41,0.86,0.32,0.60,0.16,0.07,0.84,0.12,0.09,0.39,0.08
0.14,0.24,0.26,0.15,0.07,0.46,0.51,0.29,0.41,0.00,0.46,0.09,0.19,0.25,0.33,0.43,0.28,0.49,0.01,0.32
0.32,0.70,0.20,0.60,0.39,0.91,0.05,0.17,0.86,0.46,0.00,0.54,0.26,0.71,0.79,0.03,0.74,0.95,0.47,0.78
0.22,0.15,0.35,0.06,0.15,0.37,0.60,0.37,0.32,0.09,0.54,0.00,0.28,0.16,0.25,0.52,0.20,0.40,0.08,0.23
0.06,0.43,0.06,0.34,0.13,0.65,0.32,0.09,0.60,0.19,0.26,0.28,0.00,0.44,0.53,0.24,0.48,0.68,0.21,0.51
0.39,0.01,0.51,0.10,0.32,0.21,0.76,0.54,0.16,0.25,0.71,0.16,0.44,0.00,0.08,0.68,0.04,0.24,0.24,0.07
0.47,0.09,0.59,0.19,0.40,0.12,0.84,0.62,0.07,0.33,0.79,0.25,0.53,0.08,0.00,0.76,0.05,0.16,0.32,0.01
0.29,0.67,0.17,0.58,0.36,0.89,0.08,0.14,0.84,0.43,0.03,0.52,0.24,0.68,0.76,0.00,0.72,0.92,0.44,0.75
0.42,0.04,0.54,0.14,0.35,0.17,0.79,0.57,0.12,0.28,0.74,0.20,0.48,0.04,0.05,0.72,0.00,0.21,0.27,0.04
0.63,0.25,0.75,0.34,0.56,0.04,1.00,0.78,0.09,0.49,0.95,0.40,0.68,0.24,0.16,0.92,0.21,0.00,0.48,0.17
0.15,0.23,0.27,0.14,0.08,0.44,0.52,0.30,0.39,0.01,0.47,0.08,0.21,0.24,0.32,0.44,0.27,0.48,0.00,0.31
0.46,0.08,0.58,0.17,0.39,0.13,0.83,0.61,0.08,0.32,0.78,0.23,0.51,0.07,0.01,0.75,0.04,0.17,0.31,0.00
