0.00,89.58,26.42,65.58,30.89,61.34,50.22,81.55,48.87,16.83,23.36,82.40,41.58,24.82,6.07,42.68,78.32,69.35,38.75,61.79,57.94,33.23,57.23,48.39,44.13,68.99,96.82,11.84,84.97,41.61,30.75,109.10,86.91,50.96,72.34,100.84,61.15,84.63,14.81,70.24
89.58,0.00,71.19,43.06,62.07,43.71,61.66,9.42,64.62,96.89,106.62,76.01,58.00,108.72,93.56,50.59,17.10,57.59,70.29,51.96,45.08,56.47,37.14,50.81,54.01,83.82,17.50,89.78,72.56,53.03,104.46,19.80,41.90,43.44,28.26,15.09,61.70,48.54,74.79,76.57
26.42,71.19,0.00,40.19,9.70,36.17,23.83,64.70,53.09,26.45,36.01,56.93,41.13,38.15,27.12,36.00,57.20,69.56,46.19,60.05,52.65,19.35,46.92,44.54,41.34,78.73,82.07,20.43,59.07,36.85,33.45,90.97,61.32,28.42,61.35,84.46,34.84,58.52,18.32,45.47
65.58,43.06,40.19,0.00,34.89,4.36,21.09,41.40,68.27,65.99,75.09,36.31,55.98,77.20,67.16,46.24,25.96,74.52,67.39,65.01,55.27,37.35,44.32,53.20,53.20,94.53,59.20,60.58,34.53,49.02,69.29,60.61,21.34,17.77,50.89,58.15,18.65,20.22,53.19,33.97
30.89,62.07,9.70,34.89,0.00,30.59,23.40,55.27,46.36,34.88,44.60,57.79,33.78,46.71,33.22,27.39,48.78,61.34,40.86,51.62,43.72,10.43,37.39,36.14,33.35,72.78,72.48,28.04,59.09,28.66,43.01,81.87,56.22,20.39,51.69,75.05,34.25,54.47,18.49,47.65
61.34,43.71,36.17,4.36,30.59,0.00,18.59,41.11,64.49,62.18,71.38,38.54,52.07,73.50,63.04,42.40,26.80,71.52,63.32,61.89,52.16,33.02,41.38,49.60,49.41,90.91,59.22,56.60,37.26,45.13,66.00,61.96,25.63,13.64,49.00,58.73,18.54,24.54,48.84,34.76
50.22,61.66,23.83,21.09,23.40,18.59,0.00,57.93,67.59,47.06,55.57,34.39,54.66,57.63,50.38,46.28,45.07,79.34,63.49,69.39,60.19,31.30,50.90,54.85,53.19,94.44,76.22,42.81,35.81,48.40,48.69,80.36,40.08,21.48,62.00,76.48,11.10,35.98,40.86,24.85
81.55,9.42,64.70,41.40,55.27,41.11,57.93,0.00,55.21,89.80,99.51,76.42,48.70,101.59,85.80,41.57,17.18,48.90,60.92,42.80,35.68,48.76,27.81,41.43,44.70,74.85,18.30,82.51,73.51,43.92,98.14,27.65,44.92,38.07,19.31,19.77,59.61,50.75,66.75,75.38
48.87,64.62,53.09,68.27,46.36,64.49,67.59,55.21,0.00,64.56,72.20,100.68,12.94,73.69,54.91,22.14,62.90,21.00,10.59,16.24,19.63,36.60,28.57,15.61,15.09,26.88,63.15,57.44,100.65,19.55,77.86,80.32,85.53,51.09,37.59,69.61,76.94,87.51,39.16,92.43
16.83,96.89,26.45,65.99,34.88,62.18,47.06,89.80,64.56,0.00,9.73,75.06,55.81,11.83,11.24,54.79,83.51,84.46,54.84,76.24,71.14,41.43,68.42,61.79,57.72,85.72,106.43,7.67,78.47,54.39,13.92,116.69,86.66,54.79,83.55,109.53,56.90,83.02,26.48,62.22
