0.00,58.77,54.84,15.11,79.67,59.86,75.86,44.86,47.52,65.80,98.95,58.55,77.51,67.61,11.01,65.51,63.99,48.87,76.09,16.79,43.99,22.24,97.82,83.20,32.86,35.97,30.11,56.37,61.11,47.16
58.77,0.00,4.77,48.99,22.41,24.59,38.44,17.42,17.67,44.38,41.45,57.90,19.71,31.13,64.74,41.37,49.66,14.47,53.86,49.45,21.90,46.37,56.35,58.31,42.09,44.24,48.05,46.50,57.58,39.55
54.84,4.77,0.00,45.77,25.27,21.65,36.87,12.65,13.00,41.14,44.56,58.37,24.40,28.98,61.26,43.43,51.09,13.97,56.26,44.94,20.94,41.73,60.50,61.08,37.32,39.49,46.14,42.45,58.31,39.52
15.11,48.99,45.77,0.00,71.03,55.89,73.06,38.37,41.69,66.22,90.30,44.17,66.37,64.34,16.17,50.49,48.92,37.02,60.98,23.15,31.04,26.95,83.14,68.10,35.71,39.60,15.53,58.69,46.56,32.06
79.67,22.41,25.27,71.03,0.00,28.56,31.39,35.20,33.29,45.12,19.32,77.25,16.53,28.91,86.49,57.27,66.98,36.50,67.87,68.21,43.97,64.17,60.07,70.52,57.25,58.12,70.37,52.22,76.39,60.23
59.86,24.59,21.65,55.89,28.56,0.00,17.48,18.60,14.95,19.85,44.72,78.50,38.51,8.67,68.91,65.03,72.34,34.50,77.90,45.24,40.20,40.25,80.19,82.69,31.25,31.11,61.39,24.09,78.79,59.24
75.86,38.44,36.87,73.06,31.39,17.48,0.00,36.06,32.42,17.25,40.58,95.04,46.25,8.82,85.43,79.81,87.90,50.61,92.21,60.26,56.91,54.92,90.11,96.32,44.80,43.39,78.86,28.01,95.11,75.92
44.86,17.42,12.65,38.37,35.20,18.60,36.06,0.00,3.65,34.73,54.29,60.98,36.98,27.26,52.63,50.35,56.28,19.10,63.55,33.13,23.01,29.47,71.70,69.16,24.68,26.98,42.80,33.03,61.56,41.68
47.52,17.67,13.00,41.69,33.29,14.95,32.42,3.65,0.00,31.44,52.13,64.41,36.66,23.62,55.65,53.12,59.38,21.81,66.28,34.96,26.29,30.90,73.18,71.72,24.91,26.72,46.44,30.50,64.93,45.10
65.80,44.38,41.14,66.22,45.12,19.85,17.25,34.73,31.44,0.00,57.21,95.65,57.54,16.22,76.22,84.11,90.78,52.98,97.15,49.22,57.71,43.70,99.97,102.18,33.03,30.49,75.08,11.58,96.29,76.38
