0.00,47.34,57.99,9.73,69.71,90.17,30.60,82.21,9.23,53.62,95.02,77.99,37.11,34.04,36.94,51.85,69.65,57.96,31.67,9.79
47.34,0.00,50.07,40.72,60.52,75.12,20.34,39.53,38.11,6.63,54.99,32.63,76.90,59.33,44.72,62.65,45.88,10.66,26.42,41.65
57.99,50.07,0.00,60.17,12.17,32.19,38.86,51.58,53.09,50.18,55.27,55.33,60.29,36.69,82.22,22.29,20.10,55.08,64.87,48.27
9.73,40.72,60.17,0.00,72.24,92.19,27.09,77.77,7.17,47.25,91.52,72.58,46.80,41.48,27.99,57.45,69.22,51.09,22.19,14.06
69.71,60.52,12.17,72.24,0.00,20.70,50.83,55.03,65.13,59.81,55.16,60.62,68.21,45.40,94.33,27.14,21.50,64.33,76.82,60.06
90.17,75.12,32.19,92.19,20.70,0.00,69.08,58.32,85.16,72.92,52.49,66.40,87.80,65.63,112.82,46.24,29.63,76.57,94.65,80.45
30.60,20.34,38.86,27.09,50.83,69.08,0.00,51.61,21.86,25.35,64.67,47.76,56.68,39.30,43.74,45.53,43.31,30.53,26.01,22.89
82.21,39.53,51.58,77.77,55.03,58.32,51.61,0.00,73.35,33.29,16.18,10.14,102.87,80.41,83.96,72.93,33.53,32.65,65.94,74.12
9.23,38.11,53.09,7.17,65.13,85.16,21.86,73.35,0.00,44.39,86.52,68.89,43.53,35.34,33.98,50.50,62.76,48.74,24.52,7.72
53.62,6.63,50.18,47.25,59.81,72.92,25.35,33.29,44.39,0.00,49.00,26.05,82.00,63.38,50.69,64.80,43.33,5.49,32.74,47.50
95.02,54.99,55.27,91.52,55.16,52.49,64.67,16.18,86.52,49.00,0.00,25.89,111.77,88.44,99.66,77.54,35.24,48.74,81.35,86.31
77.99,32.63,55.33,72.58,60.62,66.40,47.76,10.14,68.89,26.05,25.89,0.00,101.86,80.39,76.05,75.46,39.43,24.22,58.65,70.64
37.11,76.90,60.29,46.80,68.21,87.80,56.68,102.87,43.53,82.00,111.77,101.86,0.00,23.73,73.54,41.57,78.87,87.22,68.01,36.93
34.04,59.33,36.69,41.48,45.40,65.63,39.30,80.41,35.34,63.38,88.44,80.39,23.73,0.00,69.27,20.52,55.16,68.83,58.04,27.65
36.94,44.72,82.22,27.99,94.33,112.82,43.74,83.96,33.98,50.69,99.66,76.05,73.54,69.27,0.00,83.81,86.13,51.84,18.91,41.63
51.85,62.65,22.29,57.45,27.14,46.24,45.53,72.93,50.50,64.80,77.54,75.46,41.57,20.52,83.81,0.00,42.38,70.19,69.42,43.52
69.65,45.88,20.10,69.22,21.50,29.63,43.31,33.53,62.76,43.33,35.24,39.43,78.87,55.16,86.13,42.38,0.00,46.94,67.42,59.98
57.96,10.66,55.08,51.09,64.33,76.57,30.53,32.65,48.74,5.49,48.74,24.22,87.22,68.83,51.84,70.19,46.94,0.00,34.78,52.29
31.67,26.42,64.87,22.19,76.82,94.65,26.01,65.94,24.52,32.74,81.35,58.65,68.01,58.04,18.91,69.42,67.42,34.78,0.00,31.72
9.79,41.65,48.27,14.06,60.06,80.45,22.89,74.12,7.72,47.50,86.31,70.64,36.93,27.65,41.63,43.52,59.98,52.29,31.72,0.00
