0.00,0.29,0.37,0.38,0.39,0.66,0.05,0.71,0.64,0.52,0.33,0.49,0.39,0.29,0.68,0.09,0.35,0.55,0.15,0.31,0.36,0.72,0.27,0.33,0.71,0.41,0.10,0.64,0.32,0.70,0.63,0.15,0.67,0.64,0.60,0.57,0.41,0.71,0.83,0.46,0.44,0.53,0.70,0.68,0.20,0.59,0.56,0.74,0.60,0.57
0.29,0.00,0.36,0.26,0.38,0.37,0.30,0.43,0.44,0.23,0.26,0.33,0.25,0.01,0.41,0.21,0.28,0.31,0.31,0.14,0.32,0.45,0.30,0.25,0.43,0.33,0.22,0.51,0.28,0.41,0.38,0.28,0.51,0.46,0.38,0.32,0.11,0.42,0.54,0.32,0.28,0.45,0.41,0.49,0.47,0.40,0.27,0.45,0.42,0.34
0.37,0.36,0.00,0.14,0.03,0.61,0.33,0.72,0.35,0.54,0.58,0.21,0.59,0.36,0.51,0.35,0.61,0.66,0.50,0.22,0.04,0.55,0.57,0.57,0.71,0.66,0.28,0.29,0.07,0.68,0.43,0.22,0.35,0.34,0.36,0.66,0.42,0.61,0.75,0.17,0.63,0.79,0.60,0.37,0.38,0.31,0.50,0.64,0.30,0.36
0.38,0.26,0.14,0.00,0.15,0.47,0.36,0.58,0.26,0.41,0.52,0.10,0.51,0.27,0.37,0.33,0.54,0.54,0.49,0.12,0.10,0.41,0.53,0.50,0.57,0.58,0.29,0.27,0.10,0.54,0.30,0.26,0.29,0.26,0.24,0.54,0.29,0.46,0.61,0.07,0.53,0.71,0.46,0.30,0.46,0.21,0.36,0.50,0.22,0.23
0.39,0.38,0.03,0.15,0.00,0.62,0.35,0.73,0.34,0.56,0.61,0.20,0.62,0.38,0.51,0.37,0.63,0.68,0.53,0.24,0.06,0.55,0.60,0.59,0.72,0.68,0.31,0.27,0.10,0.69,0.43,0.25,0.34,0.33,0.35,0.68,0.43,0.61,0.76,0.17,0.65,0.82,0.61,0.36,0.40,0.30,0.51,0.64,0.30,0.36
0.66,0.37,0.61,0.47,0.62,0.00,0.67,0.13,0.43,0.16,0.50,0.45,0.43,0.38,0.22,0.58,0.51,0.27,0.66,0.42,0.57,0.23,0.59,0.49,0.12,0.51,0.59,0.59,0.55,0.08,0.28,0.63,0.53,0.47,0.35,0.24,0.26,0.10,0.17,0.47,0.40,0.58,0.09,0.48,0.84,0.43,0.11,0.11,0.46,0.32
0.05,0.30,0.33,0.36,0.35,0.67,0.00,0.73,0.62,0.53,0.37,0.46,0.42,0.30,0.68,0.11,0.39,0.58,0.20,0.30,0.32,0.72,0.31,0.36,0.73,0.45,0.08,0.61,0.29,0.71,0.62,0.11,0.65,0.62,0.58,0.60,0.42,0.71,0.84,0.43,0.47,0.58,0.71,0.66,0.17,0.57,0.57,0.75,0.58,0.56
0.71,0.43,0.72,0.58,0.73,0.13,0.73,0.00,0.56,0.20,0.50,0.57,0.42,0.44,0.35,0.63,0.49,0.22,0.68,0.51,0.68,0.35,0.59,0.48,0.01,0.48,0.66,0.72,0.66,0.06,0.41,0.71,0.66,0.60,0.48,0.19,0.32,0.21,0.18,0.59,0.37,0.52,0.20,0.61,0.90,0.56,0.22,0.21,0.59,0.45
0.64,0.44,0.35,0.26,0.34,0.43,0.62,0.56,0.00,0.47,0.70,0.15,0.67,0.45,0.23,0.58,0.72,0.62,0.72,0.34,0.33,0.25,0.74,0.68,0.55,0.75,0.54,0.17,0.35,0.51,0.15,0.52,0.10,0.04,0.08,0.60,0.40,0.37,0.51,0.19,0.67,0.87,0.38,0.06,0.72,0.05,0.36,0.39,0.05,0.12
0.52,0.23,0.54,0.41,0.56,0.16,0.53,0.20,0.47,0.00,0.34,0.43,0.27,0.24,0.31,0.43,0.35,0.15,0.50,0.33,0.50,0.34,0.43,0.32,0.20,0.36,0.46,0.60,0.48,0.18,0.34,0.51,0.56,0.50,0.39,0.14,0.13,0.25,0.32,0.44,0.25,0.44,0.24,0.52,0.70,0.45,0.12,0.27,0.48,0.34
0.33,0.26,0.58,0.52,0.61,0.50,0.37,0.50,0.70,0.34,0.00,0.59,0.08,0.25,0.63,0.28,0.02,0.28,0.22,0.40,0.55,0.66,0.10,0.02,0.50,0.08,0.34,0.78,0.51,0.50,0.62,0.43,0.77,0.72,0.63,0.31,0.31,0.59,0.66,0.58,0.13,0.21,0.58,0.75,0.53,0.67,0.44,0.61,0.69,0.59
0.49,0.33,0.21,0.10,0.20,0.45,0.46,0.57,0.15,0.43,0.59,0.00,0.57,0.34,0.31,0.43,0.61,0.57,0.59,0.20,0.18,0.34,0.61,0.57,0.56,0.65,0.39,0.19,0.19,0.52,0.22,0.37,0.19,0.16,0.15,0.56,0.33,0.42,0.57,0.04,0.59,0.78,0.42,0.19,0.56,0.11,0.35,0.45,0.12,0.15
0.39,0.25,0.59,0.51,0.62,0.43,0.42,0.42,0.67,0.27,0.08,0.57,0.00,0.24,0.57,0.32,0.08,0.20,0.29,0.39,0.56,0.61,0.18,0.07,0.42,0.09,0.38,0.76,0.52,0.43,0.57,0.46,0.75,0.69,0.59,0.23,0.27,0.52,0.58,0.57,0.06,0.21,0.51,0.72,0.59,0.64,0.38,0.54,0.66,0.55
0.29,0.01,0.36,0.27,0.38,0.38,0.30,0.44,0.45,0.24,0.25,0.34,0.24,0.00,0.42,0.20,0.27,0.31,0.30,0.15,0.32,0.46,0.29,0.24,0.43,0.32,0.22,0.52,0.29,0.42,0.39,0.28,0.52,0.47,0.39,0.32,0.12,0.43,0.54,0.33,0.27,0.45,0.42,0.50,0.47,0.41,0.28,0.46,0.43,0.35
0.68,0.41,0.51,0.37,0.51,0.22,0.68,0.35,0.23,0.31,0.63,0.31,0.57,0.42,0.00,0.60,0.64,0.46,0.72,0.38,0.47,0.04,0.69,0.61,0.33,0.66,0.59,0.40,0.47,0.29,0.09,0.61,0.33,0.27,0.17,0.44,0.32,0.14,0.28,0.34,0.56,0.75,0.15,0.27,0.82,0.25,0.19,0.16,0.27,0.16
0.09,0.21,0.35,0.33,0.37,0.58,0.11,0.63,0.58,0.43,0.28,0.43,0.32,0.20,0.60,0.00,0.30,0.47,0.16,0.24,0.33,0.65,0.23,0.27,0.63,0.36,0.07,0.60,0.28,0.61,0.56,0.15,0.62,0.59,0.53,0.49,0.32,0.63,0.74,0.41,0.37,0.49,0.62,0.62,0.28,0.53,0.47,0.66,0.55,0.50
0.35,0.28,0.61,0.54,0.63,0.51,0.39,0.49,0.72,0.35,0.02,0.61,0.08,0.27,0.64,0.30,0.00,0.28,0.24,0.42,0.58,0.68,0.11,0.04,0.50,0.06,0.36,0.80,0.54,0.51,0.63,0.45,0.79,0.74,0.65,0.31,0.32,0.59,0.66,0.60,0.12,0.19,0.58,0.77,0.56,0.68,0.45,0.62,0.71,0.61
0.55,0.31,0.66,0.54,0.68,0.27,0.58,0.22,0.62,0.15,0.28,0.57,0.20,0.31,0.46,0.47,0.28,0.00,0.48,0.44,0.62,0.49,0.38,0.27,0.23,0.26,0.51,0.75,0.59,0.25,0.49,0.58,0.71,0.65,0.54,0.04,0.25,0.37,0.40,0.58,0.15,0.31,0.36,0.67,0.75,0.60,0.27,0.38,0.63,0.50
0.15,0.31,0.50,0.49,0.53,0.66,0.20,0.68,0.72,0.50,0.22,0.59,0.29,0.30,0.72,0.16,0.24,0.48,0.00,0.39,0.48,0.76,0.13,0.22,0.68,0.29,0.22,0.75,0.44,0.68,0.69,0.29,0.78,0.74,0.67,0.51,0.41,0.72,0.82,0.56,0.35,0.40,0.71,0.77,0.33,0.68,0.57,0.75,0.70,0.64
0.31,0.14,0.22,0.12,0.24,0.42,0.30,0.51,0.34,0.33,0.40,0.20,0.39,0.15,0.38,0.24,0.42,0.44,0.39,0.00,0.18,0.43,0.41,0.38,0.51,0.47,0.21,0.38,0.15,0.48,0.32,0.23,0.39,0.35,0.29,0.44,0.20,0.44,0.58,0.18,0.42,0.60,0.44,0.38,0.44,0.30,0.31,0.47,0.31,0.26
0.36,0.32,0.04,0.10,0.06,0.57,0.32,0.68,0.33,0.50,0.55,0.18,0.56,0.32,0.47,0.33,0.58,0.62,0.48,0.18,0.00,0.51,0.55,0.54,0.67,0.63,0.27,0.29,0.04,0.64,0.39,0.22,0.34,0.32,0.33,0.62,0.38,0.57,0.71,0.14,0.59,0.76,0.56,0.36,0.39,0.28,0.46,0.60,0.28,0.32
