0.00,6.09,85.78,12.75,56.59,66.05,67.78,74.65,81.45,23.99
6.09,0.00,83.86,6.93,61.20,66.88,71.73,71.48,79.28,24.52
85.78,83.86,0.00,79.58,82.77,38.68,76.98,21.35,5.67,63.43
12.75,6.93,79.58,0.00,64.70,65.65,74.24,66.08,74.79,24.13
56.59,61.20,82.77,64.70,0.00,44.82,14.64,85.99,81.79,44.84
66.05,66.88,38.68,65.65,44.82,0.00,38.33,47.21,38.73,42.37
67.78,71.73,76.98,74.24,14.64,38.33,0.00,83.76,76.98,51.99
74.65,71.48,21.35,66.08,85.99,47.21,83.76,0.00,15.88,55.54
81.45,79.28,5.67,74.79,81.79,38.73,76.98,15.88,0.00,59.60
23.99,24.52,63.43,24.13,44.84,42.37,51.99,55.54,59.60,0.00
