0.00,0.32,0.23,0.44,0.15,0.60,0.53,0.24,0.57,0.61,0.51,0.52,0.36,0.56,0.28,0.21,0.23,0.58,0.12,0.03
0.32,0.00,0.32,0.39,0.47,0.29,0.64,0.56,0.30,0.49,0.55,0.68,0.18,0.72,0.16,0.53,0.09,0.26,0.42,0.35
0.23,0.32,0.00,0.61,0.34,0.51,0.75,0.43,0.62,0.76,0.71,0.75,0.23,0.79,0.39,0.34,0.26,0.56,0.35,0.23
0.44,0.39,0.61,0.00,0.50,0.62,0.30,0.54,0.36,0.19,0.18,0.38,0.56,0.42,0.24,0.61,0.38,0.46,0.42,0.47
0.15,0.47,0.34,0.50,0.00,0.75,0.51,0.10,0.70,0.69,0.52,0.46,0.50,0.50,0.41,0.11,0.38,0.72,0.09,0.13
0.60,0.29,0.51,0.62,0.75,0.00,0.90,0.84,0.34,0.64,0.80,0.96,0.28,1.00,0.43,0.80,0.38,0.20,0.70,0.62
0.53,0.64,0.75,0.30,0.51,0.90,0.00,0.49,0.65,0.42,0.13,0.11,0.79,0.13,0.48,0.61,0.59,0.75,0.44,0.55
0.24,0.56,0.43,0.54,0.10,0.84,0.49,0.00,0.77,0.73,0.52,0.42,0.60,0.45,0.48,0.14,0.47,0.80,0.15,0.23
0.57,0.30,0.62,0.36,0.70,0.34,0.65,0.77,0.00,0.31,0.53,0.73,0.45,0.77,0.30,0.79,0.36,0.14,0.63,0.61
0.61,0.49,0.76,0.19,0.69,0.64,0.42,0.73,0.31,0.00,0.29,0.52,0.66,0.55,0.37,0.80,0.50,0.45,0.60,0.65
0.51,0.55,0.71,0.18,0.52,0.80,0.13,0.52,0.53,0.29,0.00,0.23,0.71,0.26,0.39,0.63,0.51,0.64,0.44,0.53
0.52,0.68,0.75,0.38,0.46,0.96,0.11,0.42,0.73,0.52,0.23,0.00,0.81,0.04,0.53,0.56,0.62,0.82,0.41,0.53
0.36,0.18,0.23,0.56,0.50,0.28,0.79,0.60,0.45,0.66,0.71,0.81,0.00,0.85,0.32,0.53,0.20,0.36,0.48,0.37
0.56,0.72,0.79,0.42,0.50,1.00,0.13,0.45,0.77,0.55,0.26,0.04,0.85,0.00,0.57,0.59,0.66,0.87,0.44,0.57
0.28,0.16,0.39,0.24,0.41,0.43,0.48,0.48,0.30,0.37,0.39,0.53,0.32,0.57,0.00,0.49,0.13,0.33,0.33,0.32
0.21,0.53,0.34,0.61,0.11,0.80,0.61,0.14,0.79,0.80,0.63,0.56,0.53,0.59,0.49,0.00,0.45,0.79,0.20,0.18
0.23,0.09,0.26,0.38,0.38,0.38,0.59,0.47,0.36,0.50,0.51,0.62,0.20,0.66,0.13,0.45,0.00,0.34,0.33,0.26
0.58,0.26,0.56,0.46,0.72,0.20,0.75,0.80,0.14,0.45,0.64,0.82,0.36,0.87,0.33,0.79,0.34,0.00,0.65,0.60
0.12,0.42,0.35,0.42,0.09,0.70,0.44,0.15,0.63,0.60,0.44,0.41,0.48,0.44,0.33,0.20,0.33,0.65,0.00,0.13
0.03,0.35,0.23,0.47,0.13,0.62,0.55,0.23,0.61,0.65,0.53,0.53,0.37,0.57,0.32,0.18,0.26,0.60,0.13,0.00
