0.00,0.66,0.83,0.29,0.45,0.61,0.41,0.28,0.55,0.55
0.66,0.00,0.55,0.65,0.21,0.29,0.45,0.55,0.54,0.25
0.83,0.55,0.00,1.00,0.56,0.28,0.42,0.91,0.30,0.76
0.29,0.65,1.00,0.00,0.49,0.74,0.61,0.10,0.77,0.45
0.45,0.21,0.56,0.49,0.00,0.28,0.30,0.39,0.43,0.23
0.61,0.29,0.28,0.74,0.28,0.00,0.25,0.65,0.26,0.48
0.41,0.45,0.42,0.61,0.30,0.25,0.00,0.54,0.16,0.53
0.28,0.55,0.91,0.10,0.39,0.65,0.54,0.00,0.70,0.36
0.55,0.54,0.30,0.77,0.43,0.26,0.16,0.70,0.00,0.66
0.55,0.25,0.76,0.45,0.23,0.48,0.53,0.36,0.66,0.00
