0.00,0.19,0.62,0.37,0.43,0.23,0.40,0.67,0.15,0.34,0.47,0.69,0.80,0.46,0.34,0.59,0.37,0.06,0.16,0.30,0.31,0.71,0.60,0.62,0.46,0.26,0.48,0.61,0.85,0.89
0.19,0.00,0.64,0.50,0.43,0.39,0.42,0.83,0.05,0.46,0.61,0.71,0.87,0.64,0.49,0.64,0.47,0.13,0.35,0.42,0.22,0.70,0.73,0.81,0.53,0.45,0.49,0.70,0.95,1.00
0.62,0.64,0.00,0.36,0.21,0.49,0.22,0.52,0.66,0.35,0.40,0.07,0.28,0.63,0.44,0.08,0.31,0.62,0.61,0.37,0.44,0.13,0.36,0.84,0.18,0.70,0.16,0.21,0.38,0.48
0.37,0.50,0.36,0.00,0.30,0.16,0.25,0.34,0.48,0.04,0.12,0.42,0.45,0.28,0.08,0.30,0.07,0.40,0.29,0.08,0.42,0.49,0.23,0.50,0.19,0.36,0.33,0.27,0.49,0.52
0.43,0.43,0.21,0.30,0.00,0.36,0.05,0.58,0.45,0.26,0.39,0.28,0.47,0.57,0.36,0.22,0.23,0.42,0.46,0.26,0.24,0.28,0.43,0.79,0.16,0.57,0.05,0.32,0.55,0.64
0.23,0.39,0.49,0.16,0.36,0.00,0.32,0.45,0.36,0.15,0.25,0.55,0.61,0.26,0.12,0.44,0.19,0.27,0.13,0.12,0.39,0.61,0.38,0.46,0.32,0.21,0.41,0.43,0.65,0.67
0.40,0.42,0.22,0.25,0.05,0.32,0.00,0.54,0.43,0.21,0.34,0.30,0.46,0.52,0.31,0.22,0.18,0.40,0.42,0.21,0.24,0.31,0.39,0.74,0.13,0.52,0.10,0.31,0.54,0.62
0.67,0.83,0.52,0.34,0.58,0.45,0.54,0.00,0.80,0.38,0.21,0.54,0.40,0.30,0.34,0.45,0.38,0.72,0.55,0.41,0.75,0.64,0.16,0.42,0.42,0.55,0.58,0.32,0.36,0.31
0.15,0.05,0.66,0.48,0.45,0.36,0.43,0.80,0.00,0.45,0.59,0.73,0.88,0.61,0.47,0.65,0.46,0.09,0.31,0.40,0.26,0.73,0.71,0.77,0.53,0.40,0.51,0.70,0.94,0.99
0.34,0.46,0.35,0.04,0.26,0.15,0.21,0.38,0.45,0.00,0.16,0.41,0.47,0.31,0.10,0.30,0.04,0.37,0.28,0.04,0.37,0.47,0.27,0.53,0.17,0.36,0.30,0.28,0.51,0.55
