0.00,0.52,0.42,0.62,0.33,0.45,0.04,0.29,0.34,0.35,0.39,0.25,0.74,0.33,0.56,0.09,0.58,0.78,0.52,0.52
0.52,0.00,0.43,0.61,0.64,0.49,0.51,0.29,0.60,0.79,0.15,0.55,0.54,0.25,0.26,0.45,0.72,0.76,0.10,0.01
0.42,0.43,0.00,0.22,0.28,0.06,0.39,0.46,0.23,0.48,0.42,0.62,0.32,0.22,0.26,0.43,0.29,0.39,0.34,0.42
0.62,0.61,0.22,0.00,0.38,0.18,0.59,0.68,0.33,0.58,0.63,0.84,0.23,0.43,0.38,0.64,0.19,0.16,0.51,0.60
0.33,0.64,0.28,0.38,0.00,0.25,0.30,0.53,0.05,0.21,0.57,0.57,0.57,0.39,0.53,0.39,0.27,0.51,0.58,0.63
0.45,0.49,0.06,0.18,0.25,0.00,0.41,0.51,0.20,0.46,0.48,0.66,0.33,0.28,0.31,0.46,0.22,0.34,0.40,0.48
0.04,0.51,0.39,0.59,0.30,0.41,0.00,0.29,0.30,0.33,0.38,0.28,0.71,0.31,0.54,0.10,0.54,0.74,0.50,0.50
0.29,0.29,0.46,0.68,0.53,0.51,0.29,0.00,0.51,0.62,0.14,0.26,0.71,0.25,0.45,0.20,0.72,0.85,0.34,0.29
0.34,0.60,0.23,0.33,0.05,0.20,0.30,0.51,0.00,0.26,0.53,0.58,0.52,0.35,0.48,0.39,0.24,0.47,0.53,0.58
0.35,0.79,0.48,0.58,0.21,0.46,0.33,0.62,0.26,0.00,0.69,0.57,0.78,0.55,0.73,0.43,0.43,0.69,0.75,0.78
0.39,0.15,0.42,0.63,0.57,0.48,0.38,0.14,0.53,0.69,0.00,0.40,0.61,0.20,0.34,0.31,0.70,0.79,0.21,0.15
0.25,0.55,0.62,0.84,0.57,0.66,0.28,0.26,0.58,0.57,0.40,0.00,0.91,0.46,0.69,0.20,0.82,1.00,0.59,0.54
0.74,0.54,0.32,0.23,0.57,0.33,0.71,0.71,0.52,0.78,0.61,0.91,0.00,0.46,0.28,0.73,0.42,0.28,0.43,0.53
0.33,0.25,0.22,0.43,0.39,0.28,0.31,0.25,0.35,0.55,0.20,0.46,0.46,0.00,0.24,0.29,0.50,0.60,0.20,0.24
0.56,0.26,0.26,0.38,0.53,0.31,0.54,0.45,0.48,0.73,0.34,0.69,0.28,0.24,0.00,0.53,0.52,0.51,0.15,0.25
0.09,0.45,0.43,0.64,0.39,0.46,0.10,0.20,0.39,0.43,0.31,0.20,0.73,0.29,0.53,0.00,0.62,0.80,0.46,0.45
0.58,0.72,0.29,0.19,0.27,0.22,0.54,0.72,0.24,0.43,0.70,0.82,0.42,0.50,0.52,0.62,0.00,0.26,0.63,0.70
0.78,0.76,0.39,0.16,0.51,0.34,0.74,0.85,0.47,0.69,0.79,1.00,0.28,0.60,0.51,0.80,0.26,0.00,0.65,0.74
0.52,0.10,0.34,0.51,0.58,0.40,0.50,0.34,0.53,0.75,0.21,0.59,0.43,0.20,0.15,0.46,0.63,0.65,0.00,0.09
0.52,0.01,0.42,0.60,0.63,0.48,0.50,0.29,0.58,0.78,0.15,0.54,0.53,0.24,0.25,0.45,0.70,0.74,0.09,0.00
