0.00,0.41,0.51,0.61,0.59,0.59,0.41,0.14,0.41,0.57
0.41,0.00,0.11,0.57,0.37,0.31,0.38,0.47,0.61,0.47
0.51,0.11,0.00,0.56,0.32,0.25,0.40,0.55,0.71,0.45
0.61,0.57,0.56,0.00,0.28,0.36,0.22,0.51,1.00,0.12
0.59,0.37,0.32,0.28,0.00,0.08,0.23,0.54,0.92,0.17
0.59,0.31,0.25,0.36,0.08,0.00,0.28,0.57,0.89,0.24
0.41,0.38,0.40,0.22,0.23,0.28,0.00,0.33,0.79,0.17
0.14,0.47,0.55,0.51,0.54,0.57,0.33,0.00,0.54,0.50
0.41,0.61,0.71,1.00,0.92,0.89,0.79,0.54,0.00,0.95
0.57,0.47,0.45,0.12,0.17,0.24,0.17,0.50,0.95,0.00
