0.00,0.16,0.48,0.61,0.58,0.50,0.33,0.24,0.41,0.14,0.32,0.49,0.43,0.27,0.62,0.16,0.41,0.68,0.42,0.31,0.62,0.49,0.39,0.47,0.30,0.42,0.44,0.41,0.62,0.05,0.45,0.08,0.24,0.26,0.36,0.40,0.28,0.53,0.28,0.42,0.32,0.48,0.64,0.15,0.19,0.50,0.27,0.24,0.26,0.20
0.16,0.00,0.45,0.56,0.62,0.52,0.34,0.37,0.32,0.29,0.29,0.34,0.27,0.19,0.59,0.03,0.34,0.69,0.27,0.30,0.58,0.39,0.23,0.60,0.21,0.52,0.31,0.50,0.65,0.21,0.40,0.11,0.33,0.30,0.42,0.47,0.27,0.44,0.24,0.48,0.16,0.34,0.61,0.29,0.33,0.44,0.28,0.16,0.33,0.35
0.48,0.45,0.00,0.13,0.27,0.15,0.78,0.46,0.20,0.48,0.74,0.41,0.56,0.64,0.14,0.48,0.15,0.25,0.51,0.75,0.14,0.23,0.47,0.56,0.65,0.41,0.34,0.35,0.25,0.52,0.06,0.41,0.31,0.24,0.25,0.27,0.20,0.18,0.69,0.24,0.51,0.38,0.16,0.61,0.47,0.12,0.21,0.61,0.74,0.51
0.61,0.56,0.13,0.00,0.32,0.23,0.90,0.59,0.27,0.61,0.85,0.45,0.62,0.75,0.09,0.59,0.23,0.22,0.58,0.86,0.01,0.25,0.54,0.67,0.76,0.52,0.39,0.46,0.27,0.65,0.16,0.53,0.44,0.37,0.37,0.38,0.33,0.18,0.80,0.35,0.60,0.42,0.09,0.74,0.60,0.14,0.34,0.72,0.86,0.64
0.58,0.62,0.27,0.32,0.00,0.13,0.91,0.44,0.47,0.52,0.89,0.68,0.80,0.82,0.24,0.65,0.41,0.17,0.76,0.89,0.32,0.50,0.71,0.41,0.83,0.28,0.60,0.23,0.08,0.61,0.33,0.54,0.34,0.33,0.23,0.19,0.36,0.45,0.85,0.16,0.73,0.65,0.25,0.66,0.47,0.39,0.34,0.78,0.84,0.51
0.50,0.52,0.15,0.23,0.13,0.00,0.82,0.41,0.34,0.46,0.79,0.55,0.67,0.71,0.17,0.54,0.28,0.19,0.63,0.79,0.23,0.38,0.58,0.45,0.72,0.30,0.47,0.24,0.13,0.53,0.20,0.44,0.28,0.24,0.17,0.16,0.25,0.32,0.75,0.13,0.61,0.52,0.19,0.60,0.43,0.27,0.23,0.68,0.76,0.47
0.33,0.34,0.78,0.90,0.91,0.82,0.00,0.53,0.66,0.42,0.10,0.63,0.46,0.19,0.92,0.31,0.67,1.00,0.50,0.06,0.91,0.72,0.49,0.74,0.20,0.73,0.62,0.73,0.94,0.31,0.74,0.37,0.57,0.58,0.68,0.73,0.58,0.78,0.11,0.75,0.39,0.64,0.94,0.30,0.48,0.77,0.59,0.20,0.12,0.47
0.24,0.37,0.46,0.59,0.44,0.41,0.53,0.00,0.50,0.10,0.54,0.64,0.64,0.51,0.57,0.39,0.47,0.58,0.62,0.53,0.60,0.57,0.58,0.24,0.53,0.20,0.58,0.22,0.50,0.22,0.46,0.26,0.15,0.23,0.23,0.26,0.30,0.58,0.50,0.29,0.53,0.63,0.58,0.24,0.05,0.54,0.27,0.47,0.43,0.07
0.41,0.32,0.20,0.27,0.47,0.34,0.66,0.50,0.00,0.48,0.60,0.21,0.36,0.49,0.33,0.35,0.05,0.45,0.31,0.62,0.28,0.08,0.27,0.67,0.50,0.53,0.14,0.48,0.45,0.47,0.14,0.33,0.36,0.27,0.36,0.40,0.20,0.12,0.56,0.39,0.33,0.18,0.34,0.56,0.49,0.13,0.23,0.47,0.65,0.52
0.14,0.29,0.48,0.61,0.52,0.46,0.42,0.10,0.48,0.00,0.44,0.59,0.56,0.41,0.60,0.30,0.45,0.64,0.55,0.42,0.63,0.55,0.51,0.34,0.43,0.30,0.53,0.31,0.57,0.12,0.47,0.18,0.18,0.24,0.29,0.33,0.30,0.57,0.40,0.35,0.45,0.58,0.62,0.15,0.06,0.54,0.27,0.37,0.33,0.06
0.32,0.29,0.74,0.85,0.89,0.79,0.10,0.54,0.60,0.44,0.00,0.55,0.37,0.11,0.88,0.26,0.62,0.97,0.41,0.04,0.86,0.65,0.40,0.77,0.11,0.74,0.54,0.73,0.92,0.32,0.69,0.35,0.56,0.56,0.67,0.72,0.55,0.72,0.05,0.73,0.30,0.56,0.90,0.34,0.50,0.72,0.56,0.13,0.19,0.49
0.49,0.34,0.41,0.45,0.68,0.55,0.63,0.64,0.21,0.59,0.55,0.00,0.21,0.44,0.52,0.36,0.26,0.65,0.16,0.58,0.46,0.19,0.15,0.84,0.44,0.72,0.08,0.67,0.66,0.54,0.35,0.42,0.53,0.45,0.56,0.60,0.38,0.27,0.52,0.59,0.25,0.03,0.53,0.63,0.62,0.31,0.41,0.44,0.66,0.65
0.43,0.27,0.56,0.62,0.80,0.67,0.46,0.64,0.36,0.56,0.37,0.21,0.00,0.27,0.69,0.26,0.41,0.81,0.05,0.41,0.64,0.38,0.09,0.86,0.26,0.76,0.24,0.73,0.80,0.47,0.49,0.38,0.56,0.50,0.63,0.68,0.45,0.46,0.35,0.68,0.11,0.23,0.70,0.55,0.60,0.48,0.48,0.28,0.52,0.62
