31.670490.2f,62.467137.2f,34.856716.2f,96.650046.2f,76.798826.2f,69.964028.2f,41.843712.2f,41.040809.2f,54.628754.2f,54.185940.2f,40.249861.2f,67.233607.2f,11.584848.2f,85.272400.2f,87.455768.2f,38.417246.2f,77.430323.2f,24.028529.2f,28.314838.2f,40.120482.2f,68.233070.2f,30.147971.2f,99.464675.2f,80.921910.2f,46.489760.2f,84.023380.2f,52.979934.2f,37.113116.2f,29.110635.2f,16.397328.2f
39.582566.2f,81.857977.2f,31.648235.2f,72.394071.2f,56.751958.2f,99.071950.2f,35.405114.2f,26.344621.2f,6.727241.2f,50.651969.2f,37.522952.2f,83.576039.2f,46.369436.2f,44.305028.2f,54.102863.2f,32.227367.2f,93.971840.2f,76.698110.2f,83.772497.2f,74.245021.2f,63.714313.2f,54.426695.2f,64.813790.2f,58.646516.2f,19.525969.2f,56.799655.2f,20.138180.2f,29.878635.2f,83.415853.2f,73.013482.2f
40.932081.2f,63.587988.2f,44.637872.2f,103.944815.2f,84.289677.2f,67.961856.2f,50.722635.2f,51.105214.2f,65.696307.2f,60.926118.2f,48.848450.2f,68.708201.2f,22.476345.2f,94.897848.2f,96.202716.2f,48.386834.2f,78.178024.2f,16.998546.2f,19.256093.2f,39.552304.2f,73.870921.2f,35.140473.2f,108.060390.2f,88.520990.2f,57.262770.2f,92.141531.2f,63.287354.2f,47.413008.2f,20.996833.2f,6.380096.2f
79.694399.2f,72.570316.2f,49.455292.2f,32.225122.2f,26.498069.2f,92.089707.2f,43.435324.2f,43.513086.2f,50.976859.2f,41.818294.2f,45.601053.2f,71.292040.2f,76.907677.2f,1.494439.2f,12.065252.2f,74.173202.2f,78.562813.2f,94.634282.2f,112.569267.2f,79.063467.2f,43.692187.2f,64.220053.2f,20.698542.2f,24.964474.2f,62.938039.2f,19.252931.2f,32.903291.2f,71.198688.2f,113.400152.2f,96.184206.2f
77.583269.2f,17.188789.2f,40.886903.2f,46.734435.2f,31.650074.2f,36.709838.2f,33.225738.2f,42.814851.2f,71.161038.2f,17.118349.2f,31.865540.2f,16.819314.2f,60.801068.2f,56.897558.2f,49.655047.2f,78.020236.2f,26.567741.2f,55.407863.2f,82.499079.2f,30.777823.2f,13.752978.2f,29.921352.2f,58.179262.2f,35.483543.2f,74.890421.2f,41.749978.2f,47.851508.2f,74.811917.2f,84.825792.2f,62.723823.2f
93.115970.2f,21.785202.2f,55.638553.2f,40.786588.2f,32.366553.2f,38.167804.2f,47.271743.2f,56.600262.2f,83.945905.2f,29.449645.2f,46.326585.2f,17.361600.2f,76.731068.2f,60.236406.2f,50.155298.2f,93.099469.2f,20.462903.2f,69.509480.2f,97.469831.2f,43.526880.2f,16.400698.2f,45.793436.2f,55.751422.2f,34.842530.2f,89.006338.2f,41.471202.2f,59.445664.2f,89.838158.2f,99.944318.2f,77.650375.2f
34.967528.2f,54.328265.2f,3.896501.2f,68.647957.2f,48.963553.2f,69.469540.2f,12.972110.2f,9.618899.2f,32.595953.2f,30.380379.2f,12.817019.2f,57.278377.2f,24.418051.2f,53.884889.2f,56.947786.2f,34.475366.2f,68.214067.2f,46.102396.2f,59.756039.2f,42.684011.2f,45.930857.2f,22.847500.2f,69.068899.2f,52.690717.2f,32.307682.2f,54.634630.2f,21.848222.2f,31.240909.2f,60.468743.2f,44.732054.2f
37.447838.2f,66.294433.2f,44.010749.2f,104.704748.2f,84.942341.2f,71.337693.2f,50.639149.2f,50.290515.2f,63.325784.2f,61.851797.2f,48.905007.2f,71.339954.2f,19.982411.2f,94.419181.2f,96.250800.2f,45.098205.2f,81.007590.2f,20.831783.2f,19.138102.2f,42.545499.2f,75.249273.2f,36.562395.2f,108.197229.2f,89.130057.2f,54.417225.2f,92.510132.2f,62.287630.2f,44.276016.2f,20.261035.2f,10.211211.2f
70.372760.2f,27.321921.2f,47.881292.2f,82.421643.2f,65.613863.2f,28.679630.2f,46.655085.2f,53.808402.2f,80.253913.2f,43.515551.2f,44.123032.2f,32.707029.2f,48.988310.2f,86.469395.2f,82.321014.2f,74.775284.2f,40.418376.2f,24.503290.2f,53.809415.2f,6.025234.2f,49.257185.2f,25.095389.2f,92.321613.2f,69.805287.2f,77.850660.2f,75.447691.2f,64.689946.2f,72.369028.2f,56.847466.2f,35.081920.2f
89.588207.2f,20.194853.2f,62.846316.2f,81.221917.2f,67.867217.2f,9.188480.2f,59.243350.2f,67.823682.2f,95.896374.2f,50.139893.2f,56.903724.2f,24.081505.2f,68.450839.2f,92.711625.2f,85.926412.2f,93.400801.2f,26.609311.2f,43.204258.2f,72.048534.2f,22.210695.2f,49.631034.2f,40.941736.2f,94.156618.2f,71.579575.2f,95.172904.2f,77.956006.2f,77.067335.2f,90.796756.2f,75.275324.2f,54.304715.2f
42.269322.2f,69.005403.2f,50.024759.2f,109.922325.2f,90.245770.2f,72.444377.2f,56.418374.2f,56.367927.2f,69.304527.2f,66.919766.2f,54.604847.2f,74.184019.2f,26.002412.2f,100.398911.2f,101.974048.2f,50.248534.2f,83.453226.2f,20.389867.2f,13.346919.2f,44.736557.2f,79.870224.2f,41.144057.2f,113.869429.2f,94.468719.2f,60.081801.2f,98.027589.2f,68.414741.2f,49.649921.2f,14.988811.2f,9.084478.2f
