33.555730.2f,24.610690.2f,34.973141.2f,34.453970.2f,64.018486.2f,60.884972.2f,13.483298.2f,0.615599.2f,59.096895.2f,51.674236.2f,34.435772.2f,38.469371.2f,12.146875.2f,36.993945.2f,62.427154.2f,64.154538.2f,6.253885.2f,24.247026.2f,12.779284.2f,28.759847.2f
20.401981.2f,68.973817.2f,77.819983.2f,83.294521.2f,16.511626.2f,21.111748.2f,50.960048.2f,48.227913.2f,35.696660.2f,72.547622.2f,25.857498.2f,24.305555.2f,56.351887.2f,79.927209.2f,16.101415.2f,47.952094.2f,45.647578.2f,48.108728.2f,45.933071.2f,65.001222.2f
76.391492.2f,28.480033.2f,27.764410.2f,9.629741.2f,107.452568.2f,102.319042.2f,46.231980.2f,44.066545.2f,95.991815.2f,68.803598.2f,75.954312.2f,78.359678.2f,39.203408.2f,27.277517.2f,105.803328.2f,96.944844.2f,46.831876.2f,56.766935.2f,48.550860.2f,40.377107.2f
43.274362.2f,39.411437.2f,44.355647.2f,61.508499.2f,58.480481.2f,40.476694.2f,47.810436.2f,35.439832.2f,28.724973.2f,84.587924.2f,48.911807.2f,18.554509.2f,47.862125.2f,46.144905.2f,58.577464.2f,29.670737.2f,29.466710.2f,54.953546.2f,23.324618.2f,29.478548.2f
46.546331.2f,52.689354.2f,61.803291.2f,43.569951.2f,76.905555.2f,85.379369.2f,22.971643.2f,36.093671.2f,89.777824.2f,17.648703.2f,41.812996.2f,68.175426.2f,24.896523.2f,63.232812.2f,74.296419.2f,97.228094.2f,41.905799.2f,19.011898.2f,48.699482.2f,61.921407.2f
62.176598.2f,24.328867.2f,29.281097.2f,5.981317.2f,93.771483.2f,91.043295.2f,31.175202.2f,31.062228.2f,87.048513.2f,54.883300.2f,61.241788.2f,67.792991.2f,24.258165.2f,29.926877.2f,91.953765.2f,89.770856.2f,34.978040.2f,41.423363.2f,38.317799.2f,36.990092.2f
70.418236.2f,58.903219.2f,59.176544.2f,82.496200.2f,77.682848.2f,52.779084.2f,76.006643.2f,63.031401.2f,33.418938.2f,113.310963.2f,76.536224.2f,41.319727.2f,75.150251.2f,60.225121.2f,78.700139.2f,22.903045.2f,57.114835.2f,83.740514.2f,50.426401.2f,46.290353.2f
12.273852.2f,45.308161.2f,55.022875.2f,57.524652.2f,40.868915.2f,40.855172.2f,25.863049.2f,22.538292.2f,44.987416.2f,55.343621.2f,16.479672.2f,23.658555.2f,30.642565.2f,57.144062.2f,39.330149.2f,53.782240.2f,20.944837.2f,26.540652.2f,23.415590.2f,44.341268.2f
24.157891.2f,34.625327.2f,43.892234.2f,49.884480.2f,50.537406.2f,44.672578.2f,25.080842.2f,15.751386.2f,43.463405.2f,60.504779.2f,27.999244.2f,22.342920.2f,27.219301.2f,46.016204.2f,49.396276.2f,49.826274.2f,11.554404.2f,30.816633.2f,11.867686.2f,32.548349.2f
36.084483.2f,90.799134.2f,100.034788.2f,102.959321.2f,6.951115.2f,33.629222.2f,68.021770.2f,68.345322.2f,52.852922.2f,79.801359.2f,38.252621.2f,46.759027.2f,74.347399.2f,102.155007.2f,6.886703.2f,65.458971.2f,66.759227.2f,61.829322.2f,67.981355.2f,87.663295.2f
41.006917.2f,22.988189.2f,30.096732.2f,44.012980.2f,64.895108.2f,53.119100.2f,33.678478.2f,20.292204.2f,45.292322.2f,71.780889.2f,44.855531.2f,28.845952.2f,32.082523.2f,32.134790.2f,64.184982.2f,47.327213.2f,14.685558.2f,43.164539.2f,7.865217.2f,16.606434.2f
