94.408087.2f,87.897521.2f,94.753032.2f,70.323789.2f,94.230706.2f,15.493472.2f,95.587433.2f,27.715714.2f,89.394447.2f,3.877071.2f,86.486763.2f,56.065658.2f,69.064086.2f,28.901386.2f,78.677907.2f,68.859903.2f,75.306616.2f,27.424620.2f,81.211671.2f,83.967233.2f
39.216346.2f,23.025246.2f,51.589654.2f,6.973135.2f,43.238253.2f,71.094691.2f,48.776637.2f,49.348896.2f,32.818924.2f,73.438486.2f,27.651056.2f,30.628456.2f,72.430867.2f,83.824704.2f,40.343184.2f,30.632388.2f,37.292525.2f,61.250754.2f,28.527328.2f,41.216861.2f
88.439490.2f,77.395929.2f,83.117677.2f,60.367964.2f,88.945331.2f,12.770102.2f,83.993387.2f,16.071729.2f,78.215078.2f,14.122128.2f,79.625350.2f,51.172761.2f,59.089302.2f,38.869461.2f,67.060065.2f,57.382862.2f,70.947778.2f,17.743611.2f,69.991096.2f,72.375938.2f
73.427328.2f,84.158571.2f,102.220741.2f,65.428344.2f,71.587970.2f,45.648468.2f,101.542434.2f,44.186668.2f,90.315561.2f,34.591044.2f,68.465317.2f,36.308804.2f,90.947156.2f,24.021871.2f,86.341533.2f,74.644878.2f,51.754053.2f,51.820848.2f,83.111053.2f,90.523654.2f
69.718677.2f,83.780976.2f,103.635872.2f,65.182993.2f,67.541210.2f,51.027341.2f,102.701197.2f,48.149138.2f,90.710334.2f,40.226132.2f,65.454595.2f,33.758397.2f,94.833730.2f,27.900943.2f,87.973926.2f,76.142902.2f,47.747519.2f,56.501302.2f,83.783817.2f,91.911167.2f
87.840700.2f,64.065104.2f,62.907952.2f,50.176949.2f,89.850613.2f,24.166392.2f,64.423614.2f,8.926883.2f,61.696533.2f,35.017511.2f,77.349913.2f,55.734249.2f,38.033882.2f,60.999966.2f,47.398033.2f,39.574050.2f,74.793109.2f,9.483961.2f,53.491905.2f,52.999335.2f
35.090322.2f,15.829517.2f,50.903214.2f,18.751860.2f,40.705546.2f,88.327853.2f,46.892807.2f,66.253399.2f,29.387956.2f,91.036421.2f,24.908672.2f,43.936756.2f,82.969514.2f,100.678709.2f,44.753976.2f,38.843732.2f,43.183264.2f,77.708658.2f,29.772982.2f,43.301774.2f
50.987225.2f,4.005703.2f,34.827066.2f,15.266748.2f,56.324177.2f,81.968258.2f,31.096975.2f,59.440374.2f,13.751615.2f,87.182720.2f,40.133276.2f,50.826219.2f,68.385498.2f,101.450117.2f,28.628338.2f,24.557571.2f,55.473353.2f,69.450249.2f,13.457834.2f,26.898025.2f
62.343602.2f,72.491276.2f,92.348136.2f,53.837621.2f,60.985638.2f,47.537642.2f,91.334012.2f,40.054854.2f,79.265396.2f,39.539315.2f,56.737634.2f,24.459707.2f,86.060063.2f,35.765687.2f,76.793861.2f,64.918698.2f,41.277639.2f,50.008828.2f,72.342643.2f,80.622704.2f
94.119191.2f,76.018278.2f,76.539595.2f,60.683271.2f,95.336141.2f,10.560064.2f,78.034130.2f,12.971536.2f,74.696657.2f,22.322417.2f,84.410451.2f,58.726850.2f,47.508197.2f,50.283516.2f,60.998832.2f,52.793751.2f,78.491991.2f,5.853609.2f,66.442091.2f,66.578919.2f
79.856839.2f,62.945270.2f,68.083659.2f,46.749132.2f,81.285718.2f,23.283657.2f,68.834307.2f,2.874915.2f,63.105720.2f,29.348660.2f,69.991490.2f,45.539826.2f,49.434610.2f,51.830317.2f,51.957811.2f,42.149291.2f,65.067852.2f,15.122005.2f,54.860741.2f,57.213408.2f
86.940455.2f,60.117076.2f,57.361884.2f,47.314100.2f,89.315254.2f,29.693503.2f,58.986348.2f,13.108383.2f,56.952572.2f,40.686789.2f,76.138546.2f,56.676380.2f,33.904702.2f,66.322262.2f,41.996701.2f,34.711120.2f,75.188407.2f,14.563761.2f,48.821212.2f,47.635307.2f
66.993020.2f,30.759421.2f,34.856930.2f,21.927854.2f,70.884995.2f,57.163633.2f,34.564115.2f,35.107754.2f,27.939277.2f,64.721635.2f,55.428174.2f,48.878758.2f,44.771946.2f,84.196320.2f,18.995271.2f,7.301173.2f,62.225515.2f,43.451084.2f,19.673496.2f,23.219085.2f
68.775742.2f,80.446085.2f,99.611734.2f,61.770322.2f,66.958238.2f,47.639783.2f,98.753366.2f,43.923890.2f,87.032500.2f,37.538751.2f,63.857787.2f,31.754363.2f,90.575729.2f,28.667547.2f,83.886455.2f,72.085338.2f,47.125531.2f,52.507700.2f,79.994794.2f,87.891057.2f
83.404736.2f,34.903921.2f,21.961012.2f,51.396068.2f,89.330606.2f,106.262801.2f,18.563154.2f,85.038482.2f,24.974040.2f,114.938076.2f,74.056323.2f,87.664046.2f,71.754024.2f,133.956403.2f,34.980766.2f,43.447993.2f,91.809256.2f,91.444006.2f,32.138501.2f,29.289501.2f
72.294549.2f,37.268352.2f,37.312519.2f,27.873565.2f,75.911242.2f,51.843537.2f,37.812205.2f,30.354367.2f,33.546094.2f,60.314488.2f,60.795536.2f,51.240493.2f,39.264663.2f,81.409138.2f,21.092378.2f,11.450718.2f,66.015144.2f,37.638797.2f,25.377342.2f,26.194665.2f
115.497009.2f,85.806921.2f,73.694522.2f,75.148500.2f,117.746530.2f,32.314876.2f,76.778040.2f,35.770203.2f,79.909648.2f,46.820559.2f,104.730779.2f,83.747455.2f,28.759332.2f,76.240668.2f,61.458405.2f,58.340969.2f,102.899255.2f,24.340025.2f,72.446621.2f,66.995088.2f
58.489062.2f,53.105869.2f,69.843087.2f,34.487881.2f,59.417525.2f,42.291692.2f,69.024152.2f,24.980779.2f,58.020220.2f,41.619856.2f,49.443281.2f,23.185051.2f,66.542650.2f,52.078053.2f,54.171247.2f,42.332091.2f,42.695169.2f,37.491265.2f,50.634810.2f,58.121959.2f
36.510735.2f,34.765352.2f,62.099868.2f,17.687465.2f,39.061176.2f,66.294556.2f,59.647353.2f,46.086698.2f,44.303897.2f,66.507387.2f,25.971827.2f,18.875148.2f,76.699171.2f,73.855876.2f,49.456953.2f,38.523115.2f,28.380487.2f,58.671278.2f,39.311488.2f,51.173702.2f
51.998910.2f,39.386199.2f,58.045754.2f,20.837708.2f,54.242046.2f,51.667281.2f,56.735313.2f,30.711112.2f,44.648694.2f,53.611264.2f,41.519666.2f,24.844308.2f,63.300187.2f,65.804089.2f,43.090757.2f,31.174319.2f,41.021793.2f,43.197113.2f,37.575244.2f,46.372616.2f
30.155387.2f,21.312764.2f,55.731568.2f,17.911158.2f,35.416072.2f,85.271570.2f,51.980050.2f,63.638755.2f,34.523409.2f,87.037130.2f,19.235501.2f,37.558030.2f,84.269648.2f,95.239593.2f,47.989477.2f,40.629118.2f,36.502734.2f,75.544134.2f,33.597244.2f,47.238027.2f
90.421313.2f,93.527917.2f,105.754122.2f,74.988909.2f,89.137376.2f,32.820179.2f,105.934046.2f,40.605601.2f,97.333530.2f,18.989408.2f,84.262194.2f,52.106000.2f,85.194669.2f,13.094742.2f,89.532314.2f,78.670467.2f,69.406080.2f,43.652941.2f,89.475403.2f,94.419013.2f
87.253991.2f,68.593036.2f,70.576712.2f,53.148437.2f,88.689291.2f,17.491656.2f,71.794608.2f,5.473232.2f,67.644854.2f,26.654407.2f,77.339491.2f,52.755650.2f,46.158265.2f,52.346454.2f,54.756445.2f,45.967507.2f,72.364267.2f,7.876820.2f,59.377420.2f,60.242361.2f
81.591956.2f,31.865580.2f,7.207489.2f,38.993398.2f,86.727429.2f,80.271495.2f,8.538171.2f,60.001190.2f,18.859329.2f,89.994689.2f,70.460102.2f,73.639420.2f,46.121552.2f,111.464794.2f,9.039142.2f,20.435681.2f,83.224683.2f,65.136914.2f,17.932969.2f,4.858473.2f
73.861602.2f,51.688500.2f,56.705397.2f,36.512034.2f,76.075776.2f,34.301519.2f,57.239479.2f,11.806804.2f,51.303210.2f,41.172436.2f,63.246051.2f,43.511827.2f,45.003402.2f,62.253965.2f,40.503565.2f,30.364122.2f,61.837747.2f,22.520036.2f,43.049364.2f,45.627360.2f
62.997167.2f,12.100622.2f,23.369756.2f,26.822782.2f,68.549177.2f,86.985672.2f,19.087719.2f,64.778733.2f,2.500951.2f,93.940179.2f,52.522140.2f,63.133584.2f,64.351865.2f,110.778075.2f,22.538885.2f,24.434480.2f,68.413239.2f,73.198422.2f,10.227918.2f,18.600703.2f
48.975831.2f,2.806911.2f,36.851935.2f,16.098940.2f,54.420611.2f,84.031434.2f,32.949891.2f,61.508108.2f,15.451207.2f,88.928709.2f,38.314447.2f,50.739654.2f,71.142554.2f,102.553027.2f,31.277969.2f,27.292578.2f,54.398278.2f,71.718746.2f,16.062564.2f,29.360222.2f
80.009344.2f,86.746517.2f,102.182116.2f,68.008916.2f,78.510592.2f,38.847649.2f,101.883868.2f,40.568510.2f,91.811767.2f,26.937798.2f,74.339743.2f,42.057473.2f,86.988375.2f,18.709159.2f,86.076709.2f,74.679133.2f,58.721192.2f,46.625393.2f,84.268290.2f,90.594488.2f
53.250098.2f,12.047273.2f,37.983452.2f,30.237262.2f,59.227760.2f,97.964759.2f,33.264966.2f,75.441589.2f,18.536322.2f,103.192542.2f,44.347792.2f,63.007953.2f,80.180415.2f,116.660989.2f,38.477646.2f,38.322474.2f,63.461604.2f,85.217329.2f,24.484158.2f,34.664294.2f
83.039657.2f,37.864478.2f,20.893816.2f,37.774895.2f,87.527998.2f,66.228670.2f,23.080998.2f,46.808107.2f,27.807377.2f,76.590403.2f,71.499828.2f,68.141626.2f,34.047573.2f,99.504123.2f,7.828755.2f,13.982736.2f,80.735717.2f,50.942667.2f,22.337463.2f,13.003470.2f
87.914771.2f,72.809414.2f,76.542610.2f,56.546547.2f,88.917414.2f,13.565610.2f,77.607874.2f,9.740532.2f,72.697745.2f,20.497246.2f,78.486332.2f,51.942061.2f,52.057390.2f,46.077973.2f,60.602182.2f,51.377667.2f,71.748956.2f,11.361736.2f,64.434998.2f,66.015704.2f
