11.891462.2f,54.415411.2f,6.995067.2f,65.631972.2f,44.434835.2f,34.451747.2f,52.698113.2f,34.573897.2f,7.275985.2f,23.330069.2f,38.972856.2f,29.946456.2f,38.518775.2f,33.406125.2f,62.130024.2f,59.287833.2f,27.689495.2f,66.564829.2f,42.699355.2f,38.288176.2f
45.972980.2f,54.935536.2f,51.728308.2f,17.694715.2f,24.215801.2f,32.248242.2f,61.324617.2f,21.552089.2f,53.381578.2f,52.573630.2f,13.931256.2f,65.500878.2f,54.533502.2f,33.250288.2f,13.864477.2f,53.409416.2f,45.630993.2f,48.080722.2f,34.309010.2f,84.731776.2f
66.558453.2f,100.121325.2f,64.789833.2f,60.475897.2f,74.030637.2f,28.079187.2f,13.209535.2f,64.922749.2f,55.634805.2f,37.997585.2f,43.133684.2f,44.620489.2f,22.858263.2f,28.198176.2f,62.882945.2f,3.858067.2f,30.370269.2f,19.137135.2f,80.620725.2f,71.548820.2f
9.493187.2f,41.957788.2f,15.998632.2f,54.189838.2f,29.107669.2f,33.986640.2f,59.312282.2f,19.622113.2f,22.473743.2f,33.851995.2f,30.676969.2f,43.444548.2f,46.186604.2f,33.470028.2f,49.824164.2f,61.760920.2f,34.170287.2f,65.584448.2f,27.704841.2f,53.511210.2f
44.383838.2f,25.939820.2f,52.714718.2f,42.539377.2f,10.762602.2f,57.567037.2f,87.684307.2f,21.401041.2f,60.713917.2f,69.289459.2f,41.458252.2f,80.566032.2f,77.445879.2f,58.001779.2f,36.088202.2f,83.318277.2f,66.067464.2f,80.001943.2f,12.432343.2f,91.338160.2f
64.760681.2f,91.754957.2f,65.327380.2f,43.333639.2f,63.044793.2f,24.331079.2f,29.996732.2f,55.548123.2f,58.813346.2f,44.632594.2f,31.869596.2f,54.759702.2f,33.674034.2f,25.320482.2f,46.520945.2f,14.872364.2f,35.153673.2f,8.198154.2f,71.233802.2f,81.234127.2f
19.443248.2f,59.627510.2f,11.213776.2f,79.300477.2f,55.684612.2f,46.680704.2f,59.869138.2f,46.661785.2f,11.745121.2f,29.583632.2f,52.686552.2f,30.340136.2f,45.674360.2f,45.495541.2f,75.655156.2f,69.151717.2f,36.901893.2f,78.063542.2f,52.027453.2f,27.961640.2f
25.170746.2f,31.875601.2f,33.118256.2f,43.213339.2f,11.377123.2f,40.545625.2f,69.764353.2f,5.183295.2f,40.151084.2f,48.900190.2f,28.436264.2f,59.893489.2f,58.338241.2f,40.648118.2f,37.653821.2f,68.091778.2f,46.558409.2f,67.944308.2f,12.328629.2f,71.256028.2f
49.870480.2f,92.350161.2f,42.010594.2f,93.631602.2f,81.709718.2f,50.717735.2f,43.934530.2f,71.157913.2f,31.325829.2f,26.564281.2f,65.741776.2f,13.749231.2f,34.209411.2f,49.318281.2f,92.088678.2f,59.351416.2f,35.370510.2f,72.996659.2f,81.159862.2f,17.578608.2f
62.362816.2f,74.847508.2f,66.619006.2f,13.741986.2f,44.072431.2f,34.446541.2f,56.971603.2f,41.164013.2f,65.270322.2f,58.729373.2f,22.883044.2f,71.389844.2f,54.935018.2f,35.835292.2f,18.060126.2f,44.325562.2f,49.808771.2f,34.186995.2f,54.316645.2f,94.509948.2f
54.560763.2f,92.406833.2f,46.315052.2f,111.160254.2f,90.753013.2f,71.797755.2f,70.620889.2f,81.425474.2f,41.170411.2f,47.772644.2f,83.286072.2f,37.662691.2f,59.589334.2f,70.398389.2f,108.351690.2f,85.309064.2f,57.409657.2f,98.099441.2f,87.022886.2f,10.823093.2f
