41.607200.2f,92.684748.2f,62.978677.2f,106.540188.2f,50.385470.2f,91.240722.2f,80.106247.2f,62.572114.2f,98.591175.2f,61.719007.2f,134.252610.2f,54.037736.2f,77.034228.2f,101.011338.2f,92.655033.2f,71.044884.2f,90.091951.2f,62.775948.2f,87.198243.2f,49.476232.2f,85.013331.2f,57.262836.2f,59.368764.2f,83.484997.2f,65.464534.2f,122.447447.2f,89.288815.2f,36.888553.2f,91.465906.2f,73.766304.2f,82.210626.2f,48.767621.2f,86.762489.2f,92.633422.2f,115.754438.2f,17.655117.2f,26.661021.2f,16.826342.2f,87.957936.2f,25.678655.2f
24.953189.2f,69.121211.2f,55.408799.2f,76.721852.2f,21.838611.2f,61.249480.2f,58.701688.2f,32.418591.2f,77.931974.2f,34.398229.2f,106.525038.2f,47.051415.2f,48.103177.2f,79.218127.2f,79.555601.2f,48.252778.2f,63.626009.2f,42.367038.2f,57.426368.2f,20.789433.2f,63.539253.2f,29.151813.2f,35.285479.2f,68.559753.2f,35.543783.2f,96.525546.2f,59.264315.2f,11.475050.2f,61.497383.2f,54.803830.2f,56.951686.2f,34.857849.2f,57.499128.2f,71.762358.2f,91.067425.2f,13.760360.2f,3.626953.2f,13.344632.2f,78.812758.2f,11.381900.2f
50.874047.2f,22.295430.2f,60.747161.2f,25.875205.2f,39.109277.2f,21.210304.2f,27.922126.2f,36.475519.2f,36.287560.2f,27.074054.2f,45.625916.2f,60.426062.2f,14.250349.2f,33.535483.2f,57.737991.2f,25.934404.2f,64.314669.2f,34.738477.2f,39.570652.2f,52.113444.2f,28.119065.2f,51.640198.2f,31.368835.2f,48.314721.2f,39.184948.2f,37.002370.2f,21.670933.2f,62.014475.2f,20.761902.2f,35.268203.2f,66.163381.2f,50.271674.2f,11.052751.2f,32.598646.2f,34.349529.2f,74.555715.2f,64.468896.2f,72.911181.2f,66.519668.2f,63.169059.2f
57.118368.2f,63.836804.2f,83.038044.2f,41.163522.2f,35.923998.2f,27.079552.2f,62.842274.2f,18.149748.2f,77.509572.2f,37.413905.2f,79.290011.2f,77.996245.2f,31.331115.2f,75.726955.2f,93.340499.2f,54.109795.2f,23.168118.2f,56.849622.2f,11.490609.2f,27.155297.2f,65.631345.2f,19.960453.2f,46.871524.2f,82.068343.2f,12.919646.2f,77.402416.2f,25.200646.2f,40.042302.2f,27.618995.2f,65.794503.2f,23.070849.2f,63.656898.2f,32.743267.2f,72.558515.2f,76.908774.2f,59.008910.2f,50.429719.2f,60.237262.2f,98.685137.2f,56.601565.2f
37.764445.2f,19.206417.2f,46.803893.2f,39.686389.2f,30.199247.2f,31.537769.2f,16.842848.2f,34.214933.2f,31.704318.2f,17.415076.2f,57.233907.2f,46.173336.2f,15.567573.2f,30.918976.2f,47.828091.2f,11.835572.2f,69.271663.2f,20.476923.2f,46.272951.2f,47.304729.2f,19.182642.2f,49.141999.2f,18.344277.2f,37.222826.2f,38.548167.2f,45.192190.2f,31.157757.2f,54.891106.2f,31.248732.2f,22.331894.2f,69.252577.2f,36.228957.2f,20.865325.2f,26.315294.2f,39.592307.2f,64.628247.2f,54.852287.2f,62.368212.2f,55.067839.2f,51.818332.2f
34.243508.2f,21.225470.2f,44.020991.2f,42.648374.2f,27.524308.2f,33.617904.2f,16.305468.2f,33.162865.2f,32.846857.2f,14.891465.2f,60.730733.2f,43.012674.2f,16.573339.2f,32.569908.2f,47.013849.2f,9.203466.2f,69.560657.2f,17.224070.2f,47.217638.2f,45.398488.2f,19.452373.2f,47.773057.2f,14.868251.2f,36.058773.2f,37.807088.2f,48.430710.2f,33.050722.2f,52.388231.2f,33.372223.2f,20.484561.2f,69.071678.2f,32.765231.2f,23.185089.2f,27.147456.2f,42.510958.2f,61.517740.2f,51.828411.2f,59.154657.2f,53.588659.2f,48.493694.2f
28.356521.2f,62.784089.2f,58.884428.2f,64.928521.2f,14.293072.2f,49.263121.2f,54.323067.2f,19.909973.2f,73.236034.2f,26.704351.2f,96.508269.2f,51.521758.2f,37.717605.2f,73.763712.2f,79.056863.2f,43.549499.2f,52.431148.2f,39.972684.2f,44.759010.2f,9.676263.2f,58.868678.2f,17.875498.2f,30.830329.2f,67.582400.2f,22.867459.2f,87.937949.2f,47.226583.2f,10.846154.2f,49.548649.2f,52.279746.2f,46.578173.2f,37.615634.2f,46.532850.2f,67.144881.2f,83.423667.2f,25.659210.2f,16.067679.2f,25.956148.2f,80.266459.2f,22.074802.2f
37.975878.2f,33.924077.2f,56.178135.2f,35.235197.2f,22.118614.2f,22.080761.2f,31.756086.2f,19.519753.2f,47.037814.2f,12.251297.2f,63.032436.2f,53.247798.2f,4.581943.2f,45.857584.2f,62.443407.2f,23.621059.2f,54.092300.2f,28.562665.2f,32.172767.2f,34.402532.2f,34.580520.2f,34.774981.2f,20.522320.2f,51.360353.2f,23.334971.2f,54.789541.2f,20.807961.2f,44.141816.2f,22.043629.2f,35.370288.2f,53.796803.2f,40.420491.2f,14.518255.2f,41.769028.2f,51.293882.2f,57.396658.2f,47.252700.2f,56.139123.2f,68.560369.2f,47.223146.2f
59.747417.2f,33.067695.2f,38.238044.2f,78.180027.2f,68.191601.2f,75.936664.2f,30.239324.2f,79.017075.2f,20.508697.2f,58.488719.2f,71.726409.2f,46.028121.2f,62.225620.2f,25.255762.2f,8.588618.2f,39.988398.2f,115.966289.2f,41.980563.2f,92.734581.2f,88.473738.2f,27.612821.2f,92.636396.2f,51.410485.2f,15.422837.2f,84.005686.2f,53.142033.2f,76.145473.2f,91.584593.2f,75.516781.2f,29.688983.2f,115.581816.2f,50.705535.2f,65.286786.2f,22.345956.2f,43.173141.2f,93.100267.2f,85.817415.2f,89.156874.2f,20.585794.2f,77.719810.2f
24.075601.2f,68.831375.2f,54.437601.2f,77.120564.2f,21.897399.2f,61.699934.2f,58.254402.2f,33.041885.2f,77.482544.2f,34.344566.2f,106.616538.2f,46.043677.2f,48.304456.2f,78.833856.2f,78.787913.2f,47.859460.2f,64.651977.2f,41.805031.2f,58.187099.2f,21.761596.2f,63.107768.2f,30.141842.2f,34.926799.2f,67.835885.2f,36.286163.2f,96.443219.2f,59.728002.2f,12.602018.2f,61.939299.2f,54.215579.2f,58.021329.2f,33.969118.2f,57.767911.2f,71.313807.2f,90.884919.2f,13.568509.2f,3.479449.2f,12.784658.2f,77.926409.2f,10.255220.2f
66.071670.2f,46.947960.2f,82.950428.2f,11.211834.2f,47.892303.2f,6.257736.2f,52.547125.2f,35.286748.2f,60.719956.2f,40.441789.2f,49.652652.2f,80.971761.2f,24.330329.2f,57.377503.2f,82.783347.2f,48.293917.2f,45.100750.2f,55.479606.2f,20.795153.2f,51.174241.2f,53.139602.2f,46.738192.2f,48.621343.2f,73.123259.2f,34.234216.2f,50.392615.2f,7.977359.2f,63.761375.2f,6.233057.2f,59.061637.2f,49.672910.2f,68.609001.2f,15.920561.2f,57.507652.2f,52.299130.2f,80.610797.2f,70.725446.2f,80.399104.2f,91.271742.2f,73.172622.2f
74.997764.2f,72.405213.2f,99.102320.2f,37.347761.2f,53.865864.2f,29.396890.2f,74.650632.2f,36.182890.2f,86.419618.2f,53.034061.2f,75.974823.2f,94.849042.2f,42.335146.2f,83.701035.2f,105.637369.2f,67.477177.2f,17.934783.2f,71.944911.2f,11.728365.2f,45.616463.2f,76.507785.2f,37.870112.2f,62.603636.2f,94.905347.2f,31.391473.2f,78.563010.2f,28.574994.2f,58.251993.2f,29.920295.2f,79.190665.2f,24.918052.2f,80.778027.2f,39.196064.2f,82.321526.2f,80.446187.2f,77.405796.2f,69.081788.2f,78.836650.2f,112.387819.2f,75.355937.2f
53.393190.2f,19.998504.2f,61.402855.2f,26.139017.2f,42.583815.2f,23.784704.2f,27.507087.2f,40.393274.2f,33.809090.2f,30.312623.2f,42.315744.2f,61.645439.2f,18.156852.2f,30.704371.2f,56.376562.2f,27.061195.2f,67.636596.2f,36.239440.2f,42.738149.2f,55.990446.2f,27.018018.2f,55.559825.2f,33.849451.2f,47.465736.2f,43.088771.2f,33.124323.2f,24.500008.2f,65.766291.2f,23.294898.2f,35.418657.2f,69.734603.2f,52.173856.2f,14.317932.2f,30.615358.2f,30.469332.2f,77.985432.2f,67.931274.2f,76.225780.2f,65.663770.2f,66.288367.2f
43.373147.2f,14.751384.2f,49.935060.2f,36.968532.2f,35.966479.2f,31.153198.2f,16.889383.2f,38.599142.2f,28.241581.2f,23.165533.2f,51.571468.2f,50.186453.2f,17.943529.2f,26.704337.2f,47.263854.2f,15.645357.2f,71.621424.2f,24.992448.2f,47.755952.2f,52.459889.2f,17.672899.2f,53.755611.2f,24.105155.2f,37.426320.2f,42.528492.2f,39.274860.2f,31.173892.2f,60.511717.2f,30.778325.2f,24.176068.2f,72.289725.2f,41.206809.2f,20.359542.2f,23.492889.2f,33.809514.2f,70.537448.2f,60.742672.2f,68.285292.2f,55.592603.2f,57.712787.2f
23.056683.2f,70.311169.2f,32.126872.2f,96.078635.2f,42.769885.2f,82.832320.2f,56.444822.2f,60.113685.2f,72.951097.2f,48.782180.2f,116.168165.2f,23.563161.2f,65.364524.2f,76.275506.2f,62.624608.2f,49.939785.2f,97.176104.2f,40.460294.2f,85.911003.2f,54.409986.2f,60.990035.2f,62.689252.2f,42.040236.2f,54.658184.2f,64.932054.2f,101.629692.2f,81.294263.2f,46.686727.2f,82.866893.2f,48.498395.2f,91.337814.2f,24.003258.2f,75.186885.2f,67.509119.2f,93.507930.2f,34.442560.2f,34.242440.2f,29.811330.2f,56.851401.2f,23.872636.2f
89.569733.2f,41.762872.2f,90.387478.2f,37.040448.2f,79.932629.2f,49.316540.2f,55.673402.2f,75.518098.2f,47.116871.2f,67.671369.2f,5.792623.2f,93.219576.2f,54.355457.2f,42.081465.2f,73.319752.2f,60.681739.2f,91.952166.2f,70.176514.2f,68.028137.2f,91.832371.2f,52.147512.2f,89.918042.2f,70.282524.2f,69.407026.2f,76.898102.2f,13.263986.2f,51.239032.2f,102.523501.2f,48.780906.2f,64.515027.2f,96.907101.2f,86.652296.2f,46.510732.2f,49.189634.2f,23.071121.2f,115.357944.2f,105.290491.2f,113.587390.2f,85.226727.2f,103.496943.2f
72.047523.2f,81.311172.2f,99.602916.2f,52.977877.2f,51.277852.2f,41.647944.2f,80.633515.2f,34.276870.2f,95.092345.2f,54.681087.2f,91.931588.2f,93.968021.2f,48.976920.2f,93.133009.2f,111.084463.2f,71.810445.2f,6.174022.2f,74.106473.2f,21.903062.2f,36.941138.2f,83.401913.2f,28.532040.2f,63.955208.2f,99.768511.2f,28.723511.2f,92.462667.2f,40.153907.2f,47.903110.2f,42.210756.2f,83.451628.2f,7.332948.2f,79.507556.2f,49.270950.2f,90.245778.2f,92.983978.2f,66.981573.2f,60.107825.2f,69.269417.2f,116.191413.2f,68.216951.2f
16.959766.2f,44.480263.2f,14.490356.2f,76.456894.2f,34.380074.2f,65.655867.2f,30.423850.2f,51.233642.2f,46.401161.2f,32.841537.2f,91.383662.2f,9.355143.2f,47.383247.2f,49.762278.2f,39.071897.2f,25.922069.2f,91.432066.2f,16.768939.2f,74.228807.2f,53.334735.2f,34.740226.2f,60.071950.2f,23.479976.2f,29.386770.2f,56.768216.2f,75.914146.2f,64.584045.2f,51.852526.2f,65.536798.2f,22.092412.2f,87.840323.2f,7.059213.2f,56.185655.2f,40.982823.2f,67.407696.2f,49.196363.2f,43.265708.2f,44.979315.2f,36.953577.2f,33.899793.2f
25.123294.2f,54.689594.2f,9.848432.2f,88.883977.2f,45.221588.2f,78.188232.2f,40.710952.2f,62.643423.2f,54.179562.2f,45.135452.2f,102.128190.2f,3.300244.2f,59.914699.2f,58.173699.2f,40.564100.2f,37.889541.2f,102.600319.2f,29.097242.2f,86.347093.2f,62.798746.2f,44.456352.2f,70.124809.2f,35.913936.2f,33.631237.2f,68.115081.2f,85.886642.2f,77.105820.2f,59.229794.2f,78.070711.2f,31.882735.2f,98.463603.2f,17.057155.2f,68.699247.2f,49.459729.2f,76.876588.2f,52.608723.2f,48.828489.2f,48.026712.2f,34.615744.2f,38.373988.2f
23.077762.2f,71.678825.2f,51.625400.2f,83.425209.2f,27.236075.2f,68.226289.2f,60.130892.2f,40.174328.2f,79.215368.2f,38.880016.2f,111.500647.2f,42.835973.2f,53.895560.2f,81.010744.2f,77.962697.2f,50.213639.2f,72.152671.2f,43.053220.2f,65.585381.2f,29.336672.2f,65.054931.2f,37.702382.2f,37.719835.2f,67.470819.2f,43.670188.2f,100.421562.2f,66.305334.2f,19.244027.2f,68.434701.2f,55.091718.2f,65.374674.2f,32.463267.2f,63.601114.2f,73.086751.2f,94.297994.2f,10.321612.2f,6.461678.2f,7.147607.2f,75.933955.2f,5.311162.2f
64.287924.2f,13.087486.2f,59.000801.2f,46.714819.2f,61.232688.2f,49.301503.2f,26.359950.2f,64.140608.2f,14.704597.2f,48.538229.2f,38.230342.2f,62.973318.2f,42.389217.2f,9.663912.2f,41.137599.2f,34.721316.2f,93.638866.2f,43.252130.2f,68.679586.2f,78.306689.2f,21.843423.2f,79.388022.2f,47.053265.2f,36.977480.2f,67.674304.2f,20.340978.2f,50.261693.2f,86.058046.2f,48.775362.2f,34.519297.2f,95.666824.2f,59.064109.2f,40.333192.2f,16.987359.2f,10.913437.2f,94.610816.2f,85.189594.2f,91.868642.2f,52.849319.2f,80.708367.2f
