50.065054.2f,60.381689.2f,85.482480.2f,43.138248.2f,33.515743.2f,30.721700.2f,104.532672.2f,61.990323.2f,74.745470.2f,96.418115.2f
86.296205.2f,24.240415.2f,67.346421.2f,89.377368.2f,87.953083.2f,73.112889.2f,61.007898.2f,75.108221.2f,66.481854.2f,18.149991.2f
66.700604.2f,42.577851.2f,90.197097.2f,61.942716.2f,53.610474.2f,13.073076.2f,103.597153.2f,73.048999.2f,81.034907.2f,81.854324.2f
87.030492.2f,22.805670.2f,68.999154.2f,89.915976.2f,88.276436.2f,71.980130.2f,62.931712.2f,76.216924.2f,67.938832.2f,18.635683.2f
91.873370.2f,49.217303.2f,112.603949.2f,86.806644.2f,78.051604.2f,14.814760.2f,122.542419.2f,97.776550.2f,104.281351.2f,88.708872.2f
89.485398.2f,23.449568.2f,97.087418.2f,87.261868.2f,80.722831.2f,32.944814.2f,101.776581.2f,89.304398.2f,90.847957.2f,61.518678.2f
61.998984.2f,29.312393.2f,77.013288.2f,59.556069.2f,53.220033.2f,27.805036.2f,88.316333.2f,63.851646.2f,68.812300.2f,66.902318.2f
68.470927.2f,28.088910.2f,51.594011.2f,72.116848.2f,71.573469.2f,68.588512.2f,51.529816.2f,56.915192.2f,49.240923.2f,33.742025.2f
44.542276.2f,45.504949.2f,35.220905.2f,49.385992.2f,50.788897.2f,69.014989.2f,48.569393.2f,32.447266.2f,28.596049.2f,57.545198.2f
60.400608.2f,70.350632.2f,13.670173.2f,68.802680.2f,74.160944.2f,101.477352.2f,18.214346.2f,40.028785.2f,21.289401.2f,62.996402.2f
56.722739.2f,44.931014.2f,33.506277.2f,62.341843.2f,64.227085.2f,77.582530.2f,38.487735.2f,41.659660.2f,31.378565.2f,47.119543.2f
25.517498.2f,56.183182.2f,48.058845.2f,27.067040.2f,26.719199.2f,59.371480.2f,69.270025.2f,26.432984.2f,37.213834.2f,78.994229.2f
4.860907.2f,85.945456.2f,50.910434.2f,13.083634.2f,23.160367.2f,83.074427.2f,78.580606.2f,20.847118.2f,39.972449.2f,105.033852.2f
33.754535.2f,53.567187.2f,63.277195.2f,30.472099.2f,24.609058.2f,45.360459.2f,83.007369.2f,41.012951.2f,52.594151.2f,83.348389.2f
28.153668.2f,70.204047.2f,71.014618.2f,20.482554.2f,10.890539.2f,52.751801.2f,94.166519.2f,43.567591.2f,59.553078.2f,100.172015.2f
105.983337.2f,28.772815.2f,90.030364.2f,107.851877.2f,104.969689.2f,75.973104.2f,81.750193.2f,96.669585.2f,89.066102.2f,22.785702.2f
59.802445.2f,28.999502.2f,74.023639.2f,57.713733.2f,51.744579.2f,30.591181.2f,85.479267.2f,61.104106.2f,65.843482.2f,65.585935.2f
53.169502.2f,52.203847.2f,26.042289.2f,59.707988.2f,62.745491.2f,82.373976.2f,34.265225.2f,36.344557.2f,24.222404.2f,53.343711.2f
95.894665.2f,19.054894.2f,82.489549.2f,97.594585.2f,94.637197.2f,67.829800.2f,76.962136.2f,87.215745.2f,80.644543.2f,24.293633.2f
17.691397.2f,68.850502.2f,58.839412.2f,13.596728.2f,10.714358.2f,60.576456.2f,82.840315.2f,31.098813.2f,47.314687.2f,94.620060.2f
