51.493526.2f,55.368782.2f,91.078246.2f,31.008755.2f,50.862300.2f,95.544586.2f,81.188785.2f,60.958245.2f,73.036549.2f,76.057338.2f
25.229699.2f,35.127894.2f,17.634280.2f,62.242174.2f,57.541931.2f,50.262658.2f,36.057892.2f,23.145411.2f,46.378219.2f,21.193899.2f
40.932667.2f,43.468471.2f,21.112451.2f,74.286654.2f,64.502895.2f,39.365583.2f,30.571845.2f,43.065224.2f,45.391805.2f,20.703688.2f
12.302769.2f,6.027988.2f,50.437549.2f,30.487712.2f,25.576959.2f,45.931196.2f,30.292895.2f,35.767735.2f,27.216424.2f,24.994153.2f
46.407930.2f,61.575024.2f,21.698844.2f,82.788680.2f,83.179412.2f,78.793031.2f,65.407928.2f,26.063354.2f,75.603544.2f,50.626298.2f
31.311808.2f,13.954099.2f,59.511027.2f,37.300703.2f,20.683368.2f,30.504339.2f,19.216220.2f,53.666513.2f,7.817251.2f,25.431606.2f
26.240594.2f,11.901025.2f,64.266772.2f,21.534227.2f,11.070955.2f,46.574604.2f,33.879740.2f,49.648941.2f,23.608628.2f,34.705783.2f
25.107765.2f,24.947403.2f,67.470512.2f,14.102833.2f,25.646488.2f,65.257337.2f,50.755846.2f,43.427726.2f,43.309916.2f,46.506134.2f
39.672233.2f,48.678078.2f,75.822554.2f,34.805117.2f,51.745725.2f,89.461059.2f,73.831216.2f,44.475514.2f,68.910224.2f,65.920673.2f
40.109493.2f,54.758664.2f,16.912206.2f,77.010054.2f,76.552868.2f,71.964633.2f,58.373549.2f,21.627479.2f,68.501553.2f,43.562039.2f
61.663058.2f,45.672122.2f,76.670148.2f,65.495471.2f,45.635683.2f,18.498821.2f,28.918868.2f,81.590389.2f,24.445846.2f,43.806000.2f
28.024873.2f,12.916145.2f,52.768951.2f,41.371236.2f,26.663259.2f,28.019189.2f,14.030177.2f,49.081314.2f,10.163704.2f,18.493250.2f
51.526735.2f,66.407978.2f,23.189799.2f,88.031024.2f,88.159712.2f,81.911737.2f,69.069147.2f,31.312808.2f,79.830083.2f,54.436286.2f
58.528048.2f,40.838112.2f,88.072314.2f,45.395223.2f,26.681451.2f,42.285521.2f,41.939230.2f,81.789122.2f,26.958545.2f,53.238970.2f
42.256665.2f,31.185246.2f,50.893992.2f,60.155624.2f,43.812131.2f,11.158668.2f,5.537193.2f,58.589382.2f,18.277763.2f,19.098599.2f
21.155197.2f,29.225124.2f,23.304679.2f,57.240391.2f,51.646109.2f,45.710293.2f,30.810951.2f,25.028825.2f,40.400321.2f,15.925443.2f
26.704938.2f,23.521383.2f,34.967632.2f,54.868156.2f,43.921550.2f,29.907664.2f,14.800634.2f,39.844554.2f,26.382864.2f,0.199727.2f
38.328791.2f,55.691911.2f,52.119512.2f,61.477758.2f,70.810172.2f,89.708751.2f,73.409770.2f,21.740243.2f,76.164360.2f,60.191589.2f
34.792879.2f,52.594716.2f,42.688067.2f,63.345427.2f,70.039924.2f,83.612964.2f,67.592456.2f,14.034939.2f,72.075272.2f,53.670179.2f
52.088347.2f,43.834176.2f,49.327185.2f,73.739422.2f,57.681792.2f,13.421713.2f,18.343754.2f,64.512476.2f,31.963240.2f,25.938570.2f
53.279366.2f,37.114119.2f,70.825349.2f,57.712193.2f,38.104573.2f,16.918761.2f,22.335600.2f,73.664506.2f,15.878890.2f,36.897052.2f
17.974051.2f,34.715331.2f,46.851898.2f,43.211014.2f,50.067143.2f,70.942835.2f,54.504441.2f,16.133121.2f,55.527961.2f,42.834444.2f
38.507474.2f,56.287840.2f,45.642179.2f,65.868569.2f,73.303378.2f,87.582125.2f,71.559795.2f,17.980586.2f,75.926719.2f,57.634355.2f
53.350775.2f,42.665242.2f,55.790053.2f,71.029269.2f,53.759237.2f,5.879532.2f,17.004026.2f,68.139430.2f,27.530969.2f,28.556401.2f
19.435176.2f,35.150603.2f,26.383284.2f,56.389264.2f,56.290013.2f,60.517582.2f,44.873804.2f,9.568424.2f,51.645055.2f,30.459586.2f
11.688090.2f,26.503075.2f,31.031860.2f,49.239475.2f,47.833628.2f,54.071328.2f,37.957799.2f,16.014840.2f,43.418397.2f,24.394856.2f
8.572722.2f,21.685112.2f,49.245440.2f,32.564150.2f,36.679957.2f,60.334054.2f,44.101320.2f,25.034773.2f,42.865763.2f,34.857300.2f
39.341337.2f,46.285661.2f,10.281560.2f,75.460011.2f,68.411079.2f,49.602157.2f,38.943985.2f,35.639419.2f,52.513669.2f,26.251189.2f
36.766440.2f,19.550625.2f,70.559584.2f,28.829162.2f,9.381804.2f,40.441569.2f,31.493206.2f,60.226274.2f,17.059170.2f,37.502461.2f
53.061021.2f,39.009665.2f,64.188111.2f,63.845749.2f,45.123081.2f,6.646935.2f,17.531053.2f,71.250651.2f,19.596542.2f,32.296388.2f
56.032418.2f,38.383518.2f,80.493088.2f,51.130919.2f,31.156080.2f,30.593311.2f,32.609622.2f,78.372722.2f,19.698787.2f,45.600306.2f
60.767075.2f,42.963497.2f,88.044278.2f,50.190009.2f,30.996219.2f,39.158680.2f,40.763500.2f,83.734892.2f,26.741555.2f,53.088644.2f
46.196457.2f,50.823266.2f,16.301326.2f,81.105495.2f,72.309523.2f,46.999207.2f,38.963898.2f,44.154619.2f,53.783739.2f,28.694377.2f
23.684914.2f,11.792176.2f,63.124325.2f,19.839360.2f,13.642982.2f,49.270787.2f,35.851181.2f,46.858864.2f,26.731723.2f,35.147922.2f
10.401141.2f,27.946197.2f,36.367541.2f,46.005681.2f,47.500950.2f,59.795458.2f,43.451487.2f,13.106341.2f,46.991138.2f,30.716441.2f
23.772785.2f,34.485456.2f,61.242304.2f,30.829059.2f,42.734144.2f,74.734292.2f,58.762163.2f,31.628263.2f,55.482580.2f,50.128876.2f
21.127499.2f,17.504567.2f,37.690089.2f,48.702534.2f,38.722090.2f,33.084684.2f,16.817579.2f,37.061033.2f,24.483505.2f,6.163521.2f
57.986424.2f,50.017832.2f,51.978454.2f,79.833176.2f,63.503321.2f,16.674541.2f,24.471077.2f,69.471090.2f,37.546401.2f,31.642526.2f
55.045177.2f,60.076061.2f,19.419266.2f,90.321324.2f,81.489626.2f,53.319508.2f,47.095447.2f,50.739468.2f,62.297424.2f,37.769760.2f
13.803398.2f,31.606288.2f,38.202059.2f,46.914594.2f,50.154558.2f,64.348203.2f,47.994906.2f,10.599433.2f,51.178215.2f,35.241429.2f
