0.42,0.88,0.94,0.51,1.00,0.18,0.87,0.85,0.73,0.40
0.58,0.17,0.29,0.56,0.24,0.88,0.26,0.56,0.36,0.89
0.52,0.07,0.18,0.47,0.14,0.80,0.14,0.45,0.26,0.80
0.47,0.53,0.45,0.28,0.53,0.47,0.44,0.21,0.34,0.29
0.34,0.10,0.20,0.27,0.23,0.60,0.11,0.35,0.08,0.60
0.31,0.12,0.25,0.28,0.28,0.59,0.16,0.41,0.13,0.62
0.58,0.14,0.25,0.54,0.20,0.87,0.22,0.52,0.34,0.87
0.37,0.21,0.38,0.41,0.38,0.68,0.30,0.58,0.31,0.76
0.14,0.39,0.53,0.29,0.56,0.45,0.44,0.61,0.35,0.58
0.11,0.54,0.61,0.18,0.66,0.18,0.53,0.55,0.39,0.32
0.64,0.61,0.49,0.44,0.56,0.64,0.51,0.21,0.44,0.43
0.29,0.67,0.70,0.27,0.76,0.08,0.63,0.56,0.49,0.15
0.57,0.21,0.03,0.44,0.08,0.78,0.11,0.25,0.22,0.71
0.26,0.66,0.79,0.45,0.83,0.38,0.70,0.82,0.59,0.60
0.46,0.00,0.15,0.40,0.14,0.73,0.09,0.39,0.19,0.72
0.38,0.35,0.29,0.19,0.37,0.50,0.26,0.15,0.16,0.39
0.35,0.31,0.27,0.17,0.35,0.49,0.24,0.18,0.12,0.41
0.18,0.62,0.73,0.36,0.77,0.28,0.64,0.73,0.52,0.50
0.18,0.30,0.45,0.27,0.47,0.49,0.36,0.55,0.28,0.59
0.23,0.56,0.70,0.42,0.73,0.46,0.61,0.77,0.52,0.65
0.10,0.35,0.47,0.21,0.50,0.41,0.38,0.53,0.27,0.52
0.29,0.71,0.83,0.48,0.87,0.38,0.74,0.85,0.63,0.61
0.16,0.62,0.71,0.31,0.76,0.21,0.63,0.69,0.50,0.42
0.15,0.61,0.71,0.32,0.76,0.22,0.63,0.69,0.50,0.44
0.25,0.67,0.72,0.28,0.78,0.03,0.65,0.62,0.51,0.24
0.30,0.64,0.79,0.50,0.82,0.49,0.70,0.86,0.61,0.70
0.38,0.07,0.24,0.35,0.25,0.67,0.16,0.45,0.19,0.69
0.27,0.16,0.29,0.25,0.32,0.55,0.20,0.42,0.14,0.59
0.22,0.27,0.42,0.29,0.44,0.54,0.33,0.54,0.27,0.62
0.43,0.02,0.20,0.39,0.20,0.71,0.13,0.43,0.20,0.72
0.32,0.16,0.20,0.21,0.26,0.56,0.12,0.29,0.01,0.53
0.15,0.58,0.69,0.34,0.73,0.31,0.61,0.71,0.49,0.51
0.34,0.62,0.61,0.23,0.68,0.22,0.57,0.44,0.43,0.08
0.31,0.42,0.59,0.45,0.60,0.61,0.50,0.73,0.45,0.75
0.30,0.64,0.79,0.49,0.82,0.47,0.70,0.85,0.60,0.69
0.24,0.54,0.69,0.43,0.71,0.49,0.60,0.77,0.51,0.67
0.30,0.54,0.53,0.16,0.60,0.27,0.48,0.37,0.34,0.16
0.12,0.53,0.65,0.32,0.69,0.34,0.57,0.68,0.45,0.52
0.29,0.66,0.68,0.25,0.75,0.09,0.62,0.55,0.48,0.15
0.38,0.82,0.87,0.43,0.93,0.09,0.80,0.76,0.66,0.30
