0.18,0.20,0.32,0.47,0.16,0.65,0.30,0.31,0.23,0.48
0.20,0.15,0.21,0.38,0.27,0.70,0.21,0.37,0.19,0.41
0.74,0.45,0.66,0.62,0.46,0.09,0.82,0.20,0.42,0.53
0.73,0.45,0.67,0.64,0.45,0.09,0.82,0.19,0.42,0.55
0.64,0.48,0.71,0.74,0.32,0.29,0.80,0.18,0.47,0.67
0.19,0.17,0.22,0.39,0.27,0.71,0.21,0.38,0.20,0.42
0.76,0.39,0.58,0.49,0.53,0.19,0.78,0.28,0.35,0.39
0.25,0.40,0.28,0.49,0.51,0.97,0.02,0.65,0.44,0.56
0.76,0.35,0.39,0.19,0.67,0.55,0.64,0.50,0.32,0.10
0.77,0.38,0.37,0.16,0.72,0.64,0.63,0.57,0.36,0.10
0.23,0.43,0.32,0.53,0.51,1.00,0.06,0.67,0.47,0.61
0.28,0.34,0.51,0.64,0.00,0.60,0.49,0.26,0.36,0.62
0.45,0.12,0.35,0.37,0.27,0.41,0.49,0.13,0.10,0.32
0.36,0.28,0.08,0.29,0.52,0.86,0.13,0.58,0.31,0.37
0.69,0.34,0.27,0.06,0.69,0.71,0.53,0.58,0.32,0.08
0.66,0.39,0.62,0.60,0.38,0.16,0.76,0.12,0.37,0.52
0.38,0.28,0.07,0.27,0.53,0.86,0.15,0.58,0.31,0.35
0.43,0.05,0.28,0.30,0.31,0.47,0.44,0.21,0.03,0.26
0.37,0.23,0.03,0.25,0.49,0.81,0.17,0.53,0.25,0.32
0.67,0.29,0.47,0.39,0.47,0.28,0.67,0.24,0.25,0.30
