0.64,0.64,0.32,0.82,0.73,0.56,0.46,0.41,0.16,0.74
0.83,0.96,0.77,0.70,0.73,0.68,0.12,0.38,0.63,0.77
0.27,0.45,0.50,0.30,0.20,0.11,0.45,0.19,0.48,0.21
0.32,0.54,0.69,0.11,0.04,0.23,0.59,0.37,0.69,0.08
0.78,0.80,0.48,0.90,0.84,0.68,0.43,0.47,0.32,0.85
0.48,0.67,0.68,0.25,0.28,0.33,0.33,0.20,0.62,0.33
0.76,0.87,0.67,0.68,0.68,0.61,0.08,0.31,0.53,0.71
0.51,0.69,0.67,0.30,0.33,0.36,0.28,0.17,0.60,0.37
0.29,0.50,0.64,0.15,0.04,0.18,0.55,0.32,0.64,0.09
0.45,0.60,0.52,0.39,0.36,0.29,0.26,0.02,0.45,0.39
0.46,0.66,0.69,0.20,0.25,0.32,0.38,0.23,0.64,0.29
0.56,0.65,0.45,0.60,0.55,0.43,0.22,0.17,0.33,0.57
0.20,0.32,0.34,0.45,0.32,0.11,0.52,0.26,0.35,0.31
0.66,0.64,0.30,0.85,0.76,0.58,0.51,0.45,0.15,0.77
0.08,0.13,0.37,0.53,0.36,0.19,0.72,0.46,0.45,0.33
0.30,0.50,0.61,0.18,0.09,0.17,0.50,0.27,0.60,0.13
0.61,0.58,0.22,0.86,0.75,0.56,0.57,0.47,0.08,0.75
0.33,0.16,0.21,0.76,0.60,0.40,0.81,0.58,0.36,0.57
0.37,0.20,0.20,0.80,0.64,0.44,0.84,0.61,0.36,0.61
0.58,0.57,0.24,0.79,0.69,0.51,0.50,0.40,0.08,0.70
0.67,0.83,0.74,0.46,0.51,0.52,0.14,0.24,0.64,0.55
0.51,0.68,0.64,0.33,0.35,0.35,0.25,0.14,0.57,0.39
0.49,0.67,0.66,0.29,0.31,0.34,0.29,0.16,0.59,0.35
0.72,0.85,0.68,0.61,0.62,0.57,0.01,0.26,0.55,0.66
0.66,0.80,0.66,0.52,0.54,0.50,0.05,0.20,0.55,0.58
0.71,0.79,0.54,0.72,0.69,0.58,0.21,0.30,0.39,0.71
0.36,0.58,0.69,0.09,0.09,0.25,0.53,0.33,0.68,0.14
0.18,0.21,0.27,0.54,0.39,0.19,0.62,0.37,0.33,0.37
0.85,1.00,0.85,0.65,0.71,0.70,0.16,0.40,0.72,0.75
0.73,0.83,0.63,0.67,0.66,0.58,0.10,0.28,0.49,0.69
0.29,0.50,0.62,0.17,0.07,0.17,0.53,0.30,0.61,0.11
0.71,0.78,0.53,0.73,0.69,0.58,0.22,0.31,0.38,0.72
0.22,0.32,0.31,0.48,0.35,0.14,0.52,0.26,0.32,0.34
0.36,0.30,0.08,0.71,0.57,0.36,0.65,0.44,0.18,0.55
0.50,0.71,0.77,0.14,0.24,0.37,0.45,0.32,0.73,0.29
0.62,0.64,0.34,0.77,0.69,0.52,0.40,0.35,0.18,0.70
0.46,0.46,0.18,0.70,0.59,0.40,0.49,0.34,0.08,0.59
0.78,0.78,0.43,0.94,0.86,0.70,0.51,0.51,0.28,0.87
0.21,0.43,0.60,0.22,0.05,0.14,0.61,0.36,0.62,0.04
0.28,0.16,0.19,0.69,0.54,0.34,0.75,0.51,0.32,0.51
0.25,0.37,0.35,0.44,0.32,0.14,0.46,0.20,0.34,0.32
0.60,0.61,0.30,0.78,0.69,0.52,0.44,0.37,0.15,0.70
