0.73,0.39,0.40,0.08,0.62,0.64,0.14,0.65,0.56,0.53,0.19,0.59,0.50,0.36,0.58,0.06,0.15,0.20,0.27,0.31,0.48,0.45,0.65,0.24,0.30,0.32,0.59,0.11,0.16,0.55,0.01,0.68,0.66,0.40,0.65,0.02,0.56,0.56,0.20,0.10
0.60,0.54,0.50,0.19,0.42,0.35,0.33,0.51,0.28,0.31,0.10,0.31,0.27,0.31,0.31,0.27,0.37,0.11,0.35,0.52,0.39,0.17,0.42,0.12,0.40,0.25,0.32,0.28,0.41,0.31,0.27,0.40,0.40,0.36,0.41,0.28,0.28,0.34,0.14,0.22
0.65,0.82,0.76,0.50,0.44,0.13,0.63,0.57,0.17,0.35,0.39,0.02,0.31,0.52,0.08,0.57,0.64,0.42,0.57,0.82,0.54,0.16,0.37,0.40,0.68,0.48,0.10,0.58,0.72,0.28,0.57,0.09,0.28,0.56,0.33,0.59,0.14,0.34,0.44,0.51
0.73,0.50,0.49,0.08,0.58,0.53,0.26,0.65,0.46,0.48,0.07,0.46,0.44,0.38,0.44,0.11,0.19,0.15,0.20,0.45,0.50,0.35,0.59,0.20,0.39,0.33,0.45,0.20,0.30,0.48,0.12,0.56,0.58,0.43,0.58,0.13,0.46,0.50,0.18,0.04
0.97,0.69,0.70,0.30,0.81,0.70,0.44,0.88,0.65,0.70,0.29,0.59,0.66,0.62,0.54,0.23,0.17,0.39,0.03,0.59,0.73,0.53,0.81,0.44,0.59,0.57,0.54,0.40,0.44,0.70,0.28,0.69,0.78,0.67,0.79,0.27,0.64,0.72,0.41,0.22
0.16,0.66,0.56,0.65,0.10,0.39,0.65,0.12,0.34,0.21,0.61,0.54,0.25,0.37,0.59,0.75,0.86,0.53,0.88,0.75,0.27,0.43,0.14,0.48,0.56,0.40,0.62,0.63,0.74,0.24,0.72,0.51,0.24,0.37,0.18,0.73,0.37,0.19,0.52,0.71
0.50,0.80,0.72,0.57,0.29,0.05,0.66,0.42,0.10,0.24,0.48,0.22,0.22,0.47,0.27,0.66,0.75,0.46,0.71,0.83,0.45,0.21,0.20,0.43,0.66,0.45,0.30,0.62,0.76,0.16,0.65,0.17,0.09,0.50,0.16,0.66,0.10,0.22,0.47,0.61
0.72,0.27,0.31,0.20,0.64,0.73,0.08,0.65,0.64,0.57,0.32,0.71,0.55,0.36,0.70,0.19,0.25,0.28,0.40,0.17,0.47,0.55,0.69,0.31,0.22,0.33,0.71,0.12,0.02,0.62,0.16,0.79,0.72,0.38,0.70,0.15,0.64,0.60,0.27,0.24
0.56,0.73,0.67,0.45,0.35,0.10,0.56,0.48,0.09,0.25,0.35,0.12,0.21,0.43,0.16,0.53,0.61,0.35,0.56,0.75,0.45,0.08,0.29,0.33,0.59,0.39,0.18,0.52,0.66,0.19,0.52,0.15,0.21,0.47,0.25,0.54,0.06,0.25,0.37,0.47
0.77,0.65,0.63,0.23,0.59,0.45,0.41,0.68,0.41,0.48,0.13,0.35,0.44,0.47,0.31,0.26,0.30,0.24,0.22,0.60,0.56,0.29,0.57,0.28,0.52,0.41,0.31,0.35,0.46,0.46,0.28,0.45,0.53,0.52,0.56,0.28,0.39,0.50,0.27,0.20
0.36,0.36,0.28,0.32,0.26,0.44,0.29,0.28,0.34,0.21,0.33,0.50,0.21,0.03,0.52,0.41,0.52,0.22,0.58,0.41,0.12,0.32,0.32,0.17,0.23,0.04,0.55,0.27,0.39,0.28,0.37,0.54,0.38,0.08,0.34,0.39,0.36,0.24,0.19,0.39
0.44,0.77,0.69,0.58,0.23,0.12,0.66,0.37,0.12,0.20,0.50,0.28,0.19,0.44,0.33,0.68,0.77,0.47,0.74,0.82,0.41,0.24,0.14,0.43,0.64,0.43,0.36,0.62,0.76,0.13,0.66,0.23,0.03,0.47,0.10,0.68,0.13,0.17,0.47,0.62
0.15,0.43,0.34,0.56,0.23,0.55,0.49,0.12,0.46,0.29,0.57,0.66,0.32,0.23,0.70,0.64,0.76,0.46,0.82,0.54,0.12,0.50,0.33,0.41,0.36,0.28,0.72,0.49,0.57,0.36,0.61,0.67,0.43,0.19,0.37,0.62,0.49,0.30,0.44,0.63
0.56,0.12,0.12,0.30,0.53,0.70,0.13,0.51,0.60,0.48,0.39,0.72,0.48,0.24,0.72,0.34,0.43,0.30,0.55,0.14,0.33,0.54,0.60,0.30,0.04,0.24,0.74,0.18,0.17,0.55,0.30,0.78,0.65,0.23,0.62,0.30,0.61,0.52,0.27,0.36
0.66,0.81,0.75,0.48,0.44,0.15,0.62,0.58,0.18,0.35,0.37,0.02,0.31,0.51,0.07,0.56,0.63,0.40,0.55,0.81,0.54,0.15,0.38,0.39,0.67,0.48,0.09,0.57,0.71,0.28,0.56,0.11,0.29,0.56,0.34,0.57,0.15,0.35,0.43,0.49
1.00,0.72,0.73,0.33,0.84,0.72,0.47,0.91,0.68,0.73,0.33,0.61,0.69,0.65,0.56,0.26,0.19,0.42,0.06,0.62,0.77,0.56,0.84,0.47,0.62,0.60,0.56,0.43,0.47,0.73,0.31,0.71,0.80,0.70,0.82,0.30,0.67,0.75,0.45,0.26
0.51,0.76,0.68,0.52,0.30,0.04,0.61,0.43,0.05,0.22,0.42,0.17,0.19,0.44,0.23,0.60,0.69,0.41,0.65,0.79,0.43,0.15,0.22,0.38,0.62,0.41,0.25,0.57,0.71,0.14,0.59,0.15,0.13,0.47,0.18,0.61,0.04,0.21,0.42,0.55
0.66,0.39,0.38,0.02,0.54,0.56,0.14,0.58,0.48,0.44,0.13,0.52,0.42,0.30,0.51,0.10,0.22,0.11,0.29,0.34,0.42,0.37,0.56,0.16,0.27,0.25,0.52,0.09,0.21,0.47,0.07,0.61,0.57,0.34,0.56,0.09,0.48,0.47,0.12,0.10
0.46,0.76,0.68,0.55,0.25,0.08,0.63,0.39,0.08,0.20,0.47,0.23,0.18,0.43,0.29,0.64,0.74,0.44,0.70,0.80,0.41,0.20,0.17,0.40,0.62,0.42,0.31,0.59,0.73,0.12,0.63,0.20,0.06,0.46,0.12,0.64,0.09,0.18,0.44,0.59
0.71,0.78,0.72,0.41,0.50,0.24,0.57,0.62,0.25,0.39,0.30,0.11,0.35,0.51,0.07,0.47,0.54,0.35,0.45,0.76,0.56,0.16,0.44,0.35,0.63,0.46,0.08,0.51,0.65,0.34,0.48,0.21,0.37,0.56,0.41,0.49,0.22,0.40,0.38,0.41
0.68,0.50,0.48,0.09,0.53,0.48,0.26,0.60,0.41,0.42,0.02,0.42,0.39,0.35,0.40,0.15,0.24,0.11,0.25,0.46,0.45,0.29,0.54,0.16,0.37,0.29,0.41,0.20,0.32,0.43,0.15,0.51,0.52,0.40,0.53,0.16,0.40,0.45,0.14,0.09
0.44,0.75,0.66,0.54,0.23,0.10,0.62,0.37,0.08,0.18,0.46,0.25,0.16,0.42,0.31,0.64,0.73,0.43,0.70,0.79,0.40,0.20,0.15,0.39,0.61,0.40,0.33,0.58,0.72,0.10,0.62,0.22,0.05,0.45,0.10,0.64,0.09,0.16,0.44,0.58
0.74,0.66,0.63,0.26,0.55,0.39,0.43,0.65,0.35,0.43,0.15,0.29,0.39,0.45,0.25,0.30,0.36,0.24,0.28,0.63,0.54,0.23,0.52,0.26,0.53,0.40,0.26,0.37,0.49,0.41,0.32,0.38,0.48,0.50,0.50,0.32,0.33,0.45,0.27,0.24
0.61,0.11,0.15,0.30,0.58,0.74,0.13,0.56,0.64,0.53,0.41,0.75,0.53,0.29,0.75,0.33,0.41,0.33,0.54,0.09,0.38,0.57,0.65,0.33,0.09,0.29,0.77,0.18,0.14,0.59,0.29,0.82,0.70,0.29,0.66,0.29,0.65,0.56,0.30,0.36
0.80,0.41,0.43,0.16,0.69,0.71,0.18,0.72,0.63,0.60,0.26,0.66,0.58,0.43,0.64,0.08,0.12,0.27,0.27,0.31,0.55,0.53,0.72,0.32,0.34,0.39,0.65,0.16,0.16,0.63,0.08,0.75,0.73,0.46,0.72,0.07,0.63,0.63,0.27,0.15
0.69,0.10,0.20,0.46,0.70,0.89,0.28,0.65,0.79,0.67,0.56,0.91,0.67,0.42,0.91,0.46,0.52,0.48,0.67,0.09,0.49,0.73,0.77,0.48,0.22,0.43,0.93,0.33,0.24,0.73,0.43,0.97,0.84,0.40,0.80,0.43,0.80,0.70,0.46,0.51
0.50,0.72,0.65,0.47,0.29,0.07,0.57,0.42,0.02,0.20,0.38,0.17,0.17,0.40,0.22,0.56,0.65,0.37,0.61,0.75,0.41,0.11,0.22,0.34,0.58,0.38,0.25,0.53,0.67,0.13,0.55,0.18,0.14,0.44,0.18,0.57,0.00,0.19,0.38,0.51
0.44,0.69,0.61,0.47,0.23,0.12,0.55,0.36,0.03,0.14,0.39,0.23,0.11,0.36,0.28,0.56,0.66,0.36,0.64,0.72,0.35,0.14,0.16,0.32,0.55,0.34,0.31,0.51,0.65,0.07,0.55,0.23,0.10,0.40,0.13,0.56,0.06,0.13,0.37,0.51
0.64,0.05,0.14,0.44,0.65,0.84,0.26,0.60,0.75,0.62,0.54,0.87,0.62,0.37,0.88,0.46,0.53,0.45,0.67,0.10,0.44,0.69,0.72,0.45,0.18,0.38,0.89,0.31,0.24,0.69,0.42,0.93,0.79,0.35,0.75,0.42,0.76,0.65,0.43,0.49
0.50,0.08,0.01,0.40,0.51,0.73,0.24,0.46,0.63,0.49,0.48,0.77,0.50,0.24,0.78,0.44,0.54,0.38,0.66,0.19,0.30,0.59,0.59,0.36,0.09,0.27,0.80,0.28,0.28,0.56,0.40,0.82,0.66,0.22,0.62,0.41,0.64,0.52,0.35,0.47
0.57,0.62,0.56,0.30,0.38,0.25,0.42,0.48,0.19,0.26,0.20,0.22,0.22,0.34,0.22,0.38,0.47,0.21,0.43,0.61,0.40,0.07,0.35,0.20,0.47,0.29,0.24,0.37,0.51,0.24,0.37,0.29,0.31,0.39,0.33,0.39,0.18,0.28,0.23,0.32
0.52,0.07,0.04,0.44,0.54,0.77,0.28,0.48,0.67,0.52,0.52,0.81,0.53,0.28,0.83,0.48,0.57,0.42,0.70,0.20,0.33,0.63,0.62,0.41,0.13,0.31,0.85,0.32,0.30,0.60,0.44,0.86,0.70,0.25,0.65,0.45,0.69,0.55,0.39,0.51
